TIMESTAMP,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,SW_IN_ERA,LW_IN_ERA,VPD_ERA,PA_ERA,P_ERA,WS_ERA
19890101,-9.143,-9.459,1.708,-7.295,0.324,0.487,253.854,0.446,96.951,1.242,2.911
19890102,-14.253,-14.231,4.665,-14.377,0.526,2.148,207.747,0.412,97.968,0.208,2.223
19890103,-22.445,-22.342,1.75,-22.96,1.37,1.018,211.803,0.249,98.453,0.168,1.341
19890104,-24.586,-24.275,1.857,-26.141,0.278,2.951,178.463,0.194,99.328,0.034,1.837
19890105,-17.719,-18.323,2.932,-14.698,0.212,1.343,230.604,0.303,99.621,0.29,1.689
19890106,-17.881,-17.81,2.056,-18.24,0.768,0.997,232.308,0.356,98.804,0.368,2.33
19890107,-14.748,-14.754,0.417,-14.718,0.033,0.759,268.71,0.272,98.15,1.523,0.748
19890108,-19.818,-19.747,2.44,-20.171,0.154,2.922,204.914,0.213,97.567,0.134,1.171
19890109,-20.343,-21.174,2.281,-16.188,0.264,0.523,210.844,0.187,97.705,0.534,1.88
19890110,-18.87,-18.999,5.639,-18.225,1.636,2.494,212.466,0.355,97.195,0.407,2.345
19890111,-4.945,-5.67,2.647,-1.8,0.38,1.566,277.478,1.505,95.46,1.509,3.982
19890112,-14.198,-14.033,3.305,-14.825,0.607,0.594,256.539,0.212,96.67,3.781,2.527
19890113,-25.167,-25.167,3.822,-25.168,0.241,2.589,186.587,0.191,98.181,0.188,1.645
19890114,-28.091,-28.2,1.208,-27.678,0.479,1.238,199.719,0.208,97.285,0.526,2.051
19890115,-29.695,-29.645,1.291,-29.884,0.093,2.375,191.787,0.189,97.746,0.383,1.644
19890116,-32.393,-32.537,1.316,-31.844,0.026,1.89,189.718,0.185,97.71,0.656,1.944
19890117,-35.683,-35.776,1.135,-35.327,0.072,3.033,176.989,0.185,98.137,0.496,0.975
19890118,-38.272,-38.552,1.065,-37.208,0.54,3.718,150.668,0.182,99.18,0.094,0.882
19890119,-42.523,-42.639,0.954,-42.079,0.901,8.982,128.653,0.189,99.175,0.0,1.419
19890120,-45.212,-45.334,1.339,-44.747,0.566,9.371,124.142,0.186,98.539,0.0,0.855
19890121,-46.582,-46.932,0.736,-45.405,0.949,10.287,121.265,0.187,99.074,0.0,0.687
19890122,-44.338,-44.474,2.095,-43.93,1.296,10.819,128.105,0.191,98.989,0.0,1.809
19890123,-41.486,-41.964,0.654,-40.054,0.633,9.779,136.84,0.192,98.191,0.0,1.319
19890124,-42.843,-42.884,2.52,-42.72,1.598,12.683,134.601,0.186,98.166,0.0,1.541
19890125,-39.62,-39.848,2.202,-38.934,0.13,8.045,163.621,0.179,97.166,0.2,1.912
19890126,-45.259,-45.366,1.296,-44.94,0.136,12.459,121.522,0.176,97.472,0.0,1.269
19890127,-46.338,-46.72,1.084,-45.192,0.828,11.384,121.255,0.187,97.823,0.17,1.592
19890128,-44.474,-44.664,1.362,-43.905,1.076,8.632,134.604,0.183,98.416,0.277,1.465
19890129,-45.201,-45.701,1.818,-43.855,0.785,16.887,115.663,0.188,100.684,0.0,0.863
19890130,-46.074,-46.675,3.035,-44.455,1.997,18.278,118.918,0.195,102.614,0.0,1.358
19890131,-41.583,-42.115,2.27,-40.292,2.034,19.722,137.291,0.198,103.538,0.0,1.795
19890201,-36.751,-37.408,2.748,-35.153,2.295,20.615,151.964,0.222,103.351,0.0,2.16
19890202,-30.427,-31.245,1.842,-28.439,1.669,20.971,159.992,0.268,102.935,0.0,2.361
19890203,-28.261,-28.907,2.136,-26.694,2.363,23.289,162.717,0.303,102.805,0.0,1.393
19890204,-28.895,-29.518,1.803,-27.382,2.222,24.432,158.364,0.272,102.698,0.0,1.214
19890205,-25.649,-26.092,2.033,-24.571,1.834,24.387,182.046,0.32,101.913,0.0,1.094
19890206,-22.511,-22.836,2.753,-21.796,2.01,23.098,181.57,0.439,101.078,0.0,1.407
19890207,-18.322,-18.676,2.673,-17.543,0.918,10.964,243.313,0.462,100.612,0.0,2.149
19890208,-7.223,-8.174,2.926,-5.322,1.343,4.911,294.797,0.636,99.919,2.262,2.756
19890209,-4.951,-5.3,0.747,-4.253,1.29,15.976,264.032,1.106,100.385,0.248,3.056
19890210,-9.491,-8.901,3.172,-10.671,2.459,17.29,243.357,0.787,99.872,1.268,2.41
19890211,-2.317,-2.594,0.902,-1.765,0.207,10.238,296.574,0.974,100.079,4.628,4.018
19890212,-1.651,-1.98,0.615,-0.993,0.419,3.14,296.538,0.959,100.692,4.765,3.921
19890213,-7.965,-8.581,2.768,-6.735,1.524,37.134,215.102,0.559,100.27,0.011,1.337
19890214,-14.181,-14.934,3.283,-12.807,4.024,33.971,203.373,0.676,100.086,0.0,0.831
19890215,-17.186,-17.776,2.82,-16.109,2.772,26.959,229.245,0.418,100.95,0.0,0.846
19890216,-13.629,-14.762,1.083,-11.562,2.236,42.049,216.006,0.53,101.19,0.0,1.621
19890217,-14.941,-16.157,1.26,-12.916,3.02,45.851,199.615,0.522,100.669,0.0,1.222
19890218,-17.391,-18.455,1.441,-15.616,3.369,48.889,184.28,0.483,99.643,0.0,1.102
19890219,-17.044,-18.703,1.292,-14.278,3.243,50.627,196.06,0.559,98.744,0.0,1.749
19890220,-18.479,-19.909,1.089,-16.095,2.406,52.952,183.724,0.528,98.787,0.0,1.304
19890221,-12.0,-13.945,5.578,-8.758,2.217,17.448,254.619,0.62,98.343,0.175,2.072
19890222,-9.9,-11.022,2.824,-8.031,1.33,9.059,262.543,0.404,98.814,1.378,3.254
19890223,-19.664,-20.086,1.912,-19.021,2.854,48.359,193.867,0.313,100.27,0.009,1.331
19890224,-15.225,-15.274,6.484,-15.15,3.175,11.384,261.114,0.553,100.044,1.647,2.102
19890225,-1.535,-3.222,2.628,0.827,1.472,21.145,300.758,1.637,99.695,4.217,5.786
19890226,-10.442,-10.365,2.173,-10.55,0.274,37.776,241.891,0.627,101.583,1.136,4.199
19890227,-17.056,-17.854,2.373,-15.939,2.307,67.693,186.641,0.434,102.672,0.065,1.136
19890228,-11.576,-14.115,5.624,-8.021,2.717,21.791,250.318,1.808,101.626,0.0,3.168
19890301,-8.931,-8.768,1.847,-9.158,1.33,23.47,260.259,0.88,100.623,2.199,3.935
19890302,-12.361,-11.566,5.176,-13.473,1.516,43.214,242.734,0.486,99.132,2.803,3.956
19890303,-20.843,-20.769,3.032,-20.947,0.813,78.511,169.075,0.532,100.224,0.059,6.22
19890304,-25.814,-26.577,0.863,-24.833,1.794,85.883,144.882,0.372,100.402,0.0,3.812
19890305,-27.979,-28.989,1.515,-26.786,3.153,86.481,154.62,0.318,99.402,0.0,1.67
19890306,-26.572,-28.349,1.975,-24.471,3.687,87.884,158.078,0.382,99.09,0.0,0.992
19890307,-25.949,-27.946,2.397,-23.59,3.834,84.376,165.145,0.359,98.98,0.097,0.804
19890308,-26.135,-27.265,1.592,-24.8,2.921,99.076,146.285,0.344,99.829,0.0,2.15
19890309,-25.61,-27.477,3.365,-23.404,5.103,101.93,156.186,0.44,100.639,0.0,1.671
19890310,-19.027,-21.354,5.175,-16.276,5.134,94.616,199.854,0.688,100.494,0.0,1.794
19890311,-12.964,-15.383,3.277,-10.105,4.539,101.21,213.616,1.092,100.356,0.0,1.94
19890312,-10.508,-12.923,3.068,-7.654,5.002,105.552,217.789,1.302,100.184,0.0,1.855
19890313,-8.87,-11.893,2.854,-5.848,5.538,108.827,219.684,1.419,100.274,0.0,1.106
19890314,-8.878,-11.95,3.6,-5.805,6.136,112.265,218.759,1.467,100.366,0.0,0.843
19890315,-9.6,-11.95,2.29,-7.25,5.085,115.688,210.911,1.289,100.173,0.0,0.953
19890316,-10.867,-12.383,1.811,-9.351,2.903,116.113,212.726,0.816,99.73,0.0,2.68
19890317,-13.28,-13.88,1.696,-12.68,0.704,81.554,229.894,0.743,99.581,0.0,4.881
19890318,-16.571,-16.943,1.969,-16.199,2.187,78.184,222.289,0.691,99.575,0.441,4.697
19890319,-15.463,-15.899,1.488,-15.028,2.37,76.241,223.012,0.599,99.983,0.298,3.582
19890320,-14.44,-15.486,1.823,-13.393,2.939,83.999,221.394,0.618,99.592,0.113,3.061
19890321,-13.76,-14.579,1.714,-13.006,2.093,48.928,249.121,0.53,98.255,1.465,2.821
19890322,-12.588,-13.543,0.866,-11.711,2.007,92.788,239.367,0.662,98.595,0.338,2.775
19890323,-10.599,-12.262,2.722,-9.192,3.12,78.484,243.918,0.871,98.494,0.326,2.824
19890324,-9.626,-11.174,0.955,-8.316,2.276,109.111,228.052,1.23,98.624,0.0,3.664
19890325,-10.809,-13.405,2.235,-8.613,3.791,152.202,187.784,1.463,98.478,0.0,3.93
19890326,-13.885,-15.156,1.693,-12.809,3.276,159.758,167.186,1.169,98.444,0.0,4.792
19890327,-15.191,-16.825,2.146,-13.809,3.578,163.191,162.229,1.139,98.129,0.0,3.988
19890328,-17.108,-18.616,1.552,-15.832,3.032,165.367,163.538,0.764,97.915,0.0,2.281
19890329,-14.883,-17.547,4.879,-12.812,5.271,166.059,173.239,1.193,98.408,0.0,1.16
19890330,-13.599,-16.408,4.252,-11.414,7.221,172.108,177.79,1.369,98.585,0.0,1.214
19890331,-10.014,-13.953,4.792,-6.951,6.531,173.982,194.819,1.687,98.065,0.0,1.186
19890401,-7.624,-11.039,3.752,-4.968,5.72,174.0,207.653,1.819,97.873,0.0,1.831
19890402,-6.049,-9.547,2.688,-3.55,4.614,178.469,210.007,1.866,97.925,0.0,1.803
19890403,-7.648,-10.842,1.358,-5.366,3.294,155.359,221.97,1.439,98.685,0.0,1.768
19890404,-8.673,-11.12,2.509,-6.926,3.166,90.299,248.531,0.965,99.121,0.299,2.072
19890405,-5.046,-7.536,1.906,-3.267,2.706,123.573,256.226,1.509,99.8,0.884,1.833
19890406,-4.576,-7.583,2.346,-2.607,4.711,189.257,214.477,2.137,100.454,0.001,1.576
19890407,-2.074,-5.892,4.239,0.427,6.215,173.577,230.713,3.2,100.32,0.0,2.286
19890408,-0.225,-3.613,1.557,1.994,4.613,169.654,236.026,3.171,100.444,0.0,2.143
19890409,-0.323,-4.143,2.018,2.18,5.622,199.014,227.867,3.452,99.946,0.0,1.43
19890410,-0.457,-4.23,3.969,2.015,4.838,130.307,267.552,2.786,98.737,0.0,1.172
19890411,1.081,-2.722,1.114,3.362,3.339,156.542,274.147,2.851,98.962,0.0,1.254
19890412,1.278,-2.917,0.939,3.796,3.665,184.283,252.13,3.07,99.621,0.0,2.51
19890413,0.93,-4.699,2.336,4.307,5.044,213.334,234.26,3.569,99.273,0.0,1.858
19890414,1.316,-2.854,4.09,3.604,4.54,197.42,252.775,3.022,98.915,0.0,1.249
19890415,3.142,-0.901,1.86,5.36,4.436,208.304,262.17,3.644,99.245,0.0,1.704
19890416,2.279,-0.395,0.653,3.745,1.798,100.463,301.154,2.511,99.221,0.242,2.21
19890417,1.343,-2.378,2.113,3.384,4.446,214.0,251.085,3.037,99.167,0.093,1.488
19890418,1.723,-1.491,1.735,3.485,3.329,175.797,273.41,3.104,99.001,0.0,2.147
19890419,-0.739,-2.475,1.018,0.212,2.687,173.783,268.783,2.123,98.755,0.0,3.581
19890420,0.705,-2.071,2.0,2.228,3.045,162.648,286.031,2.515,98.358,0.0,3.008
19890421,-0.988,-2.266,0.554,-0.349,1.775,105.728,299.593,1.794,98.498,0.413,1.746
19890422,0.29,-2.567,1.884,1.718,3.745,225.012,253.004,2.791,98.711,0.073,0.997
19890423,3.439,0.486,2.044,4.782,2.442,111.504,311.526,3.27,98.378,0.337,2.61
19890424,4.566,2.275,0.655,5.608,2.417,139.566,310.103,3.052,98.402,0.498,2.481
19890425,4.541,2.621,0.491,5.414,1.805,109.905,316.386,2.284,98.327,0.296,1.764
19890426,5.644,2.372,0.753,7.131,3.04,179.172,305.598,2.596,98.974,0.002,1.704
19890427,4.899,2.734,1.882,5.883,3.077,141.379,310.156,2.183,99.501,0.201,1.008
19890428,7.517,3.55,1.784,9.321,3.823,143.873,305.387,4.846,99.702,0.265,3.188
19890429,6.878,4.13,0.964,8.126,2.838,245.501,268.212,4.577,100.662,0.006,2.3
19890430,7.021,3.75,1.861,8.368,3.608,241.066,274.367,4.579,100.807,0.0,1.367
19890501,8.508,5.656,1.929,9.567,3.239,232.608,299.098,5.269,100.151,0.0,1.199
19890502,4.997,5.087,1.145,4.964,0.782,73.884,332.1,1.576,99.573,2.903,3.181
19890503,6.308,3.641,1.975,7.298,3.057,122.399,320.777,2.788,99.201,0.0,1.274
19890504,5.098,3.779,1.666,5.588,1.176,91.545,315.947,1.432,98.631,3.751,2.657
19890505,3.111,1.322,2.12,3.776,2.743,197.052,274.82,3.287,98.69,0.444,1.976
19890506,5.317,2.774,1.238,6.262,2.959,206.431,287.005,4.383,98.553,0.343,1.191
19890507,5.99,2.652,2.249,7.23,2.984,152.308,308.929,3.623,98.883,0.313,1.021
19890508,3.934,3.251,0.684,4.188,0.735,53.505,328.045,0.981,99.165,6.256,2.137
19890509,1.874,1.282,1.32,2.072,1.164,130.276,306.761,1.842,99.553,0.414,2.874
19890510,-0.152,-1.769,1.036,0.328,2.355,219.024,272.612,2.899,98.936,0.0,2.916
19890511,-2.08,-2.401,0.536,-1.985,1.2,155.502,278.067,2.313,98.564,0.046,3.011
19890512,1.12,-1.46,3.14,1.887,3.313,253.695,265.358,3.829,98.67,0.358,0.886
19890513,4.039,1.075,0.594,4.92,2.439,182.573,296.112,2.904,98.42,1.844,1.612
19890514,5.229,0.824,3.535,6.538,3.667,192.266,292.469,3.353,98.079,0.507,2.004
19890515,4.485,2.713,0.714,5.012,1.749,103.991,321.98,1.707,97.955,1.665,1.978
19890516,3.661,2.192,0.376,4.097,1.611,173.552,297.456,2.707,99.121,1.248,2.542
19890517,6.298,2.567,2.792,7.407,3.927,246.478,276.284,5.228,98.694,0.195,1.599
19890518,7.328,4.083,1.83,8.077,3.191,228.632,294.045,3.781,98.336,2.218,1.06
19890519,7.049,5.404,0.765,7.429,1.974,141.682,322.095,3.349,99.749,0.969,1.811
19890520,8.81,5.47,1.649,9.581,3.451,249.629,293.828,5.622,100.48,0.0,0.993
19890521,7.974,4.646,0.919,8.742,2.981,140.207,316.325,4.264,99.265,0.0,2.673
19890522,4.029,3.081,0.686,4.248,1.784,161.451,312.466,3.081,99.1,1.192,1.899
19890523,2.857,2.49,0.427,2.942,0.712,61.013,316.538,1.768,98.39,1.424,1.526
19890524,6.365,3.211,2.583,7.093,3.251,200.339,313.206,2.9,98.821,0.136,0.733
19890525,9.155,5.642,2.103,9.965,3.173,226.83,307.62,4.373,99.366,0.557,0.767
19890526,11.27,6.688,2.067,12.328,3.804,274.899,293.903,6.466,99.45,0.349,1.808
19890527,11.717,6.623,1.357,12.736,4.02,259.216,299.631,7.515,99.093,0.382,2.873
19890528,11.851,8.041,1.94,12.502,3.384,198.293,325.784,5.734,99.013,0.39,1.814
19890529,13.519,10.154,0.775,14.093,2.909,252.398,324.517,5.738,98.891,0.665,1.668
19890530,12.877,9.205,0.713,13.504,2.885,179.717,330.395,5.429,98.581,0.0,2.411
19890531,12.355,8.642,0.541,12.989,3.031,261.794,307.485,5.688,98.802,1.187,2.359
19890601,10.001,7.699,0.423,10.394,1.947,288.45,282.742,5.904,99.751,0.888,3.62
19890602,11.082,7.279,2.046,11.732,3.713,264.493,302.53,6.526,99.98,0.274,2.699
19890603,13.592,9.883,1.182,14.225,3.195,269.623,317.1,6.906,99.185,0.197,2.512
19890604,11.389,9.976,0.335,11.631,1.171,175.076,330.654,2.182,99.031,4.99,2.653
19890605,10.53,8.959,0.314,10.755,1.778,171.096,332.061,3.599,99.575,0.623,3.372
19890606,9.958,8.342,0.446,10.189,1.856,178.808,332.449,4.352,99.855,0.495,2.648
19890607,11.216,7.488,1.781,11.748,2.949,242.181,307.07,6.068,99.573,0.0,1.401
19890608,12.226,9.466,1.037,12.547,3.16,244.143,314.168,5.559,99.041,0.527,1.282
19890609,12.663,8.853,0.679,13.106,3.43,228.861,317.888,5.622,98.511,1.281,2.353
19890610,12.722,9.343,0.934,13.115,2.783,265.096,315.765,7.449,98.574,0.0,3.013
19890611,12.372,10.304,0.586,12.612,2.357,230.537,323.374,6.265,98.789,0.608,3.307
19890612,13.619,10.619,0.956,13.968,2.793,243.188,320.153,7.718,98.743,0.0,1.289
19890613,15.863,11.879,1.908,16.326,3.491,269.806,322.772,8.941,98.586,0.138,3.056
19890614,13.775,13.198,1.868,13.842,1.796,197.903,341.835,6.458,97.952,0.0,5.271
19890615,12.037,9.105,1.013,12.378,3.509,238.472,323.104,6.393,97.978,2.33,2.788
19890616,12.964,9.846,0.849,13.327,2.615,236.897,315.157,6.833,98.851,0.158,2.289
19890617,12.986,10.351,0.56,13.292,2.14,245.527,320.886,6.103,98.938,1.287,3.351
19890618,10.896,10.347,0.241,10.96,1.799,166.121,336.41,2.685,98.603,5.324,1.87
19890619,15.026,9.82,2.377,15.631,4.385,308.041,307.11,8.92,98.7,0.0,2.357
19890620,18.16,13.168,1.405,18.741,3.97,285.508,333.762,11.065,98.806,0.103,1.18
19890621,16.446,14.226,0.453,16.704,1.945,252.137,336.365,5.844,99.2,3.071,1.894
19890622,16.4,13.304,0.72,16.76,2.203,274.237,325.391,9.225,99.571,0.047,2.894
19890623,15.445,13.981,0.486,15.616,2.123,269.332,327.825,9.02,99.945,0.483,2.603
19890624,11.383,13.272,1.715,11.163,0.769,29.88,363.201,1.996,98.892,21.166,1.974
19890625,10.54,10.058,0.092,10.596,0.576,22.993,364.681,1.181,99.627,14.916,3.709
19890626,13.876,10.573,1.57,14.26,3.081,188.035,350.521,5.096,99.366,0.469,1.422
19890627,15.018,12.355,0.362,15.328,2.003,166.66,347.174,3.411,99.116,5.963,1.541
19890628,14.617,12.315,1.006,14.884,2.038,246.74,332.058,2.888,99.219,3.938,1.207
19890629,17.714,14.084,2.278,18.136,3.491,275.338,334.232,7.243,98.744,0.0,0.777
19890630,18.971,16.838,0.83,19.219,2.45,254.905,344.012,7.822,98.752,1.158,1.491
19890701,15.523,14.082,0.986,15.69,1.246,252.935,329.954,4.536,99.108,5.715,2.132
19890702,15.18,11.557,1.369,15.601,3.859,327.949,298.142,8.667,99.473,0.0,0.922
19890703,18.54,13.308,2.145,19.148,4.563,326.343,314.814,11.587,99.199,0.0,1.423
19890704,20.258,15.832,0.859,20.89,3.377,264.656,343.142,12.163,99.267,0.0,2.811
19890705,20.164,16.66,0.854,20.665,2.809,270.698,349.285,9.866,99.656,1.0,2.795
19890706,20.919,17.247,0.445,21.444,2.951,299.506,342.387,13.063,99.895,0.0,2.127
19890707,20.655,16.598,1.319,21.234,3.254,243.045,355.751,11.724,99.973,0.0,1.346
19890708,21.53,17.554,1.012,22.098,3.372,261.581,356.577,11.719,99.936,0.0,1.066
19890709,18.168,16.992,1.005,18.336,1.294,212.964,355.387,4.019,99.994,5.806,1.577
19890710,18.184,14.509,1.092,18.709,2.924,242.882,354.615,7.204,99.967,0.005,1.358
19890711,18.383,15.647,0.93,18.774,2.829,242.157,353.401,9.14,99.733,0.0,1.05
19890712,20.026,16.64,0.593,20.605,2.953,208.886,371.472,10.351,99.194,0.0,1.655
19890713,18.356,16.235,0.492,18.719,1.947,220.055,352.284,6.505,98.841,2.134,1.903
19890714,19.354,15.924,0.945,19.939,2.734,252.936,342.268,10.172,98.299,0.0,2.376
19890715,16.5,15.058,0.826,16.788,1.327,194.956,345.793,6.49,98.324,1.577,1.962
19890716,13.443,12.144,1.883,13.703,1.815,181.335,343.599,3.906,99.085,3.041,3.196
19890717,10.319,8.688,0.916,10.645,2.33,166.648,329.524,4.034,99.951,0.947,2.44
19890718,15.857,10.632,4.791,16.902,5.155,305.822,314.836,9.256,99.701,0.0,2.031
19890719,15.023,15.97,1.637,14.833,0.359,76.623,372.427,3.01,98.981,3.738,1.177
19890720,13.049,12.387,0.971,13.181,0.647,79.74,357.794,1.421,98.63,8.32,1.16
19890721,12.949,10.185,0.627,13.502,1.807,156.551,343.209,2.393,98.843,4.493,1.242
19890722,13.001,9.952,0.844,13.61,2.226,198.723,330.878,2.868,99.188,5.941,1.184
19890723,12.574,10.273,0.813,13.105,1.908,146.141,342.025,2.56,99.266,3.856,1.417
19890724,11.712,10.564,0.293,11.977,1.362,124.717,345.653,2.211,99.26,1.557,1.821
19890725,14.06,10.201,2.689,15.076,3.409,239.234,319.478,6.494,99.348,0.0,1.997
19890726,12.172,11.906,1.388,12.242,1.069,67.152,352.968,3.597,99.368,3.483,2.929
19890727,11.784,9.687,0.588,12.336,2.19,177.883,332.788,3.346,99.712,1.975,1.465
19890728,15.63,10.091,4.14,17.087,5.282,288.723,310.378,8.0,99.428,0.0,1.646
19890729,18.174,14.536,2.394,19.132,3.783,229.945,348.061,9.313,98.452,0.0,2.721
19890730,15.215,15.474,1.446,15.146,0.7,46.77,373.161,3.915,98.253,2.008,1.961
19890731,15.521,13.037,1.381,16.174,2.091,187.71,348.24,3.434,98.685,2.469,1.451
19890801,14.031,13.301,0.747,14.248,0.785,65.281,368.254,2.431,98.296,1.85,1.448
19890802,13.374,11.85,0.503,13.827,1.859,147.125,351.262,3.477,98.106,1.832,1.644
19890803,13.211,11.033,1.034,13.937,1.808,169.618,337.785,2.457,98.609,3.42,1.743
19890804,13.561,11.057,1.669,14.396,2.237,155.035,343.401,3.98,99.439,1.094,2.285
19890805,14.466,13.048,1.065,14.939,1.895,78.929,374.534,1.914,99.786,4.389,1.823
19890806,17.629,13.883,1.995,18.877,3.681,222.417,350.352,6.084,99.474,0.01,0.982
19890807,16.651,14.014,0.541,17.53,2.413,212.637,345.91,4.246,98.872,4.432,1.814
19890808,16.209,13.535,1.076,17.1,2.881,248.809,325.296,7.36,98.966,0.461,2.279
19890809,14.984,12.971,1.012,15.732,2.064,134.501,347.782,6.859,98.981,0.0,2.376
19890810,14.524,12.588,0.575,15.243,1.545,120.204,342.598,3.973,99.39,0.602,1.888
19890811,16.031,13.427,3.066,16.999,3.201,106.985,357.072,5.752,99.354,0.0,2.193
19890812,18.274,14.794,0.664,19.707,3.255,210.68,347.26,7.476,99.493,0.194,2.315
19890813,13.156,12.535,0.713,13.411,1.039,98.562,351.048,4.537,99.581,0.077,1.59
19890814,11.863,10.567,0.864,12.396,2.002,171.655,328.893,5.447,99.991,0.07,2.468
19890815,13.123,9.695,1.813,14.534,3.678,211.694,306.977,6.458,99.796,0.0,0.759
19890816,14.354,10.457,2.458,15.959,3.929,169.821,330.453,6.718,99.167,0.0,0.911
19890817,15.399,12.47,1.721,16.605,3.113,148.258,348.852,6.318,98.843,0.0,1.025
19890818,16.026,13.205,1.445,17.309,2.941,110.557,358.255,5.333,98.46,0.339,1.563
19890819,13.815,12.343,0.754,14.484,1.642,146.88,341.43,1.812,98.389,7.62,1.949
19890820,10.127,9.959,0.524,10.204,1.812,124.823,336.715,3.356,98.618,0.632,2.919
19890821,10.584,8.585,0.984,11.583,2.384,159.113,310.046,4.223,99.1,0.608,1.326
19890822,12.78,8.996,3.285,14.672,4.774,217.553,299.068,6.158,98.48,0.0,2.113
19890823,14.435,11.848,1.744,15.728,2.483,163.529,329.378,6.401,98.591,0.0,2.335
19890824,14.738,12.513,0.617,15.85,2.251,174.935,323.756,7.39,99.3,0.057,2.143
19890825,16.401,13.878,2.609,17.663,2.529,106.122,354.703,8.043,99.231,0.0,3.007
19890826,15.906,15.068,1.063,16.365,0.711,77.889,368.367,5.813,99.296,0.345,1.61
19890827,14.36,12.932,0.858,15.143,2.088,84.286,356.766,3.075,99.196,1.132,1.364
19890828,14.053,12.153,0.589,15.095,1.468,81.251,348.359,4.689,98.715,0.0,2.015
19890829,12.621,10.268,0.692,13.912,1.895,122.004,332.465,2.925,98.561,1.908,1.31
19890830,10.735,8.552,0.753,11.932,1.971,158.667,302.074,3.537,98.588,0.36,1.723
19890831,9.437,6.621,1.236,11.126,2.377,150.94,293.403,2.843,98.602,1.838,1.259
19890901,10.363,7.849,4.019,11.871,3.67,118.072,313.071,5.242,98.137,0.0,2.801
19890902,12.092,10.579,1.448,12.999,1.609,125.316,324.634,4.888,97.548,1.744,2.706
19890903,8.806,7.103,0.544,9.921,1.215,113.871,311.414,1.07,98.352,3.255,1.732
19890904,9.533,7.643,2.974,10.772,3.271,116.946,326.976,2.938,98.782,0.079,1.396
19890905,10.296,10.023,0.577,10.475,1.423,43.499,344.792,2.408,98.797,3.754,2.751
19890906,10.843,9.757,0.868,11.554,1.812,115.392,320.001,3.321,100.196,1.194,3.199
19890907,11.864,9.024,2.64,13.725,3.721,116.393,332.187,3.54,100.508,0.42,1.411
19890908,13.802,11.462,2.723,15.335,3.286,128.983,331.715,3.422,100.101,0.0,1.631
19890909,16.036,14.396,4.033,17.111,3.857,81.155,349.201,6.634,99.035,0.0,2.869
19890910,13.94,12.742,2.354,14.795,1.463,127.934,316.707,4.72,98.623,2.105,2.389
19890911,9.943,9.024,0.547,10.658,0.472,76.417,327.122,0.943,99.199,6.93,1.838
19890912,8.283,7.167,0.902,9.151,0.785,92.034,314.762,1.088,99.332,3.541,1.859
19890913,7.137,6.035,0.455,7.994,0.646,79.757,316.558,0.629,99.306,3.873,3.023
19890914,4.72,4.088,1.916,5.211,0.398,49.898,310.052,0.7,99.336,5.287,2.725
19890915,1.859,-0.408,1.245,3.622,2.429,119.272,255.429,2.147,100.009,0.135,1.456
19890916,2.204,-0.475,2.312,4.288,3.187,144.037,245.962,2.473,99.536,0.0,0.778
19890917,3.361,1.691,1.668,4.659,2.706,101.183,271.858,3.293,98.337,0.0,2.869
19890918,2.257,0.759,1.151,3.423,2.375,125.714,252.477,3.104,98.638,0.0,2.838
19890919,1.99,0.595,1.909,3.17,2.738,137.762,242.75,3.727,98.467,0.0,4.546
19890920,0.106,0.105,0.572,0.108,0.891,47.131,290.173,3.131,98.628,1.409,4.435
19890921,2.547,1.122,1.904,3.858,2.047,42.716,302.141,2.256,98.16,0.256,3.266
19890922,3.941,2.198,1.522,5.545,2.952,89.371,287.821,1.409,97.96,0.331,1.663
19890923,5.842,4.426,3.633,7.145,3.603,105.003,295.055,2.249,97.973,1.173,2.374
19890924,9.705,8.08,1.429,11.201,2.763,77.337,319.86,2.781,97.094,1.31,2.931
19890925,7.72,6.417,0.942,8.919,1.595,82.769,301.526,1.563,97.681,2.624,2.099
19890926,4.398,3.75,1.36,4.995,0.118,18.545,318.934,0.48,98.598,4.339,1.919
19890927,2.65,0.916,2.472,4.384,2.775,88.962,277.346,1.252,99.16,0.0,1.184
19890928,3.404,1.344,1.791,5.465,3.302,96.88,269.364,1.511,99.156,0.0,1.11
19890929,2.075,0.881,1.979,3.269,2.214,48.074,294.03,0.998,99.022,0.568,1.311
19890930,5.648,4.705,2.506,6.674,2.712,78.576,305.64,2.075,98.713,0.158,1.941
19891001,7.772,6.922,0.44,8.695,1.131,62.145,309.384,3.567,97.999,0.804,3.432
19891002,4.583,4.04,1.762,5.172,0.601,46.035,306.574,1.199,98.669,3.098,2.712
19891003,2.066,0.556,2.097,3.706,2.92,79.727,265.211,1.242,98.693,0.005,2.069
19891004,4.204,2.903,1.965,5.617,2.175,50.031,281.431,3.277,97.896,0.0,3.096
19891005,4.3,3.516,1.208,5.227,2.347,58.715,269.56,2.793,98.134,0.315,2.707
19891006,3.434,3.066,0.697,3.869,1.13,23.538,297.846,2.119,96.722,0.0,2.721
19891007,4.13,2.973,1.003,5.497,1.341,60.242,293.217,2.0,96.378,0.583,2.674
19891008,1.127,0.635,1.657,1.708,0.42,35.781,293.982,1.28,98.144,0.625,1.946
19891009,-1.158,-1.71,0.538,-0.506,0.641,32.569,291.603,1.305,98.017,0.13,1.433
