TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20100101,-25.616,0.0,3.89721,1.198,0.0,189.922,0.0,0.222,0.0,99.673,0.0,0.05,0.0,1.663,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,4.23963,0.0,1.17009,-9999,-9999,-9999,1.33102,0.0,0.260043,-9999,-9999,-9999,0.284433,0.0,-9999,0.256139,0.284433,0.363951,0.0,0.0,0.0,0.0290031,0.0290031,0.0316702,0.0345546,-0.250388,-0.326461,-0.249879,-0.225421,0.0589308,0.0580099,0.0589308,0.0590344,0.0,0.0,0.0,0.0,-9999,0.0
20100102,-34.138,0.0,4.15448,3.028,0.0,148.004,0.0,0.195,0.0,99.849,0.0,0.0,0.0,1.36,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,3.41106,0.0,0.978662,-9999,-9999,-9999,0.563443,0.0,0.126013,-9999,-9999,-9999,0.244395,0.0,-9999,0.173632,0.244395,0.292911,0.0,0.0,0.0,0.000720181,0.000825726,0.00117127,0.00131153,-0.243118,-0.291848,-0.243099,-0.172426,0.0104972,0.0103331,0.0104972,0.0105157,0.0,0.0,0.0,0.0,-9999,0.0
20100103,-31.331,0.0,4.44261,3.09,0.0,173.404,0.0,0.22,0.0,99.974,0.0,0.0,0.0,1.971,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,3.82798,0.0,1.14008,-9999,-9999,-9999,4.72698,0.0,1.19084,-9999,-9999,-9999,0.174477,0.0,-9999,0.174477,0.213589,0.239925,0.0,0.0,0.0,0.00574726,0.00602274,0.00701236,0.00784325,-0.166761,-0.232711,-0.205746,-0.180246,0.0243056,0.0239258,0.0243056,0.0243485,0.0,0.0,0.0,0.0,-9999,0.0
20100104,-19.824,0.0,4.76288,0.762,0.0,254.13,0.0,0.348,0.0,99.814,0.0,0.159,0.0,1.792,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,4.23963,0.0,1.30897,-9999,-9999,-9999,1.33102,0.0,0.349847,-9999,-9999,-9999,0.284433,0.0,-9999,0.256139,0.284433,0.363951,0.0,0.0,0.0,0.094148,0.086254,0.094148,0.0975175,-0.188353,-0.252203,-0.186916,-0.169885,0.100482,0.0989114,0.100482,0.100658,0.0,0.0,0.0,0.0,-9999,0.0
20100105,-18.831,0.0,5.11704,2.366,0.0,228.453,0.0,0.257,0.0,99.491,0.0,0.0,0.0,1.668,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,3.41106,0.0,0.934957,-9999,-9999,-9999,0.563443,0.0,0.128573,-9999,-9999,-9999,0.244395,0.0,-9999,0.173632,0.244395,0.292911,0.0,0.0,0.0,0.105397,0.0959513,0.105397,0.108508,-0.137486,-0.189487,-0.135887,-0.0758777,0.107747,0.106064,0.107747,0.107937,0.0,0.0,0.0,0.0,-9999,0.0
20100106,-14.99,0.0,5.50618,1.011,0.0,263.093,0.0,0.509,0.0,98.679,0.0,0.0,0.0,1.646,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,3.82798,0.0,1.10454,-9999,-9999,-9999,4.72698,0.0,0.914869,-9999,-9999,-9999,0.174477,0.0,-9999,0.174477,0.213589,0.239925,0.0,0.0,0.0,0.17211,0.147981,0.165897,0.169013,-0.00926483,-0.0873496,-0.0476914,-0.0179168,0.135355,0.13324,0.135355,0.135593,0.0,0.0,0.0,0.0,-9999,0.0
20100107,-14.62,0.0,5.93215,1.772,0.0,250.674,0.0,0.351,0.0,98.549,0.0,0.0,0.0,1.574,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,4.23963,0.0,1.42595,-9999,-9999,-9999,1.33102,0.0,0.322959,-9999,-9999,-9999,0.284433,0.0,-9999,0.256139,0.284433,0.363951,0.0,0.0,0.0,0.179333,0.153452,0.17203,0.175127,-0.113086,-0.164519,-0.110523,-0.101836,0.137964,0.135808,0.137964,0.138207,0.0,0.0,0.0,0.0,-9999,0.0
20100108,-18.67,0.0,6.39613,2.042,0.0,222.53,0.0,0.314,0.0,98.838,0.0,0.0,0.0,3.669,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,3.41106,0.0,1.42849,-9999,-9999,-9999,0.563443,0.0,0.170531,-9999,-9999,-9999,0.244395,0.0,-9999,0.173632,0.244395,0.292911,0.0,0.0,0.0,0.108384,0.09827,0.108384,0.111146,-0.134888,-0.186862,-0.13325,-0.0735591,0.108916,0.107214,0.108916,0.109107,0.0,0.0,0.0,0.0,-9999,0.0
20100109,-24.993,0.0,6.89973,2.627,0.0,183.391,0.0,0.293,0.0,99.1,0.0,0.0,0.0,4.197,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,3.82798,0.0,1.83284,-9999,-9999,-9999,4.72698,0.0,1.71595,-9999,-9999,-9999,0.174477,0.0,-9999,0.174477,0.213589,0.239925,0.0,0.0,0.0,0.0331708,0.0331708,0.0358501,0.0389695,-0.136081,-0.204225,-0.167404,-0.150368,0.0631173,0.0621309,0.0631173,0.0632284,0.0,0.0,0.0,0.0,-9999,0.0
20100110,-30.298,0.0,7.44452,5.144,0.0,134.75,0.0,0.276,0.0,99.395,0.0,0.0,0.0,4.966,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,4.23963,0.0,2.42717,-9999,-9999,-9999,1.33102,0.0,0.563503,-9999,-9999,-9999,0.284433,0.0,-9999,0.256139,0.284433,0.363951,0.0,0.0,0.0,0.00538715,0.00591598,0.00709131,0.00793377,-0.276648,-0.359633,-0.276532,-0.249062,0.02826,0.0278184,0.02826,0.0283098,0.0,0.0,0.0,0.0,-9999,0.0
20100111,-31.592,0.0,8.03204,5.426,0.0,131.236,0.0,0.265,0.0,98.689,0.0,0.0,0.0,4.458,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,3.41106,0.0,2.27243,-9999,-9999,-9999,0.563443,0.0,0.291334,-9999,-9999,-9999,0.244395,0.0,-9999,0.173632,0.244395,0.292911,0.0,0.0,0.0,0.00304151,0.00338361,0.00426375,0.00477137,-0.239724,-0.288868,-0.239654,-0.169244,0.0214337,0.0210988,0.0214337,0.0214714,0.0,0.0,0.0,0.0,-9999,0.0
20100112,-33.8,0.0,8.66376,5.645,0.0,135.255,0.0,0.247,0.0,98.168,0.0,0.0,0.0,3.911,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,3.82798,0.0,2.86633,-9999,-9999,-9999,4.72698,0.0,2.83385,-9999,-9999,-9999,0.174477,0.0,-9999,0.174477,0.213589,0.239925,0.0,0.0,0.0,0.00076303,0.000878909,0.00126525,0.00141684,-0.173097,-0.238621,-0.212172,-0.186653,0.011474,0.0112946,0.011474,0.0114942,0.0,0.0,0.0,0.0,-9999,0.0
20100113,-31.239,0.0,9.34112,3.234,0.0,180.497,0.0,0.233,0.0,97.781,0.0,0.0,0.0,1.863,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,4.23963,0.0,3.52471,-9999,-9999,-9999,1.33102,0.0,0.907877,-9999,-9999,-9999,0.284433,0.0,-9999,0.256139,0.284433,0.363951,0.0,0.0,0.0,0.00372314,0.00411674,0.00507142,0.0056746,-0.278872,-0.362629,-0.278789,-0.251077,0.0233019,0.0229378,0.0233019,0.0233428,0.0,0.0,0.0,0.0,-9999,0.0
20100114,-27.512,0.0,10.0655,2.354,0.0,217.08,0.0,0.226,0.0,97.566,0.0,0.456,0.0,1.369,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,3.41106,0.0,3.11758,-9999,-9999,-9999,0.563443,0.0,0.430856,-9999,-9999,-9999,0.244395,0.0,-9999,0.173632,0.244395,0.292911,0.0,0.0,0.0,0.0161023,0.0161736,0.018552,0.0206419,-0.224058,-0.274359,-0.223753,-0.154663,0.0457266,0.045012,0.0457266,0.0458071,0.0,0.0,0.0,0.0,-9999,0.0
20100115,-28.656,0.0,10.8382,3.126,0.0,201.171,0.0,0.237,0.0,97.208,0.0,0.304,0.0,2.917,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,3.82798,0.0,3.81479,-9999,-9999,-9999,4.72698,0.0,4.00436,-9999,-9999,-9999,0.174477,0.0,-9999,0.174477,0.213589,0.239925,0.0,0.0,0.0,0.0105894,0.0110455,0.0128093,0.0143262,-0.160377,-0.226749,-0.197745,-0.173792,0.0381846,0.0375879,0.0381846,0.0382519,0.0,0.0,0.0,0.0,-9999,0.0
20100116,-27.549,0.0,11.6606,2.506,0.0,207.598,0.0,0.32,0.0,96.774,0.0,0.643,0.0,3.975,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,4.23963,0.0,4.57516,-9999,-9999,-9999,1.33102,0.0,1.23747,-9999,-9999,-9999,0.284433,0.0,-9999,0.256139,0.284433,0.363951,0.0,0.0,0.0,0.0161506,0.0161791,0.0185572,0.0206303,-0.264107,-0.34361,-0.263803,-0.237753,0.0455014,0.0447904,0.0455014,0.0455815,0.0,0.0,0.0,0.0,-9999,0.0
20100117,-24.132,0.0,12.5341,4.328,0.0,206.821,0.0,0.352,0.0,95.803,0.0,0.9,0.0,3.152,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,3.41106,0.0,3.88859,-9999,-9999,-9999,0.563443,0.0,0.570377,-9999,-9999,-9999,0.244395,0.0,-9999,0.173632,0.244395,0.292911,0.0,0.0,0.0,0.0385967,0.0385967,0.0414425,0.0449283,-0.200129,-0.251469,-0.199467,-0.132489,0.0690725,0.0679931,0.0690725,0.0691941,0.0,0.0,0.0,0.0,-9999,0.0
20100118,-25.696,0.0,13.4601,4.02,0.0,204.932,0.0,0.265,0.0,96.345,0.0,0.0,0.0,2.105,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,3.82798,0.0,4.46918,-9999,-9999,-9999,4.72698,0.0,4.94347,-9999,-9999,-9999,0.174477,0.0,-9999,0.174477,0.213589,0.239925,0.0,0.0,0.0,0.0265913,0.0265913,0.0294297,0.0322632,-0.142689,-0.210335,-0.175492,-0.155896,0.0580058,0.0570993,0.0580058,0.0581079,0.0,0.0,0.0,0.0,-9999,0.0
20100119,-24.113,0.0,14.4392,6.924,0.0,199.817,0.0,0.244,0.0,96.801,0.0,0.0,0.0,2.352,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,4.23963,0.0,5.0664,-9999,-9999,-9999,1.33102,0.0,1.39197,-9999,-9999,-9999,0.284433,0.0,-9999,0.256139,0.284433,0.363951,0.0,0.0,0.0,0.0393542,0.0393542,0.0421039,0.0455892,-0.239516,-0.312982,-0.238844,-0.215654,0.0692579,0.0681755,0.0692579,0.0693799,0.0,0.0,0.0,0.0,-9999,0.0
20100120,-25.634,0.0,15.4734,7.832,0.0,183.471,0.0,0.21,0.0,97.067,0.0,0.0,0.0,1.703,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,3.41106,0.0,4.28383,-9999,-9999,-9999,0.563443,0.0,0.623535,-9999,-9999,-9999,0.244395,0.0,-9999,0.173632,0.244395,0.292911,0.0,0.0,0.0,0.0272406,0.0272406,0.0300593,0.0329191,-0.211962,-0.262852,-0.211476,-0.143446,0.0584713,0.0575576,0.0584713,0.0585741,0.0,0.0,0.0,0.0,-9999,0.0
20100121,-25.513,0.0,16.5631,3.72,0.0,222.373,0.0,0.248,0.0,98.11,0.0,0.289,0.0,0.623,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,3.82798,0.0,4.84983,-9999,-9999,-9999,4.72698,0.0,5.38633,-9999,-9999,-9999,0.174477,0.0,-9999,0.174477,0.213589,0.239925,0.0,0.0,0.0,0.0295264,0.0295264,0.0321758,0.0350835,-0.13991,-0.207771,-0.172155,-0.153106,0.0595108,0.0585808,0.0595108,0.0596156,0.0,0.0,0.0,0.0,-9999,0.0
20100122,-22.185,0.0,17.7097,5.591,0.0,213.439,0.0,0.259,0.0,99.408,0.0,0.113,0.0,2.299,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,4.23963,0.0,5.42875,-9999,-9999,-9999,1.33102,0.0,1.51584,-9999,-9999,-9999,0.284433,0.0,-9999,0.256139,0.284433,0.363951,0.0,0.0,0.0,0.0584368,0.0574017,0.0605152,0.0647434,-0.220644,-0.290115,-0.21969,-0.198737,0.0832383,0.0819376,0.0832383,0.0833849,0.0,0.0,0.0,0.0,-9999,0.0
20100123,-21.592,0.0,18.9141,10.768,0.0,191.597,0.0,0.304,0.0,99.771,0.0,0.0,0.0,3.363,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,3.41106,0.0,4.42483,-9999,-9999,-9999,0.563443,0.0,0.641243,-9999,-9999,-9999,0.244395,0.0,-9999,0.173632,0.244395,0.292911,0.0,0.0,0.0,0.0661634,0.0638712,0.0676756,0.0720832,-0.173374,-0.225236,-0.172312,-0.107958,0.0876001,0.0862311,0.0876001,0.0877543,0.0,0.0,0.0,0.0,-9999,0.0
20100124,-17.932,0.0,20.1771,11.342,0.0,196.78,0.0,0.276,0.0,99.203,0.0,0.0,0.0,2.801,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,3.82798,0.0,5.04796,-9999,-9999,-9999,4.72698,0.0,5.37386,-9999,-9999,-9999,0.174477,0.0,-9999,0.174477,0.213589,0.239925,0.0,0.0,0.0,0.120302,0.107721,0.120092,0.121889,-0.0543841,-0.128859,-0.0923615,-0.06924,0.114249,0.112464,0.114249,0.11445,0.0,0.0,0.0,0.0,-9999,0.0
20100125,-23.834,0.0,21.4996,11.863,0.0,185.47,0.0,0.208,0.0,98.795,0.0,0.0,0.0,1.582,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,4.23963,0.0,5.71232,-9999,-9999,-9999,1.33102,0.0,1.51097,-9999,-9999,-9999,0.284433,0.0,-9999,0.256139,0.284433,0.363951,0.0,0.0,0.0,0.0437386,0.0437386,0.0460936,0.0496494,-0.235516,-0.308276,-0.234784,-0.212079,0.0713546,0.0702396,0.0713546,0.0714803,0.0,0.0,0.0,0.0,-9999,0.0
20100126,-25.081,0.0,22.8825,9.947,0.0,198.099,0.0,0.234,0.0,98.974,0.0,0.0,0.0,1.75,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,3.41106,0.0,4.73283,-9999,-9999,-9999,0.563443,0.0,0.638508,-9999,-9999,-9999,0.244395,0.0,-9999,0.173632,0.244395,0.292911,0.0,0.0,0.0,0.034518,0.034518,0.0368985,0.0399606,-0.205024,-0.256013,-0.204435,-0.137043,0.0626912,0.0617116,0.0626912,0.0628015,0.0,0.0,0.0,0.0,-9999,0.0
20100127,-19.433,0.0,24.3263,9.751,0.0,221.941,0.0,0.339,0.0,98.959,0.0,0.0,0.0,2.852,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,3.82798,0.0,5.54175,-9999,-9999,-9999,4.72698,0.0,5.3408,-9999,-9999,-9999,0.174477,0.0,-9999,0.174477,0.213589,0.239925,0.0,0.0,0.0,0.0946844,0.0876284,0.0946844,0.099041,-0.076895,-0.149576,-0.112209,-0.0905642,0.103417,0.101801,0.103417,0.103599,0.0,0.0,0.0,0.0,-9999,0.0
20100128,-15.72,0.0,25.832,4.368,0.0,240.665,0.0,0.446,0.0,98.564,0.0,0.0,0.0,4.334,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,4.23963,0.0,6.13768,-9999,-9999,-9999,1.33102,0.0,1.49638,-9999,-9999,-9999,0.284433,0.0,-9999,0.256139,0.284433,0.363951,0.0,0.0,0.0,0.160562,0.13869,0.155481,0.15853,-0.129623,-0.183752,-0.127307,-0.117056,0.129993,0.127962,0.129993,0.130222,0.0,0.0,0.0,0.0,-9999,0.0
20100129,-14.449,0.0,27.3995,12.067,0.0,220.455,0.0,0.351,0.0,99.046,0.0,0.0,0.0,3.35,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,3.41106,0.0,4.93817,-9999,-9999,-9999,0.563443,0.0,0.627113,-9999,-9999,-9999,0.244395,0.0,-9999,0.173632,0.244395,0.292911,0.0,0.0,0.0,0.182875,0.156085,0.174983,0.178063,-0.0700916,-0.121441,-0.0674845,-0.0162896,0.139144,0.136969,0.139144,0.139389,0.0,0.0,0.0,0.0,-9999,0.0
20100130,-16.093,0.0,29.0304,12.857,0.0,230.092,0.0,0.271,0.0,99.099,0.0,0.06,0.0,1.496,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,3.82798,0.0,5.54175,-9999,-9999,-9999,4.72698,0.0,6.84323,-9999,-9999,-9999,0.174477,0.0,-9999,0.174477,0.213589,0.239925,0.0,0.0,0.0,0.151165,0.132006,0.147989,0.151135,-0.0271797,-0.103821,-0.0656003,-0.038123,0.127533,0.12554,0.127533,0.127758,0.0,0.0,0.0,0.0,-9999,0.0
20100131,-19.645,0.0,30.7241,8.951,0.0,238.136,0.0,0.286,0.0,99.196,0.0,0.068,0.0,0.393,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,4.23963,0.0,5.88247,-9999,-9999,-9999,1.33102,0.0,1.50834,-9999,-9999,-9999,0.284433,0.0,-9999,0.256139,0.284433,0.363951,0.0,0.0,0.0,0.093208,0.0861335,0.093208,0.0973549,-0.188513,-0.252101,-0.187078,-0.170005,0.101843,0.100252,0.101843,0.102023,0.0,0.0,0.0,0.0,-9999,0.0
20100201,-17.801,0.0,32.4817,11.609,0.0,234.337,0.0,0.265,0.0,99.378,0.0,0.123,0.0,1.377,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,3.41106,0.0,4.93817,-9999,-9999,-9999,0.563443,0.0,0.636609,-9999,-9999,-9999,0.244395,0.0,-9999,0.173632,0.244395,0.292911,0.0,0.0,0.0,0.121639,0.108939,0.12145,0.123267,-0.122945,-0.174917,-0.121128,-0.0631191,0.11524,0.113439,0.11524,0.115443,0.0,0.0,0.0,0.0,-9999,0.0
20100202,-20.336,0.0,34.3032,12.772,0.0,214.234,0.0,0.229,0.0,99.561,0.0,0.018,0.0,1.822,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,3.82798,0.0,5.54175,-9999,-9999,-9999,4.72698,0.0,5.31425,-9999,-9999,-9999,0.174477,0.0,-9999,0.174477,0.213589,0.239925,0.0,0.0,0.0,0.0838687,0.0784222,0.0838687,0.0886024,-0.0871798,-0.159068,-0.120836,-0.10078,0.0968093,0.0952964,0.0968093,0.0969797,0.0,0.0,0.0,0.0,-9999,0.0
20100203,-27.009,0.0,36.1885,20.599,0.0,166.503,0.0,0.203,0.0,98.969,0.0,0.0,0.0,0.651,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,4.23963,0.0,6.13768,-9999,-9999,-9999,1.33102,0.0,1.48142,-9999,-9999,-9999,0.284433,0.0,-9999,0.256139,0.284433,0.363951,0.0,0.0,0.0,0.0186573,0.0186573,0.0212412,0.023531,-0.261249,-0.339964,-0.260902,-0.235178,0.0490407,0.0482743,0.0490407,0.049127,0.0,0.0,0.0,0.0,-9999,0.0
20100204,-28.994,0.0,38.1388,22.839,0.0,158.655,0.0,0.231,0.0,98.72,0.0,0.0,0.0,3.174,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,3.41106,0.0,4.63471,-9999,-9999,-9999,0.563443,0.0,0.765568,-9999,-9999,-9999,0.244395,0.0,-9999,0.173632,0.244395,0.292911,0.0,0.0,0.0,0.00916131,0.00969594,0.0113155,0.0126565,-0.231948,-0.281775,-0.231762,-0.161992,0.0360131,0.0354503,0.0360131,0.0360765,0.0,0.0,0.0,0.0,-9999,0.0
20100205,-27.593,0.0,40.153,21.133,0.0,189.921,0.0,0.278,0.0,98.06,0.0,0.269,0.0,3.821,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,3.82798,0.0,4.86065,-9999,-9999,-9999,4.72698,0.0,6.00217,-9999,-9999,-9999,0.174477,0.0,-9999,0.174477,0.213589,0.239925,0.0,0.0,0.0,0.0200609,0.0200609,0.022105,0.0242194,-0.150614,-0.217713,-0.185787,-0.163912,0.0461633,0.0454418,0.0461633,0.0462445,0.0,0.0,0.0,0.0,-9999,0.0
20100206,-14.172,0.0,42.2322,14.041,0.0,234.319,0.0,0.607,0.0,96.697,0.0,0.274,0.0,3.521,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,4.23963,0.0,5.38334,-9999,-9999,-9999,1.33102,0.0,1.69008,-9999,-9999,-9999,0.284433,0.0,-9999,0.256139,0.284433,0.363951,0.0,0.0,0.0,0.199577,0.166334,0.185893,0.189102,-0.0985401,-0.148877,-0.0959998,-0.0885535,0.140123,0.137934,0.140123,0.14037,0.0,0.0,0.0,0.0,-9999,0.0
20100207,-16.942,0.0,44.3759,10.826,0.0,218.754,0.0,0.286,0.0,97.73,0.0,0.095,0.0,1.486,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,3.41106,0.0,4.33125,-9999,-9999,-9999,0.563443,0.0,0.715442,-9999,-9999,-9999,0.244395,0.0,-9999,0.173632,0.244395,0.292911,0.0,0.0,0.0,0.142401,0.123866,0.138862,0.141768,-0.106171,-0.157637,-0.104103,-0.0479636,0.12099,0.119099,0.12099,0.121203,0.0,0.0,0.0,0.0,-9999,0.0
