TIMESTAMP,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,SW_IN_ERA,LW_IN_ERA,VPD_ERA,PA_ERA,P_ERA,WS_ERA
201304,-8.092,-10.285,2.273,-6.871,3.538,177.553,227.027,1.715,99.55,0.661,2.695
201305,5.695,1.84,1.936,6.707,3.683,249.929,279.469,6.198,99.054,0.287,1.979
201306,18.374,14.973,1.199,18.797,3.312,275.566,335.421,12.665,99.171,0.547,2.298
201307,17.201,14.645,1.341,17.705,2.61,226.188,343.564,9.547,99.371,0.974,2.327
201308,14.432,12.19,1.642,15.349,2.597,157.776,334.759,7.544,98.648,1.246,1.788
201309,4.974,3.85,1.203,5.84,1.686,75.117,302.847,2.407,98.101,1.641,2.184
201310,1.366,0.738,1.203,2.232,1.207,31.042,289.207,1.304,98.383,1.485,2.252
201311,-13.621,-13.821,2.23,-13.126,0.77,6.772,235.37,0.447,99.079,1.198,2.287
201312,-20.525,-20.545,2.008,-20.432,0.374,1.573,214.543,0.363,99.425,0.62,2.619
201401,-13.583,-13.739,1.955,-13.086,0.67,5.592,237.123,0.447,98.229,0.574,2.055
201402,-20.537,-21.353,2.085,-19.11,2.29,35.697,195.105,0.438,99.239,0.281,2.523
201403,-10.132,-11.941,2.895,-8.359,3.897,105.486,213.449,1.393,98.774,0.191,2.42
201404,-0.708,-3.997,2.436,1.13,3.935,180.07,252.34,2.908,98.461,0.266,1.784
201405,9.145,5.905,2.032,10.066,3.265,229.638,295.484,6.472,99.382,0.366,2.413
201406,12.715,10.35,1.186,13.018,2.447,198.982,328.983,6.014,98.638,2.819,2.06
201407,14.584,12.389,1.219,15.012,2.261,184.402,341.93,6.23,99.04,2.368,2.315
201408,13.145,11.138,1.277,14.006,2.273,152.52,331.27,4.396,98.674,2.42,1.917
201409,5.918,4.342,1.721,7.15,2.388,105.034,289.44,3.09,98.666,1.113,2.289
201410,-5.552,-6.209,1.231,-4.626,1.434,35.233,264.276,0.784,98.143,0.726,2.284
201411,-12.388,-12.635,1.466,-11.721,0.834,10.641,226.901,0.508,98.842,0.195,2.397
201412,-14.169,-14.173,1.416,-14.136,0.227,1.29,240.138,0.401,98.065,0.901,2.335
