year;month;day;hour;minute;doy;ALB_1_1_1;D_SNOW_1_1_1;LWIN_1_1_1;LWOUT_1_1_1;PPFD_1_1_1;P_RAIN_1_1_1;RH_1_1_1;RN_1_1_1;SWIN_1_1_1;SWIN_POT;SWOUT_1_1_1;TA_1_1_1;WTD_1_1_1;PA_1_1_1;co2_flux_final_gf_ensemble_rand_err;co2_flux_final_gf_ensemble_sys_err;co2_flux_final_gf_ensemble;LE_final_gf_ensemble_rand_err;LE_final_gf_ensemble_sys_err;LE_final_gf_ensemble;Reco_gf_ensemble_NT;GPP_gf_ensemble_NT;SHF_mean;SWC_mean;TS_mean;H_final;lai;lai_F050;lai_std;lai_se;lai_uncertainty;lai_F005;lai_F095;lai_aoi_nan_percentage
2022;1;1;0;0;1;NaN;NaN;293.217;293.090;-0.001;0.000;90.170;-0.734;-0.500;0.000;0.361;-5.052;NaN;98.465;0.107;0.028;0.498;2.352;0.000;0.472;0.498;0.000;NaN;NaN;NaN;1.396;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;1;0;30;1;NaN;NaN;293.297;293.079;-0.002;0.000;90.366;-0.439;-0.448;0.000;0.210;-5.064;NaN;98.505;0.065;0.000;0.500;0.756;0.000;0.445;0.500;0.000;NaN;NaN;NaN;4.067;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;1;1;0;1;NaN;NaN;292.857;292.603;-0.001;0.000;91.139;-0.126;-0.384;0.000;-0.004;-5.244;NaN;98.536;0.100;0.000;0.704;0.645;0.000;-0.000;0.704;0.000;NaN;NaN;NaN;6.810;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;1;1;30;1;NaN;NaN;292.106;292.045;-0.001;0.000;91.359;-0.360;-0.393;0.000;0.028;-5.413;NaN;98.554;0.058;0.000;0.604;0.261;0.000;-0.346;0.604;0.000;NaN;NaN;NaN;10.451;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;1;2;0;1;NaN;NaN;291.977;292.123;-0.001;0.000;91.555;-0.765;-0.378;0.000;0.240;-5.390;NaN;98.602;0.111;0.000;0.597;0.185;0.000;-0.432;0.597;0.000;NaN;NaN;NaN;4.826;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;1;2;30;1;NaN;NaN;292.387;292.441;-0.001;0.000;90.963;-0.832;-0.409;0.000;0.369;-5.251;NaN;98.644;0.092;0.000;0.170;0.602;0.000;1.090;0.170;0.000;NaN;NaN;NaN;5.335;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;1;3;0;1;NaN;NaN;292.855;292.714;-0.001;0.000;89.842;-0.912;-0.519;0.000;0.533;-5.073;NaN;98.673;0.147;0.000;0.347;0.521;0.000;-0.149;0.347;0.000;NaN;NaN;NaN;7.278;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;1;3;30;1;NaN;NaN;293.396;292.965;-0.001;0.000;89.134;-0.536;-0.549;0.000;0.418;-4.962;NaN;98.720;0.072;0.000;0.487;0.931;0.000;1.301;0.487;0.000;NaN;NaN;NaN;10.388;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;1;4;0;1;NaN;NaN;292.445;289.207;-0.001;0.000;87.225;2.739;-0.622;0.000;-0.122;-5.311;NaN;98.775;0.177;0.000;0.466;1.433;0.000;-0.848;0.466;0.000;NaN;NaN;NaN;-3.066;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;1;4;30;1;NaN;NaN;290.867;288.783;-0.001;0.000;87.972;1.217;-0.611;0.000;0.256;-5.560;NaN;98.844;0.052;0.000;0.544;0.874;0.000;1.191;0.544;0.000;NaN;NaN;NaN;-4.694;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;1;5;0;1;NaN;NaN;290.526;288.184;-0.001;0.000;88.666;1.533;-0.546;0.000;0.263;-5.628;NaN;98.909;0.061;0.000;0.472;0.708;0.000;-1.955;0.472;0.000;NaN;NaN;NaN;5.597;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;1;5;30;1;NaN;NaN;289.139;278.555;-0.001;0.000;88.467;10.507;-0.395;0.000;-0.317;-5.925;NaN;98.947;0.074;0.000;0.423;1.406;0.000;-1.024;0.423;0.000;NaN;NaN;NaN;-5.648;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;1;6;0;1;NaN;NaN;284.807;268.228;0.003;0.000;89.389;16.151;-0.774;0.000;-0.346;-6.715;NaN;98.995;0.061;0.000;0.373;1.216;0.000;-7.530;0.373;0.000;NaN;NaN;NaN;-22.955;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;1;6;30;1;NaN;NaN;281.946;266.026;0.098;0.000;89.025;14.995;-0.291;0.000;0.635;-7.089;NaN;99.070;0.097;0.000;0.501;2.533;0.000;-10.650;0.501;0.000;NaN;NaN;NaN;-29.151;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;1;7;0;1;NaN;NaN;280.577;263.507;1.245;0.000;86.497;15.998;0.747;0.000;1.819;-7.450;NaN;99.116;0.098;0.000;0.423;1.636;0.000;-8.562;0.423;0.000;NaN;NaN;NaN;-27.511;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;1;7;30;1;NaN;NaN;278.280;260.556;5.162;0.000;86.987;15.045;3.284;0.022;5.963;-7.986;NaN;99.173;0.078;0.000;0.506;1.567;0.000;-6.656;0.506;0.000;NaN;NaN;NaN;-32.768;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;1;8;0;1;NaN;NaN;277.333;260.402;10.575;0.000;86.606;12.548;6.646;24.955;11.029;-8.174;NaN;99.234;0.066;0.000;0.469;1.053;0.000;-8.098;0.469;0.000;NaN;NaN;NaN;-25.233;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;1;8;30;1;NaN;NaN;276.996;260.929;15.555;0.000;87.305;10.048;9.442;125.925;15.460;-8.351;NaN;99.304;0.062;0.000;0.399;0.764;0.000;-5.584;0.441;0.041;NaN;NaN;NaN;-25.176;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;1;9;0;1;NaN;NaN;277.495;261.233;19.404;0.000;87.456;9.881;12.344;223.070;18.725;-8.401;NaN;99.363;0.047;0.000;0.348;0.971;0.000;-6.817;0.441;0.092;NaN;NaN;NaN;-25.788;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;1;9;30;1;NaN;NaN;277.690;262.998;23.503;0.000;88.044;5.988;16.127;283.756;24.831;-8.363;NaN;99.420;0.148;0.000;0.684;2.169;0.000;-10.754;0.684;0.000;NaN;NaN;NaN;-32.093;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;1;10;0;1;NaN;NaN;279.284;264.292;24.828;0.000;88.371;7.607;17.960;309.046;25.344;-8.037;NaN;99.450;0.058;0.000;0.463;1.367;0.000;-9.479;0.463;0.000;NaN;NaN;NaN;-35.499;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;1;10;30;1;NaN;NaN;280.580;267.011;26.513;0.000;88.483;2.852;19.506;301.468;30.223;-7.736;NaN;99.485;0.069;0.000;0.531;1.285;0.000;-8.021;0.531;0.000;NaN;NaN;NaN;-32.200;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;1;11;0;1;NaN;NaN;281.954;267.744;23.693;0.000;88.320;5.691;16.292;260.185;24.811;-7.485;NaN;99.520;0.056;0.000;0.475;1.223;0.000;-8.222;0.475;0.000;NaN;NaN;NaN;-32.847;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;1;11;30;1;NaN;NaN;282.640;268.164;20.455;0.000;88.320;5.785;13.698;182.032;22.389;-7.287;NaN;99.568;0.062;0.000;0.433;1.042;0.000;-6.965;0.479;0.046;NaN;NaN;NaN;-20.873;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;1;12;0;1;NaN;NaN;283.291;272.308;14.048;0.000;88.325;3.374;9.308;74.094;16.917;-7.138;NaN;99.628;0.108;0.000;0.601;0.799;0.000;-6.476;0.601;0.000;NaN;NaN;NaN;-25.804;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;1;12;30;1;NaN;NaN;284.870;281.439;5.748;0.000;88.052;-1.128;3.039;4.334;7.599;-6.802;NaN;99.684;0.076;0.000;0.557;0.666;0.000;-0.541;0.557;0.000;NaN;NaN;NaN;4.832;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;1;13;0;1;NaN;NaN;286.002;283.473;2.039;0.000;88.112;0.498;0.816;0.000;2.847;-6.654;NaN;99.750;0.077;0.000;0.613;0.508;0.000;0.611;0.613;0.000;NaN;NaN;NaN;-3.745;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;1;13;30;1;NaN;NaN;285.817;279.230;0.420;0.000;87.431;5.895;-0.035;0.000;0.657;-6.701;NaN;99.770;0.057;0.000;0.446;2.149;0.000;-8.078;0.446;0.000;NaN;NaN;NaN;-11.218;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;1;14;0;1;NaN;NaN;283.641;271.002;0.023;0.000;88.228;12.694;0.032;0.000;-0.023;-7.093;NaN;99.778;0.046;0.000;0.324;0.764;0.000;-5.965;0.324;0.000;NaN;NaN;NaN;-24.282;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;1;14;30;1;NaN;NaN;281.909;266.240;-0.000;0.000;89.012;15.828;0.271;0.000;0.111;-7.332;NaN;99.818;0.080;0.000;0.413;1.210;0.000;-8.429;0.413;0.000;NaN;NaN;NaN;-28.096;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;1;15;0;1;NaN;NaN;280.980;265.720;-0.001;0.000;89.712;15.667;0.779;0.000;0.372;-7.518;NaN;99.862;0.076;0.000;0.455;1.105;0.000;-6.675;0.455;0.000;NaN;NaN;NaN;-26.860;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;1;15;30;1;NaN;NaN;280.055;263.107;-0.001;0.000;90.009;17.462;0.541;0.000;0.026;-7.754;NaN;99.880;0.067;0.000;0.436;1.145;0.000;-5.768;0.436;0.000;NaN;NaN;NaN;-23.427;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;1;16;0;1;NaN;NaN;278.159;260.705;-0.001;0.000;90.369;17.337;0.285;0.000;0.402;-8.025;NaN;99.910;0.048;0.000;0.331;1.039;0.000;-5.166;0.331;0.000;NaN;NaN;NaN;-23.476;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;1;16;30;1;NaN;NaN;277.580;257.931;-0.001;0.000;90.447;19.858;0.511;0.000;0.302;-8.148;NaN;99.916;0.081;0.000;0.345;1.482;0.000;-5.605;0.345;0.000;NaN;NaN;NaN;-17.614;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;1;17;0;1;NaN;NaN;273.188;250.677;-0.001;0.000;91.542;20.793;-1.151;0.000;0.567;-8.769;NaN;99.917;0.129;0.000;0.625;2.069;0.000;-9.479;0.625;0.000;NaN;NaN;NaN;-31.651;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;1;17;30;1;NaN;NaN;272.969;255.301;-0.001;0.000;91.301;16.493;0.315;0.000;1.490;-8.878;NaN;99.938;0.106;0.000;0.548;1.323;0.000;-7.218;0.548;0.000;NaN;NaN;NaN;-27.836;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;1;18;0;1;NaN;NaN;273.823;259.079;-0.001;0.000;91.005;14.068;0.522;0.000;1.198;-8.886;NaN;99.967;0.086;0.000;0.485;1.166;0.000;-5.606;0.485;0.000;NaN;NaN;NaN;-25.745;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;1;18;30;1;NaN;NaN;275.201;264.998;-0.001;0.000;91.210;9.729;0.438;0.000;0.911;-8.809;NaN;100.008;0.073;0.000;0.343;1.032;0.000;-6.239;0.343;0.000;NaN;NaN;NaN;-25.294;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;1;19;0;1;NaN;NaN;274.585;260.525;-0.001;0.000;90.954;14.115;0.080;0.000;0.025;-9.035;NaN;100.009;0.134;0.000;0.513;1.898;0.000;-7.733;0.513;0.000;NaN;NaN;NaN;-22.272;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;1;19;30;1;NaN;NaN;270.883;254.684;-0.001;0.000;91.655;14.954;-0.804;0.000;0.441;-9.608;NaN;100.034;0.147;0.000;0.597;1.264;0.000;-5.046;0.597;0.000;NaN;NaN;NaN;-11.666;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;1;20;0;1;NaN;NaN;271.199;259.674;-0.001;0.000;91.852;10.370;0.224;0.000;1.379;-9.507;NaN;100.067;0.132;0.000;0.718;1.299;0.000;-5.833;0.718;0.000;NaN;NaN;NaN;-26.472;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;1;20;30;1;NaN;NaN;272.890;263.748;-0.001;0.000;91.510;8.693;0.363;0.000;0.812;-9.272;NaN;100.067;0.102;0.000;0.389;1.014;0.000;-4.817;0.389;0.000;NaN;NaN;NaN;-11.412;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;1;21;0;1;NaN;NaN;273.873;267.043;-0.001;0.000;91.666;6.871;0.646;0.000;0.606;-9.338;NaN;100.067;0.076;0.000;0.507;0.806;0.000;-4.699;0.507;0.000;NaN;NaN;NaN;-10.970;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;1;21;30;1;NaN;NaN;274.607;269.633;-0.001;0.000;91.805;5.115;0.344;0.000;0.203;-9.342;NaN;100.068;0.077;0.000;0.660;0.887;0.000;-3.537;0.660;0.000;NaN;NaN;NaN;-9.426;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;1;22;0;1;NaN;NaN;273.531;267.207;-0.001;0.000;91.655;6.604;0.100;0.000;-0.181;-9.628;NaN;100.037;0.064;0.000;0.420;1.026;0.000;-4.121;0.420;0.000;NaN;NaN;NaN;-10.305;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;1;22;30;1;NaN;NaN;272.298;267.231;-0.001;0.000;91.677;4.691;-0.206;0.000;0.169;-9.781;NaN;100.018;0.060;0.000;0.383;0.548;0.000;-2.464;0.383;0.000;NaN;NaN;NaN;-7.586;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;1;23;0;1;NaN;NaN;272.125;267.381;-0.001;0.000;91.607;4.591;0.007;0.000;0.159;-9.883;NaN;100.005;0.104;0.000;0.790;0.887;0.000;-3.453;0.790;0.000;NaN;NaN;NaN;-4.421;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;1;23;30;1;NaN;NaN;271.299;266.416;-0.001;0.000;91.304;4.911;-0.002;0.000;-0.031;-10.145;NaN;99.971;0.081;0.000;0.511;0.674;0.000;-2.442;0.511;0.000;NaN;NaN;NaN;-0.588;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;2;0;0;2;NaN;NaN;269.955;263.873;-0.001;0.000;91.133;5.996;-0.220;0.000;-0.135;-10.356;NaN;99.967;0.081;0.000;0.467;0.904;0.000;-2.578;0.467;0.000;NaN;NaN;NaN;-6.307;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;2;0;30;2;NaN;NaN;267.073;258.307;-0.001;0.000;89.885;8.913;-0.693;0.000;-0.839;-10.879;NaN;99.945;0.066;0.026;0.615;0.892;0.000;-1.827;0.615;0.000;NaN;NaN;NaN;1.826;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;2;1;0;2;NaN;NaN;262.377;255.077;-0.001;0.000;89.181;7.167;-0.998;0.000;-0.866;-11.971;NaN;99.894;0.026;0.026;0.499;0.445;0.000;-1.431;0.499;0.000;NaN;NaN;NaN;2.419;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;2;1;30;2;NaN;NaN;259.675;255.010;-0.001;0.000;89.548;3.306;-1.129;0.000;0.231;-12.410;NaN;99.889;0.066;0.026;0.647;0.274;0.000;-1.835;0.647;0.000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;2;2;0;2;NaN;NaN;259.373;256.282;-0.001;0.000;89.351;1.705;-0.806;0.000;0.579;-12.400;NaN;99.838;0.057;0.026;0.679;0.425;0.000;-1.148;0.679;0.000;NaN;NaN;NaN;3.265;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;2;2;30;2;NaN;NaN;259.687;257.756;-0.001;0.000;89.069;0.301;-0.778;0.000;0.851;-12.371;NaN;99.821;0.044;0.026;0.450;0.343;0.000;-2.389;0.450;0.000;NaN;NaN;NaN;15.215;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;2;3;0;2;NaN;NaN;260.765;261.041;-0.001;0.000;89.324;-1.793;-0.595;0.000;0.922;-12.204;NaN;99.784;0.039;0.026;0.513;0.434;0.000;-2.619;0.513;0.000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;2;3;30;2;NaN;NaN;262.478;263.074;-0.001;0.000;89.505;-2.078;-0.515;0.000;0.967;-11.883;NaN;99.752;0.084;0.024;0.624;0.426;0.000;-1.359;0.624;0.000;NaN;NaN;NaN;17.297;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;2;4;0;2;NaN;NaN;264.578;265.048;-0.001;0.000;90.261;-2.546;-0.662;0.000;1.414;-11.313;NaN;99.712;0.048;0.025;0.556;0.138;0.000;-1.287;0.556;0.000;NaN;NaN;NaN;19.495;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;2;4;30;2;NaN;NaN;266.378;266.240;-0.001;0.000;89.598;-1.115;-0.573;0.000;0.680;-11.024;NaN;99.684;0.041;0.025;0.656;0.395;0.000;-1.190;0.656;0.000;NaN;NaN;NaN;14.264;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;2;5;0;2;NaN;NaN;266.981;267.212;-0.001;0.000;89.519;-1.202;-0.499;0.000;0.472;-11.040;NaN;99.635;0.033;0.000;0.521;1.108;0.000;-2.903;0.521;0.000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;2;5;30;2;NaN;NaN;267.604;268.007;-0.001;0.000;89.629;-1.557;-0.551;0.000;0.603;-10.924;NaN;99.569;0.039;0.000;0.535;0.517;0.000;-2.847;0.535;0.000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;2;6;0;2;NaN;NaN;268.222;268.505;0.001;0.000;89.508;-1.255;-0.510;0.000;0.462;-10.766;NaN;99.535;0.049;0.000;0.517;0.370;0.000;-2.992;0.517;0.000;NaN;NaN;NaN;21.779;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;2;6;30;2;NaN;NaN;268.882;269.594;0.031;0.000;89.708;-1.822;-0.519;0.000;0.591;-10.643;NaN;99.501;0.041;0.000;0.527;0.519;0.000;-2.543;0.527;0.000;NaN;NaN;NaN;22.271;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;2;7;0;2;NaN;NaN;269.975;270.833;0.375;0.000;90.192;-2.303;-0.308;0.000;1.136;-10.302;NaN;99.455;0.036;0.000;0.520;0.412;0.000;-1.343;0.520;0.000;NaN;NaN;NaN;17.604;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;2;7;30;2;NaN;NaN;271.180;271.895;2.399;0.000;90.071;-3.087;0.936;0.035;3.308;-10.049;NaN;99.419;0.055;0.000;0.824;0.558;0.000;-0.237;0.824;0.000;NaN;NaN;NaN;18.030;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;2;8;0;2;NaN;NaN;273.461;274.693;6.562;0.000;89.270;-6.390;3.627;27.189;8.784;-9.459;NaN;99.399;0.081;0.000;0.601;0.314;0.000;-0.927;0.601;0.000;NaN;NaN;NaN;9.200;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;2;8;30;2;NaN;NaN;276.136;277.264;8.830;0.000;89.485;-7.477;5.180;130.842;11.529;-8.966;NaN;99.359;0.156;0.000;0.674;0.717;0.000;0.367;0.674;0.000;NaN;NaN;NaN;12.734;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;2;9;0;2;NaN;NaN;279.255;279.728;18.648;0.000;89.539;-13.571;11.111;228.606;24.208;-8.377;NaN;99.282;0.596;0.000;1.131;1.062;0.000;2.055;1.131;0.000;NaN;NaN;NaN;8.008;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;2;9;30;2;NaN;NaN;281.258;281.036;15.696;0.000;89.777;-9.283;9.067;289.510;18.572;-8.146;NaN;99.228;0.099;0.000;0.450;0.191;0.000;0.008;0.559;0.108;NaN;NaN;NaN;5.181;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;2;10;0;2;NaN;NaN;281.898;281.914;19.697;0.000;90.332;-12.251;11.438;315.111;23.672;-7.977;NaN;99.165;0.073;0.000;0.557;0.724;0.000;-1.231;0.562;0.004;NaN;NaN;NaN;1.793;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;2;10;30;2;NaN;NaN;283.339;282.164;25.993;0.000;90.526;-14.761;16.987;308.074;32.922;-7.687;NaN;99.093;0.064;0.000;0.435;0.868;0.000;-0.462;0.567;0.131;NaN;NaN;NaN;7.886;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;2;11;0;2;NaN;NaN;284.961;284.693;18.460;0.000;90.760;-12.259;10.845;267.594;23.371;-7.160;NaN;99.018;0.174;0.000;0.558;1.122;0.000;0.132;0.576;0.018;NaN;NaN;NaN;3.165;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;2;11;30;2;NaN;NaN;285.894;285.711;8.003;0.000;91.065;-4.462;4.133;190.276;8.778;-6.957;NaN;98.961;0.100;0.000;0.713;0.136;0.000;0.305;0.713;0.000;NaN;NaN;NaN;2.721;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;2;12;0;2;NaN;NaN;286.175;286.531;4.838;0.000;91.843;-3.573;2.496;81.464;5.713;-6.774;NaN;98.903;0.392;0.000;0.907;1.552;0.000;-1.216;0.907;0.000;NaN;NaN;NaN;6.164;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;2;12;30;2;NaN;NaN;287.413;287.714;3.208;0.000;92.260;-2.405;1.636;5.791;3.740;-6.497;NaN;98.850;0.180;0.000;0.734;0.672;0.000;-0.477;0.734;0.000;NaN;NaN;NaN;-0.354;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;2;13;0;2;NaN;NaN;287.990;288.076;1.281;0.000;92.469;-0.850;0.544;0.000;1.308;-6.372;NaN;98.790;0.141;0.000;0.621;0.442;0.000;-0.389;0.621;0.000;NaN;NaN;NaN;4.833;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;2;13;30;2;NaN;NaN;288.516;288.640;0.215;0.000;92.241;-0.455;0.004;0.000;0.336;-6.170;NaN;98.724;0.086;0.000;0.501;1.028;0.000;-1.141;0.501;0.000;NaN;NaN;NaN;0.691;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;2;14;0;2;NaN;NaN;289.317;289.381;0.008;0.000;92.419;-0.225;-0.089;0.000;0.072;-5.997;NaN;98.669;0.068;0.000;0.543;0.624;0.000;-1.145;0.543;0.000;NaN;NaN;NaN;0.315;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;2;14;30;2;NaN;NaN;289.694;289.733;-0.001;0.000;92.763;-0.108;-0.106;0.000;-0.036;-5.940;NaN;98.590;0.093;0.000;0.791;1.219;0.000;-2.062;0.791;0.000;NaN;NaN;NaN;-0.426;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;2;15;0;2;NaN;NaN;290.328;290.650;-0.001;0.000;93.471;-0.454;-0.084;0.000;0.048;-5.842;NaN;98.511;0.065;0.000;0.639;1.300;0.000;-2.205;0.639;0.000;NaN;NaN;NaN;-0.146;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;2;15;30;2;NaN;NaN;290.660;290.762;-0.001;0.000;94.001;-0.090;-0.104;0.000;-0.116;-5.803;NaN;98.442;0.077;0.000;0.594;0.254;0.000;0.330;0.594;0.000;NaN;NaN;NaN;4.360;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;2;16;0;2;NaN;NaN;290.869;291.075;-0.001;0.000;94.221;-0.431;-0.080;0.000;0.145;-5.711;NaN;98.384;0.227;0.000;0.695;1.303;0.000;-0.704;0.695;0.000;NaN;NaN;NaN;3.918;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;2;16;30;2;NaN;NaN;291.862;291.987;-0.002;0.000;94.136;-0.346;-0.058;0.000;0.164;-5.458;NaN;98.332;0.064;0.000;0.681;0.574;0.000;-1.202;0.681;0.000;NaN;NaN;NaN;8.323;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;2;17;0;2;NaN;NaN;292.494;292.507;-0.002;0.000;92.979;-0.114;-0.115;0.000;-0.013;-5.272;NaN;98.287;0.075;0.000;0.471;0.595;0.000;0.624;0.471;0.000;NaN;NaN;NaN;2.324;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;2;17;30;2;NaN;NaN;293.004;292.990;-0.001;0.000;92.724;-0.100;-0.128;0.000;-0.015;-5.130;NaN;98.251;0.069;0.000;0.539;0.265;0.000;-0.271;0.539;0.000;NaN;NaN;NaN;2.883;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;2;18;0;2;NaN;NaN;293.499;293.448;-0.001;0.000;92.367;-0.060;-0.134;0.000;-0.023;-4.981;NaN;98.215;0.059;0.000;0.510;0.525;0.000;0.354;0.510;0.000;NaN;NaN;NaN;-1.602;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;2;18;30;2;NaN;NaN;294.025;294.048;-0.001;0.000;92.638;-0.111;-0.139;0.000;-0.051;-4.896;NaN;98.175;0.051;0.000;0.478;0.587;0.000;0.874;0.478;0.000;NaN;NaN;NaN;-2.419;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;2;19;0;2;NaN;NaN;294.323;294.178;-0.001;0.000;92.589;0.099;-0.173;0.000;-0.127;-4.830;NaN;98.133;0.055;0.000;0.455;0.457;0.000;0.380;0.455;0.000;NaN;NaN;NaN;-3.177;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;2;19;30;2;NaN;NaN;294.517;294.230;-0.002;0.000;92.337;0.320;-0.180;0.000;-0.212;-4.786;NaN;98.103;0.062;0.000;0.540;0.633;0.000;1.160;0.540;0.000;NaN;NaN;NaN;2.621;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
