year;month;day;hour;minute;doy;Prec;P;Tair;U;Ustar;H2O;CO2;Zen;LWin;diffPar;dirPar;diffNir;dirNir;DDsum;X;Tdaily;Tsoil;SWC
2022;1;1;0;0;1;0.000;98464.600;-5.052;1.138;0.242;3.846;390.000;2.414;293.217;-0.210;-0.000;-0.290;-0.000;0.000;-7.521;-7.521;2.882;0.631
2022;1;1;0;30;1;0.000;98505.100;-5.064;1.101;0.240;3.850;390.000;2.373;293.297;-0.188;-0.000;-0.260;-0.000;0.000;-7.521;-7.521;2.891;0.631
2022;1;1;1;0;1;0.000;98536.300;-5.244;1.435;0.241;3.829;390.000;2.326;292.857;-0.161;-0.000;-0.223;-0.000;0.000;-7.521;-7.521;2.908;0.631
2022;1;1;1;30;1;0.000;98554.300;-5.413;1.666;0.352;3.788;390.000;2.272;292.106;-0.165;-0.000;-0.228;-0.000;0.000;-7.521;-7.521;2.923;0.631
2022;1;1;2;0;1;0.000;98602.400;-5.390;1.379;0.278;3.801;390.000;2.215;291.977;-0.159;-0.000;-0.219;-0.000;0.000;-7.521;-7.521;2.938;0.631
2022;1;1;2;30;1;0.000;98644.300;-5.251;1.269;0.308;3.815;390.000;2.154;292.387;-0.172;-0.000;-0.237;-0.000;0.000;-7.521;-7.521;2.952;0.631
2022;1;1;3;0;1;0.000;98673.400;-5.073;1.398;0.266;3.818;390.000;2.092;292.855;-0.218;-0.000;-0.301;-0.000;0.000;-7.521;-7.521;2.948;0.631
2022;1;1;3;30;1;0.000;98719.700;-4.962;1.129;0.298;3.818;390.000;2.029;293.396;-0.231;-0.000;-0.319;-0.000;0.000;-7.521;-7.521;2.947;0.631
2022;1;1;4;0;1;0.000;98774.700;-5.311;1.731;0.375;3.637;390.000;1.966;292.445;-0.261;-0.000;-0.361;-0.000;0.000;-7.521;-7.521;2.959;0.631
2022;1;1;4;30;1;0.000;98844.300;-5.560;1.662;0.285;3.597;390.000;1.904;290.867;-0.256;-0.000;-0.354;-0.000;0.000;-7.521;-7.521;2.978;0.631
2022;1;1;5;0;1;0.000;98909.500;-5.628;1.415;0.273;3.604;390.000;1.844;290.526;-0.229;-0.000;-0.317;-0.000;0.000;-7.521;-7.521;2.992;0.631
2022;1;1;5;30;1;0.000;98947.000;-5.925;1.219;0.259;3.514;390.000;1.786;289.139;-0.166;-0.000;-0.229;-0.000;0.000;-7.521;-7.521;2.972;0.631
2022;1;1;6;0;1;0.000;98994.600;-6.715;0.808;0.177;3.341;390.000;1.730;284.807;-0.325;-0.000;-0.449;-0.000;0.000;-7.521;-7.521;2.998;0.631
2022;1;1;6;30;1;0.000;99069.500;-7.089;1.041;0.237;3.230;390.000;1.679;281.946;-0.122;-0.000;-0.169;-0.000;0.000;-7.521;-7.521;2.980;0.631
2022;1;1;7;0;1;0.000;99115.700;-7.450;0.935;0.184;3.051;390.000;1.631;280.577;0.314;0.000;0.433;0.000;0.000;-7.521;-7.521;2.930;0.631
2022;1;1;7;30;1;0.000;99173.100;-7.986;0.986;0.162;2.941;390.000;1.589;278.280;1.379;0.000;1.905;0.000;0.000;-7.521;-7.521;2.899;0.631
2022;1;1;8;0;1;0.000;99233.700;-8.174;1.047;0.218;2.884;390.000;1.552;277.333;2.791;0.000;3.855;0.000;0.000;-7.521;-7.521;2.894;0.631
2022;1;1;8;30;1;0.000;99304.400;-8.351;1.179;0.151;2.866;390.000;1.522;276.996;3.966;0.000;5.476;0.000;0.000;-7.521;-7.521;2.862;0.631
2022;1;1;9;0;1;0.000;99362.900;-8.401;1.295;0.198;2.858;390.000;1.498;277.495;5.185;0.000;7.160;0.000;0.000;-7.521;-7.521;2.875;0.631
2022;1;1;9;30;1;0.000;99420.400;-8.363;1.058;0.236;2.884;390.000;1.481;277.690;6.773;0.000;9.354;0.000;0.000;-7.521;-7.521;2.869;0.631
2022;1;1;10;0;1;0.000;99449.500;-8.037;1.298;0.224;2.968;390.000;1.472;279.284;7.543;0.000;10.417;0.000;0.000;-7.521;-7.521;2.857;0.631
2022;1;1;10;30;1;0.000;99484.700;-7.736;1.405;0.240;3.041;390.000;1.470;280.580;8.193;0.000;11.314;0.000;0.000;-7.521;-7.521;2.862;0.631
2022;1;1;11;0;1;0.000;99520.400;-7.485;1.327;0.254;3.094;390.000;1.476;281.954;6.842;0.000;9.449;0.000;0.000;-7.521;-7.521;2.856;0.631
2022;1;1;11;30;1;0.000;99568.200;-7.287;1.106;0.225;3.140;390.000;1.489;282.640;5.753;0.000;7.945;0.000;0.000;-7.521;-7.521;2.836;0.631
2022;1;1;12;0;1;0.000;99628.000;-7.138;1.457;0.250;3.175;390.000;1.510;283.291;3.909;0.000;5.399;0.000;0.000;-7.521;-7.521;2.804;0.631
2022;1;1;12;30;1;0.000;99684.000;-6.802;1.227;0.261;3.246;390.000;1.537;284.870;1.277;0.000;1.763;0.000;0.000;-7.521;-7.521;2.779;0.631
2022;1;1;13;0;1;0.000;99750.100;-6.654;1.370;0.291;3.283;390.000;1.571;286.002;0.343;0.000;0.473;0.000;0.000;-7.521;-7.521;2.761;0.631
2022;1;1;13;30;1;0.000;99769.900;-6.701;1.588;0.318;3.246;390.000;1.611;285.817;-0.015;-0.000;-0.020;-0.000;0.000;-7.521;-7.521;2.759;0.631
2022;1;1;14;0;1;0.000;99778.500;-7.093;1.409;0.189;3.178;390.000;1.656;283.641;0.014;0.000;0.019;0.000;0.000;-7.521;-7.521;2.736;0.631
2022;1;1;14;30;1;0.000;99818.400;-7.332;1.140;0.248;3.146;390.000;1.705;281.909;0.114;0.000;0.157;0.000;0.000;-7.521;-7.521;2.715;0.631
2022;1;1;15;0;1;0.000;99862.400;-7.518;1.388;0.222;3.124;390.000;1.759;280.980;0.327;0.000;0.452;0.000;0.000;-7.521;-7.521;2.720;0.631
2022;1;1;15;30;1;0.000;99880.000;-7.754;1.097;0.191;3.077;390.000;1.816;280.055;0.227;0.000;0.314;0.000;0.000;-7.521;-7.521;2.727;0.631
2022;1;1;16;0;1;0.000;99910.100;-8.025;1.035;0.185;3.024;390.000;1.875;278.159;0.120;0.000;0.165;0.000;0.000;-7.521;-7.521;2.723;0.631
2022;1;1;16;30;1;0.000;99915.900;-8.148;0.815;0.158;2.998;390.000;1.937;277.580;0.215;0.000;0.297;0.000;0.000;-7.521;-7.521;2.734;0.631
2022;1;1;17;0;1;0.000;99917.000;-8.769;0.435;0.184;2.891;390.000;1.999;273.188;-0.483;-0.000;-0.668;-0.000;0.000;-7.521;-7.521;2.721;0.631
2022;1;1;17;30;1;0.000;99938.200;-8.878;0.881;0.184;2.858;390.000;2.062;272.969;0.132;0.000;0.183;0.000;0.000;-7.521;-7.521;2.733;0.631
2022;1;1;18;0;1;0.000;99967.400;-8.886;0.993;0.180;2.846;390.000;2.125;273.823;0.219;0.000;0.303;0.000;0.000;-7.521;-7.521;2.733;0.631
2022;1;1;18;30;1;0.000;100008.500;-8.809;0.949;0.118;2.868;390.000;2.186;275.201;0.184;0.000;0.254;0.000;0.000;-7.521;-7.521;2.751;0.631
2022;1;1;19;0;1;0.000;100009.200;-9.035;0.741;0.182;2.810;390.000;2.245;274.585;0.034;0.000;0.046;0.000;0.000;-7.521;-7.521;2.774;0.631
2022;1;1;19;30;1;0.000;100034.400;-9.608;0.693;0.121;2.706;390.000;2.300;270.883;-0.338;-0.000;-0.466;-0.000;0.000;-7.521;-7.521;2.799;0.631
2022;1;1;20;0;1;0.000;100067.300;-9.507;0.882;0.134;2.733;390.000;2.351;271.199;0.094;0.000;0.130;0.000;0.000;-7.521;-7.521;2.816;0.631
2022;1;1;20;30;1;0.000;100067.000;-9.272;0.873;0.209;2.774;390.000;2.395;272.890;0.152;0.000;0.210;0.000;0.000;-7.521;-7.521;2.822;0.631
2022;1;1;21;0;1;0.000;100067.400;-9.338;1.173;0.255;2.764;390.000;2.431;273.873;0.271;0.000;0.375;0.000;0.000;-7.521;-7.521;2.815;0.631
2022;1;1;21;30;1;0.000;100068.000;-9.342;1.220;0.244;2.767;390.000;2.457;274.607;0.144;0.000;0.200;0.000;0.000;-7.521;-7.521;2.843;0.631
2022;1;1;22;0;1;0.000;100036.600;-9.628;0.856;0.171;2.702;390.000;2.472;273.531;0.042;0.000;0.058;0.000;0.000;-7.521;-7.521;2.865;0.631
2022;1;1;22;30;1;0.000;100018.300;-9.781;0.792;0.155;2.671;390.000;2.474;272.298;-0.086;-0.000;-0.119;-0.000;0.000;-7.521;-7.521;2.881;0.631
2022;1;1;23;0;1;0.000;100005.200;-9.883;0.930;0.199;2.648;390.000;2.465;272.125;0.003;0.000;0.004;0.000;0.000;-7.521;-7.521;2.904;0.631
2022;1;1;23;30;1;0.000;99970.900;-10.145;0.902;0.211;2.586;390.000;2.444;271.299;-0.001;-0.000;-0.001;-0.000;0.000;-7.521;-7.521;2.885;0.631
2022;1;2;0;0;2;0.000;99967.200;-10.356;0.671;0.186;2.538;390.000;2.413;269.955;-0.092;-0.000;-0.128;-0.000;0.000;-7.559;-7.829;2.882;0.631
2022;1;2;0;30;2;0.000;99944.900;-10.879;0.275;0.058;2.402;390.000;2.373;267.073;-0.291;-0.000;-0.402;-0.000;0.000;-7.559;-7.829;2.891;0.631
2022;1;2;1;0;2;0.000;99894.400;-11.971;0.105;0.062;2.185;390.000;2.325;262.377;-0.419;-0.000;-0.579;-0.000;0.000;-7.559;-7.829;2.908;0.631
2022;1;2;1;30;2;0.000;99888.700;-12.410;0.046;0.011;2.118;390.000;2.272;259.675;-0.474;-0.000;-0.655;-0.000;0.000;-7.559;-7.829;2.923;0.631
2022;1;2;2;0;2;0.000;99838.500;-12.400;0.090;0.031;2.116;390.000;2.214;259.373;-0.338;-0.000;-0.467;-0.000;0.000;-7.559;-7.829;2.938;0.631
2022;1;2;2;30;2;0.000;99820.900;-12.371;0.160;0.045;2.115;390.000;2.154;259.687;-0.327;-0.000;-0.452;-0.000;0.000;-7.559;-7.829;2.952;0.631
2022;1;2;3;0;2;0.000;99784.400;-12.204;0.033;0.010;2.150;390.000;2.092;260.765;-0.250;-0.000;-0.345;-0.000;0.000;-7.559;-7.829;2.948;0.631
2022;1;2;3;30;2;0.000;99752.000;-11.883;0.081;0.054;2.212;390.000;2.029;262.478;-0.216;-0.000;-0.298;-0.000;0.000;-7.559;-7.829;2.947;0.631
2022;1;2;4;0;2;0.000;99711.900;-11.313;0.272;0.109;2.335;390.000;1.966;264.578;-0.278;-0.000;-0.384;-0.000;0.000;-7.559;-7.829;2.959;0.631
2022;1;2;4;30;2;0.000;99683.800;-11.024;0.073;0.043;2.373;390.000;1.904;266.378;-0.241;-0.000;-0.332;-0.000;0.000;-7.559;-7.829;2.978;0.631
2022;1;2;5;0;2;0.000;99635.400;-11.040;0.110;0.026;2.369;390.000;1.843;266.981;-0.210;-0.000;-0.290;-0.000;0.000;-7.559;-7.829;2.992;0.631
2022;1;2;5;30;2;0.000;99569.000;-10.924;0.065;0.015;2.396;390.000;1.785;267.604;-0.231;-0.000;-0.319;-0.000;0.000;-7.559;-7.829;2.972;0.631
2022;1;2;6;0;2;0.000;99534.700;-10.766;0.084;0.039;2.424;390.000;1.730;268.222;-0.214;-0.000;-0.296;-0.000;0.000;-7.559;-7.829;2.998;0.631
2022;1;2;6;30;2;0.000;99501.200;-10.643;0.100;0.058;2.454;390.000;1.678;268.882;-0.218;-0.000;-0.301;-0.000;0.000;-7.559;-7.829;2.980;0.631
2022;1;2;7;0;2;0.000;99455.300;-10.302;0.214;0.049;2.536;390.000;1.631;269.975;-0.130;-0.000;-0.179;-0.000;0.000;-7.559;-7.829;2.930;0.631
2022;1;2;7;30;2;0.000;99419.200;-10.049;0.260;0.091;2.585;390.000;1.588;271.180;0.393;0.000;0.543;0.000;0.000;-7.559;-7.829;2.899;0.631
2022;1;2;8;0;2;0.000;99399.400;-9.459;0.405;0.083;2.684;390.000;1.552;273.461;1.523;0.000;2.103;0.000;0.000;-7.559;-7.829;2.894;0.631
2022;1;2;8;30;2;0.000;99358.800;-8.966;0.580;0.121;2.798;390.000;1.521;276.136;2.176;0.000;3.004;0.000;0.000;-7.559;-7.829;2.862;0.631
2022;1;2;9;0;2;0.000;99282.500;-8.377;0.903;0.221;2.934;390.000;1.497;279.255;4.667;0.000;6.444;0.000;0.000;-7.559;-7.829;2.875;0.631
2022;1;2;9;30;2;0.000;99228.500;-8.146;0.959;0.189;2.997;390.000;1.480;281.258;3.808;0.000;5.259;0.000;0.000;-7.559;-7.829;2.869;0.631
2022;1;2;10;0;2;0.000;99164.700;-7.977;1.112;0.187;3.057;390.000;1.470;281.898;4.804;0.000;6.634;0.000;0.000;-7.559;-7.829;2.857;0.631
2022;1;2;10;30;2;0.000;99092.500;-7.687;1.098;0.205;3.136;390.000;1.469;283.339;7.135;0.000;9.852;0.000;0.000;-7.559;-7.829;2.862;0.631
2022;1;2;11;0;2;0.000;99017.800;-7.160;1.218;0.205;3.277;390.000;1.474;284.961;4.555;0.000;6.290;0.000;0.000;-7.559;-7.829;2.856;0.631
2022;1;2;11;30;2;0.000;98961.300;-6.957;1.306;0.156;3.342;390.000;1.487;285.894;1.736;0.000;2.397;0.000;0.000;-7.559;-7.829;2.836;0.631
2022;1;2;12;0;2;0.000;98902.700;-6.774;1.659;0.310;3.420;390.000;1.508;286.175;1.048;0.000;1.447;0.000;0.000;-7.559;-7.829;2.804;0.631
2022;1;2;12;30;2;0.000;98850.000;-6.497;1.813;0.303;3.511;390.000;1.535;287.413;0.687;0.000;0.949;0.000;0.000;-7.559;-7.829;2.779;0.631
2022;1;2;13;0;2;0.000;98790.300;-6.372;1.803;0.347;3.555;390.000;1.569;287.990;0.228;0.000;0.315;0.000;0.000;-7.559;-7.829;2.761;0.631
2022;1;2;13;30;2;0.000;98723.700;-6.170;1.567;0.314;3.604;390.000;1.609;288.516;0.002;0.000;0.003;0.000;0.000;-7.559;-7.829;2.759;0.631
2022;1;2;14;0;2;0.000;98669.400;-5.997;1.852;0.311;3.661;390.000;1.654;289.317;-0.037;-0.000;-0.052;-0.000;0.000;-7.559;-7.829;2.736;0.631
2022;1;2;14;30;2;0.000;98589.900;-5.940;1.946;0.349;3.694;390.000;1.703;289.694;-0.044;-0.000;-0.061;-0.000;0.000;-7.559;-7.829;2.715;0.631
2022;1;2;15;0;2;0.000;98511.000;-5.842;2.014;0.299;3.753;390.000;1.757;290.328;-0.035;-0.000;-0.049;-0.000;0.000;-7.559;-7.829;2.720;0.631
2022;1;2;15;30;2;0.000;98441.600;-5.803;1.920;0.250;3.788;390.000;1.814;290.660;-0.044;-0.000;-0.060;-0.000;0.000;-7.559;-7.829;2.727;0.631
2022;1;2;16;0;2;0.000;98384.000;-5.711;1.835;0.312;3.826;390.000;1.873;290.869;-0.034;-0.000;-0.047;-0.000;0.000;-7.559;-7.829;2.723;0.631
2022;1;2;16;30;2;0.000;98331.900;-5.458;1.982;0.401;3.899;390.000;1.934;291.862;-0.024;-0.000;-0.033;-0.000;0.000;-7.559;-7.829;2.734;0.631
2022;1;2;17;0;2;0.000;98287.200;-5.272;1.885;0.380;3.907;390.000;1.997;292.494;-0.048;-0.000;-0.066;-0.000;0.000;-7.559;-7.829;2.721;0.631
2022;1;2;17;30;2;0.000;98251.100;-5.130;1.610;0.323;3.940;390.000;2.060;293.004;-0.054;-0.000;-0.074;-0.000;0.000;-7.559;-7.829;2.733;0.631
2022;1;2;18;0;2;0.000;98214.600;-4.981;1.632;0.287;3.972;390.000;2.123;293.499;-0.056;-0.000;-0.078;-0.000;0.000;-7.559;-7.829;2.733;0.631
2022;1;2;18;30;2;0.000;98175.400;-4.896;1.752;0.304;4.010;390.000;2.184;294.025;-0.058;-0.000;-0.081;-0.000;0.000;-7.559;-7.829;2.751;0.631
2022;1;2;19;0;2;0.000;98133.100;-4.830;1.625;0.295;4.030;390.000;2.243;294.323;-0.072;-0.000;-0.100;-0.000;0.000;-7.559;-7.829;2.774;0.631
2022;1;2;19;30;2;0.000;98103.200;-4.786;1.612;0.329;4.034;390.000;2.298;294.517;-0.076;-0.000;-0.104;-0.000;0.000;-7.559;-7.829;2.814;0.631
2022;1;2;20;0;2;0.000;98053.600;-4.820;1.662;0.317;4.021;390.000;2.349;294.413;-0.089;-0.000;-0.123;-0.000;0.000;-7.559;-7.829;2.847;0.631
2022;1;2;20;30;2;0.000;98016.200;-4.868;1.746;0.240;4.005;390.000;2.393;294.229;-0.092;-0.000;-0.127;-0.000;0.000;-7.559;-7.829;2.853;0.631
2022;1;2;21;0;2;0.000;97990.800;-4.930;1.609;0.261;3.987;390.000;2.429;293.986;-0.093;-0.000;-0.128;-0.000;0.000;-7.559;-7.829;2.846;0.631
2022;1;2;21;30;2;0.000;97935.400;-5.045;1.865;0.260;3.948;390.000;2.455;293.510;-0.096;-0.000;-0.132;-0.000;0.000;-7.559;-7.829;2.874;0.631
2022;1;2;22;0;2;0.000;97906.800;-5.119;1.586;0.295;3.919;390.000;2.470;293.031;-0.098;-0.000;-0.135;-0.000;0.000;-7.559;-7.829;2.896;0.631
2022;1;2;22;30;2;0.000;97865.200;-5.112;1.531;0.263;3.934;390.000;2.473;292.981;-0.085;-0.000;-0.117;-0.000;0.000;-7.559;-7.829;2.912;0.631
2022;1;2;23;0;2;0.000;97839.300;-5.074;1.549;0.299;3.938;390.000;2.464;293.220;-0.101;-0.000;-0.139;-0.000;0.000;-7.559;-7.829;2.935;0.631
2022;1;2;23;30;2;0.000;97808.000;-5.101;1.479;0.249;3.929;390.000;2.443;293.113;-0.094;-0.000;-0.130;-0.000;0.000;-7.559;-7.829;2.915;0.631
2022;1;3;0;0;3;0.000;97782.900;-5.082;1.647;0.271;3.929;390.000;2.412;293.233;-0.115;-0.000;-0.159;-0.000;0.000;-7.395;-6.242;2.913;0.631
2022;1;3;0;30;3;0.000;97760.200;-5.069;1.393;0.211;3.933;390.000;2.372;293.282;-0.116;-0.000;-0.160;-0.000;0.000;-7.395;-6.242;2.922;0.631
2022;1;3;1;0;3;0.000;97736.600;-5.100;1.221;0.210;3.942;390.000;2.324;293.250;-0.107;-0.000;-0.147;-0.000;0.000;-7.395;-6.242;2.939;0.631
2022;1;3;1;30;3;0.000;97704.900;-5.111;1.298;0.210;3.947;390.000;2.271;293.260;-0.107;-0.000;-0.148;-0.000;0.000;-7.395;-6.242;2.954;0.631
2022;1;3;2;0;3;0.000;97681.800;-5.152;1.070;0.160;3.937;390.000;2.214;293.164;-0.104;-0.000;-0.144;-0.000;0.000;-7.395;-6.242;2.968;0.631
2022;1;3;2;30;3;0.000;97657.900;-5.258;1.305;0.229;3.885;390.000;2.154;292.780;-0.135;-0.000;-0.187;-0.000;0.000;-7.395;-6.242;2.983;0.631
2022;1;3;3;0;3;0.000;97637.100;-5.375;1.277;0.277;3.851;390.000;2.092;292.285;-0.130;-0.000;-0.179;-0.000;0.000;-7.395;-6.242;2.979;0.631
2022;1;3;3;30;3;0.000;97625.500;-5.468;1.208;0.235;3.815;390.000;2.029;291.834;-0.127;-0.000;-0.176;-0.000;0.000;-7.395;-6.242;2.978;0.631
2022;1;3;4;0;3;0.000;97618.900;-5.544;1.350;0.243;3.794;390.000;1.966;291.410;-0.132;-0.000;-0.182;-0.000;0.000;-7.395;-6.242;2.990;0.631
2022;1;3;4;30;3;0.000;97607.200;-5.590;1.368;0.185;3.789;390.000;1.904;291.230;-0.117;-0.000;-0.161;-0.000;0.000;-7.395;-6.242;3.008;0.631
2022;1;3;5;0;3;0.000;97603.200;-5.594;1.029;0.245;3.806;390.000;1.843;291.210;-0.102;-0.000;-0.141;-0.000;0.000;-7.395;-6.242;3.022;0.631
2022;1;3;5;30;3;0.000;97608.500;-5.591;1.250;0.193;3.806;390.000;1.785;291.307;-0.103;-0.000;-0.143;-0.000;0.000;-7.395;-6.242;3.003;0.631
2022;1;3;6;0;3;0.000;97605.500;-5.572;1.215;0.223;3.804;390.000;1.729;291.322;-0.114;-0.000;-0.158;-0.000;0.000;-7.395;-6.242;3.029;0.631
2022;1;3;6;30;3;0.000;97606.500;-5.613;1.150;0.179;3.786;390.000;1.678;291.138;-0.109;-0.000;-0.150;-0.000;0.000;-7.395;-6.242;3.010;0.631
2022;1;3;7;0;3;0.000;97632.700;-5.666;1.158;0.196;3.780;390.000;1.630;290.929;-0.010;-0.000;-0.014;-0.000;0.000;-7.395;-6.242;2.961;0.631
2022;1;3;7;30;3;0.000;97634.100;-5.688;1.361;0.213;3.795;390.000;1.588;291.077;0.358;0.000;0.494;0.000;0.000;-7.395;-6.242;2.930;0.631
2022;1;3;8;0;3;0.000;97639.200;-5.688;1.274;0.164;3.818;390.000;1.551;291.694;1.018;0.000;1.406;0.000;0.000;-7.395;-6.242;2.925;0.631
2022;1;3;8;30;3;0.000;97643.400;-5.743;1.169;0.171;3.784;390.000;1.520;291.626;2.181;0.000;3.012;0.000;0.000;-7.395;-6.242;2.893;0.631
2022;1;3;9;0;3;0.000;97646.400;-5.950;1.231;0.170;3.705;390.000;1.496;291.230;3.402;0.000;4.698;0.000;0.000;-7.395;-6.242;2.906;0.631
2022;1;3;9;30;3;0.000;97639.000;-6.083;1.317;0.206;3.650;390.000;1.479;290.732;4.579;0.000;6.324;0.000;0.000;-7.395;-6.242;2.900;0.631
2022;1;3;10;0;3;0.000;97630.900;-6.134;1.407;0.240;3.649;390.000;1.469;290.637;4.921;0.000;6.796;0.000;0.000;-7.395;-6.242;2.888;0.631
2022;1;3;10;30;3;0.000;97621.000;-6.196;1.402;0.234;3.639;390.000;1.467;290.382;4.100;0.000;5.661;0.000;0.000;-7.395;-6.242;2.893;0.631
2022;1;3;11;0;3;0.000;97614.800;-6.274;1.240;0.214;3.631;390.000;1.472;289.914;3.716;0.000;5.131;0.000;0.000;-7.395;-6.242;2.886;0.631
2022;1;3;11;30;3;0.000;97601.200;-6.380;1.555;0.241;3.611;390.000;1.486;289.298;2.916;0.000;4.027;0.000;0.000;-7.395;-6.242;2.867;0.631
2022;1;3;12;0;3;0.000;97596.700;-6.488;1.325;0.198;3.584;390.000;1.506;288.610;1.563;0.000;2.158;0.000;0.000;-7.395;-6.242;2.834;0.631
2022;1;3;12;30;3;0.000;97598.800;-6.586;1.183;0.216;3.545;390.000;1.533;287.781;0.763;0.000;1.054;0.000;0.000;-7.395;-6.242;2.810;0.631
2022;1;3;13;0;3;0.000;97614.700;-6.662;1.162;0.226;3.506;390.000;1.567;287.094;0.174;0.000;0.240;0.000;0.000;-7.395;-6.242;2.792;0.631
2022;1;3;13;30;3;0.000;97614.200;-6.765;1.130;0.168;3.485;390.000;1.607;286.587;-0.028;-0.000;-0.039;-0.000;0.000;-7.395;-6.242;2.790;0.631
2022;1;3;14;0;3;0.000;97613.000;-6.836;0.980;0.162;3.461;390.000;1.651;286.140;-0.087;-0.000;-0.120;-0.000;0.000;-7.395;-6.242;2.767;0.631
2022;1;3;14;30;3;0.000;97617.200;-6.871;1.068;0.180;3.447;390.000;1.701;285.877;-0.085;-0.000;-0.117;-0.000;0.000;-7.395;-6.242;2.745;0.631
2022;1;3;15;0;3;0.000;97610.200;-6.928;0.987;0.143;3.442;390.000;1.754;285.716;-0.078;-0.000;-0.107;-0.000;0.000;-7.395;-6.242;2.751;0.631
2022;1;3;15;30;3;0.000;97598.700;-6.979;1.309;0.203;3.440;390.000;1.811;285.565;-0.070;-0.000;-0.096;-0.000;0.000;-7.395;-6.242;2.758;0.631
2022;1;3;16;0;3;0.000;97592.700;-7.021;1.125;0.128;3.444;390.000;1.871;285.387;-0.058;-0.000;-0.080;-0.000;0.000;-7.395;-6.242;2.754;0.631
2022;1;3;16;30;3;0.000;97593.100;-7.052;1.299;0.201;3.450;390.000;1.932;285.330;-0.045;-0.000;-0.063;-0.000;0.000;-7.395;-6.242;2.765;0.631
2022;1;3;17;0;3;0.000;97595.400;-7.054;1.106;0.180;3.460;390.000;1.995;285.392;-0.035;-0.000;-0.048;-0.000;0.000;-7.395;-6.242;2.752;0.631
2022;1;3;17;30;3;0.000;97588.000;-7.022;1.128;0.155;3.464;390.000;2.058;285.452;-0.039;-0.000;-0.054;-0.000;0.000;-7.395;-6.242;2.764;0.631
2022;1;3;18;0;3;0.000;97580.600;-6.995;1.118;0.189;3.473;390.000;2.120;285.518;-0.039;-0.000;-0.055;-0.000;0.000;-7.395;-6.242;2.764;0.631
2022;1;3;18;30;3;0.000;97573.100;-6.989;1.212;0.168;3.481;390.000;2.182;285.625;-0.033;-0.000;-0.046;-0.000;0.000;-7.395;-6.242;2.782;0.631
2022;1;3;19;0;3;0.000;97559.500;-6.989;1.199;0.181;3.482;390.000;2.241;285.659;-0.036;-0.000;-0.050;-0.000;0.000;-7.395;-6.242;2.805;0.631
2022;1;3;19;30;3;0.000;97561.000;-6.987;1.060;0.188;3.506;390.000;2.296;285.786;-0.024;-0.000;-0.034;-0.000;0.000;-7.395;-6.242;2.830;0.631
2022;1;3;20;0;3;0.000;97560.500;-6.914;1.119;0.206;3.516;390.000;2.347;286.084;-0.025;-0.000;-0.034;-0.000;0.000;-7.395;-6.242;2.847;0.631
2022;1;3;20;30;3;0.000;97541.500;-6.859;1.202;0.222;3.526;390.000;2.391;286.316;-0.030;-0.000;-0.041;-0.000;0.000;-7.395;-6.242;2.853;0.631
2022;1;3;21;0;3;0.000;97544.500;-6.859;1.206;0.218;3.537;390.000;2.427;286.378;-0.026;-0.000;-0.036;-0.000;0.000;-7.395;-6.242;2.846;0.631
2022;1;3;21;30;3;0.000;97541.700;-6.846;0.935;0.135;3.535;390.000;2.453;286.380;-0.033;-0.000;-0.046;-0.000;0.000;-7.395;-6.242;2.874;0.631
2022;1;3;22;0;3;0.000;97537.200;-6.807;1.069;0.160;3.546;390.000;2.468;286.515;-0.030;-0.000;-0.042;-0.000;0.000;-7.395;-6.242;2.896;0.631
2022;1;3;22;30;3;0.000;97516.500;-6.779;1.218;0.226;3.554;390.000;2.471;286.606;-0.030;-0.000;-0.042;-0.000;0.000;-7.395;-6.242;2.912;0.631
2022;1;3;23;0;3;0.000;97507.300;-6.731;1.317;0.204;3.555;390.000;2.463;286.726;-0.034;-0.000;-0.047;-0.000;0.000;-7.395;-6.242;2.935;0.631
2022;1;3;23;30;3;0.000;97489.800;-6.667;1.407;0.237;3.562;390.000;2.442;286.939;-0.043;-0.000;-0.059;-0.000;0.000;-7.395;-6.242;2.915;0.631
2022;1;4;0;0;4;0.000;97459.600;-6.631;1.264;0.158;3.575;390.000;2.411;286.988;-0.046;-0.000;-0.063;-0.000;0.000;-6.997;-4.213;2.913;0.631
2022;1;4;0;30;4;0.000;97434.800;-6.568;1.135;0.203;3.592;390.000;2.371;287.192;-0.046;-0.000;-0.063;-0.000;0.000;-6.997;-4.213;2.922;0.631
2022;1;4;1;0;4;0.000;97417.800;-6.457;1.275;0.195;3.595;390.000;2.324;287.557;-0.064;-0.000;-0.088;-0.000;0.000;-6.997;-4.213;2.939;0.631
2022;1;4;1;30;4;0.000;97389.800;-6.437;1.359;0.205;3.595;390.000;2.271;287.720;-0.069;-0.000;-0.096;-0.000;0.000;-6.997;-4.213;2.954;0.631
2022;1;4;2;0;4;0.000;97375.300;-6.463;1.266;0.214;3.575;390.000;2.213;287.587;-0.078;-0.000;-0.107;-0.000;0.000;-6.997;-4.213;2.968;0.631
2022;1;4;2;30;4;0.000;97355.400;-6.469;1.268;0.210;3.563;390.000;2.153;287.592;-0.091;-0.000;-0.125;-0.000;0.000;-6.997;-4.213;2.983;0.631
2022;1;4;3;0;4;0.000;97334.700;-6.469;1.090;0.225;3.563;390.000;2.091;287.608;-0.093;-0.000;-0.129;-0.000;0.000;-6.997;-4.213;2.979;0.631
