year;month;day;hour;minute;doy;Prec;P;Tair;U;Ustar;H2O;CO2;Zen;LWin;diffPar;dirPar;diffNir;dirNir;DDsum;X;Tdaily;Tsoil;SWC
2022;8;16;4;30;228;0.000;100068.800;16.028;0.213;0.050;15.813;390.000;1.342;374.892;29.888;46.721;41.274;64.519;961.841;17.307;21.040;14.393;0.616
2022;8;16;5;0;228;0.000;100059.800;19.339;0.498;0.167;17.974;390.000;1.279;373.463;30.825;74.059;42.567;102.272;961.841;17.307;21.040;14.353;0.616
2022;8;16;5;30;228;0.000;100037.000;22.068;1.034;0.195;19.512;390.000;1.216;365.707;33.264;97.095;45.936;134.084;961.841;17.307;21.040;14.338;0.616
2022;8;16;6;0;228;0.000;100024.400;23.543;1.066;0.205;20.074;390.000;1.155;371.012;33.951;122.176;46.885;168.720;961.841;17.307;21.040;14.347;0.616
2022;8;16;6;30;228;0.000;100004.900;24.513;1.187;0.233;20.294;390.000;1.095;373.826;36.415;145.658;50.287;201.147;961.841;17.307;21.040;14.349;0.616
2022;8;16;7;0;228;0.000;99993.400;24.871;1.372;0.299;20.353;390.000;1.038;374.637;41.091;164.363;56.744;226.978;961.841;17.307;21.040;14.338;0.616
2022;8;16;7;30;228;0.000;100009.100;25.541;1.553;0.274;20.258;390.000;0.985;377.329;45.023;180.093;62.175;248.699;961.841;17.307;21.040;14.344;0.616
2022;8;16;8;0;228;0.000;100004.200;26.423;1.330;0.327;20.249;390.000;0.938;380.475;48.412;193.650;66.855;267.421;961.841;17.307;21.040;14.347;0.616
2022;8;16;8;30;228;0.000;99983.700;27.218;1.580;0.304;19.834;390.000;0.897;383.354;51.151;204.606;70.638;282.551;961.841;17.307;21.040;14.402;0.616
2022;8;16;9;0;228;0.000;99972.900;27.733;1.994;0.354;19.053;390.000;0.864;385.862;52.402;209.607;72.364;289.457;961.841;17.307;21.040;14.418;0.615
2022;8;16;9;30;228;0.000;99973.600;28.069;1.889;0.327;18.594;390.000;0.840;388.359;55.079;220.317;76.062;304.248;961.841;17.307;21.040;14.433;0.615
2022;8;16;10;0;228;0.000;99970.800;28.607;1.765;0.332;18.301;390.000;0.826;397.707;55.525;222.101;76.678;306.711;961.841;17.307;21.040;14.492;0.615
2022;8;16;10;30;228;0.000;99939.600;28.477;1.815;0.302;18.323;390.000;0.823;404.188;104.324;104.931;144.067;144.905;961.841;17.307;21.040;14.542;0.615
2022;8;16;11;0;228;0.000;99936.000;27.898;1.280;0.240;18.482;390.000;0.831;405.276;119.891;19.608;165.563;27.077;961.841;17.307;21.040;14.571;0.615
2022;8;16;11;30;228;0.000;99957.200;29.285;1.910;0.370;18.158;390.000;0.849;404.937;56.884;227.537;78.555;314.218;961.841;17.307;21.040;14.597;0.614
2022;8;16;12;0;228;0.000;99907.200;28.995;1.803;0.303;17.775;390.000;0.877;396.442;107.438;70.421;148.367;97.248;961.841;17.307;21.040;14.662;0.614
2022;8;16;12;30;228;0.000;99909.100;27.614;1.380;0.266;18.056;390.000;0.914;397.875;79.168;0.000;109.327;0.000;961.841;17.307;21.040;14.700;0.614
2022;8;16;13;0;228;0.000;99921.350;27.660;1.436;0.335;18.359;390.000;0.958;407.835;102.667;20.776;141.778;28.691;961.841;17.307;21.040;14.729;0.614
2022;8;16;13;30;228;0.000;99933.600;27.707;1.492;0.299;18.663;390.000;1.008;417.796;79.590;88.129;109.910;121.701;961.841;17.307;21.040;14.757;0.614
2022;8;16;14;0;228;0.000;99889.400;28.920;1.791;0.345;17.882;390.000;1.063;418.757;53.300;122.969;73.604;169.814;961.841;17.307;21.040;14.762;0.614
2022;8;16;14;30;228;0.000;99858.600;28.691;1.884;0.360;17.394;390.000;1.121;394.279;69.172;59.996;95.523;82.851;961.841;17.307;21.040;14.817;0.613
2022;8;16;15;0;228;0.000;99856.900;27.948;1.633;0.240;17.463;390.000;1.182;384.437;65.370;34.956;90.273;48.272;961.841;17.307;21.040;14.833;0.613
2022;8;16;15;30;228;0.000;99851.500;27.859;1.728;0.339;16.959;390.000;1.245;381.401;52.506;39.585;72.509;54.664;961.841;17.307;21.040;14.836;0.613
2022;8;16;16;0;228;0.000;99860.600;27.241;0.997;0.214;16.241;390.000;1.308;373.324;46.139;16.469;63.716;22.743;961.841;17.307;21.040;14.900;0.612
2022;8;16;16;30;228;0.000;99858.600;26.471;0.458;0.117;17.131;390.000;1.371;372.964;35.477;8.834;48.992;12.199;961.841;17.307;21.040;14.929;0.612
2022;8;16;17;0;228;0.000;99811.800;24.563;0.282;0.102;18.520;390.000;1.433;368.562;15.370;0.000;21.225;0.000;961.841;17.307;21.040;14.916;0.612
2022;8;16;17;30;228;0.000;99820.000;23.420;0.474;0.076;18.483;390.000;1.493;362.354;5.359;0.000;7.400;0.000;961.841;17.307;21.040;14.927;0.613
2022;8;16;18;0;228;0.000;99837.900;21.244;0.271;0.064;18.411;390.000;1.551;355.244;0.273;0.000;0.376;0.000;961.841;17.307;21.040;14.949;0.613
2022;8;16;18;30;228;0.000;99849.400;19.521;0.279;0.018;18.130;390.000;1.605;348.992;-1.063;-0.027;-1.468;-0.037;961.841;17.307;21.040;14.967;0.613
2022;8;16;19;0;228;0.000;99867.000;18.190;0.268;0.036;17.618;390.000;1.655;345.087;-0.702;-0.037;-0.970;-0.051;961.841;17.307;21.040;14.964;0.612
2022;8;16;19;30;228;0.000;99875.500;17.148;0.225;0.017;17.135;390.000;1.700;342.532;-0.397;-0.032;-0.548;-0.044;961.841;17.307;21.040;14.971;0.612
2022;8;16;20;0;228;0.000;99888.300;16.325;0.141;0.036;16.904;390.000;1.740;341.713;-0.240;-0.027;-0.332;-0.037;961.841;17.307;21.040;14.936;0.612
2022;8;16;20;30;228;0.000;99894.400;15.618;0.157;0.017;16.464;390.000;1.773;343.529;-0.264;-0.037;-0.365;-0.052;961.841;17.307;21.040;14.907;0.612
2022;8;16;21;0;228;0.000;99897.800;15.057;0.239;0.030;16.323;390.000;1.799;349.519;0.072;0.013;0.099;0.017;961.841;17.307;21.040;14.913;0.613
2022;8;16;21;30;228;0.000;99888.800;14.668;0.214;0.033;15.946;390.000;1.818;353.832;-0.179;-0.038;-0.247;-0.052;961.841;17.307;21.040;14.867;0.613
2022;8;16;22;0;228;0.000;99893.400;14.198;0.173;0.021;15.685;390.000;1.829;356.808;0.012;0.003;0.017;0.004;961.841;17.307;21.040;14.848;0.612
2022;8;16;22;30;228;0.000;99896.000;13.741;0.162;0.021;15.157;390.000;1.831;360.316;-0.098;-0.028;-0.135;-0.039;961.841;17.307;21.040;14.856;0.613
2022;8;16;23;0;228;0.000;99877.600;13.465;0.085;0.017;15.001;390.000;1.825;365.901;0.203;0.067;0.280;0.093;961.841;17.307;21.040;14.832;0.613
2022;8;16;23;30;228;0.000;99863.400;13.422;0.101;0.020;14.882;390.000;1.811;369.938;0.118;0.044;0.163;0.061;961.841;17.307;21.040;14.833;0.613
2022;8;17;0;0;229;0.000;99836.900;13.620;0.112;0.035;14.968;390.000;1.790;367.848;0.028;0.012;0.038;0.016;977.456;17.720;20.615;14.776;0.613
2022;8;17;0;30;229;0.000;99818.400;13.564;0.159;0.014;15.043;390.000;1.760;365.748;-0.055;-0.026;-0.076;-0.036;977.456;17.720;20.615;14.779;0.613
2022;8;17;1;0;229;0.000;99804.700;13.282;0.075;0.025;14.768;390.000;1.725;362.840;-0.110;-0.059;-0.152;-0.081;977.456;17.720;20.615;14.757;0.612
2022;8;17;1;30;229;0.000;99796.900;13.059;0.093;0.024;14.705;390.000;1.683;361.089;-0.065;-0.039;-0.090;-0.054;977.456;17.720;20.615;14.724;0.612
2022;8;17;2;0;229;0.000;99768.300;12.750;0.092;0.014;14.492;390.000;1.635;360.709;0.403;0.266;0.556;0.367;977.456;17.720;20.615;14.720;0.612
2022;8;17;2;30;229;0.000;99741.200;12.505;0.150;0.039;14.288;390.000;1.584;360.214;2.016;1.474;2.785;2.036;977.456;17.720;20.615;14.701;0.612
2022;8;17;3;0;229;0.000;99735.100;12.532;0.105;0.031;14.328;390.000;1.528;362.355;6.905;5.586;9.536;7.714;977.456;17.720;20.615;14.696;0.612
2022;8;17;3;30;229;0.000;99749.800;13.093;0.066;0.032;14.808;390.000;1.470;368.002;14.800;17.430;20.438;24.070;977.456;17.720;20.615;14.713;0.612
2022;8;17;4;0;229;0.000;99744.900;14.979;0.119;0.021;15.908;390.000;1.409;377.635;26.465;20.000;36.547;27.619;977.456;17.720;20.615;14.667;0.612
2022;8;17;4;30;229;0.000;99758.900;17.663;0.169;0.061;17.893;390.000;1.346;387.019;37.992;22.300;52.465;30.795;977.456;17.720;20.615;14.656;0.613
2022;8;17;5;0;229;0.000;99745.400;20.354;0.672;0.210;19.886;390.000;1.284;393.585;48.345;28.566;66.762;39.449;977.456;17.720;20.615;14.647;0.612
2022;8;17;5;30;229;0.000;99747.200;21.869;0.861;0.203;20.570;390.000;1.221;373.463;53.365;50.929;73.694;70.331;977.456;17.720;20.615;14.651;0.612
2022;8;17;6;0;229;0.000;99735.200;23.112;1.048;0.225;20.769;390.000;1.159;371.597;48.615;91.544;67.135;126.418;977.456;17.720;20.615;14.644;0.612
2022;8;17;6;30;229;0.000;99725.100;24.419;1.297;0.208;20.879;390.000;1.099;377.342;36.379;145.515;50.237;200.950;977.456;17.720;20.615;14.662;0.612
2022;8;17;7;0;229;0.000;99693.300;25.222;1.380;0.251;20.850;390.000;1.042;381.055;40.614;162.458;56.087;224.346;977.456;17.720;20.615;14.667;0.613
2022;8;17;7;30;229;0.000;99676.700;26.040;1.432;0.268;20.983;390.000;0.990;384.143;44.896;179.583;61.999;247.996;977.456;17.720;20.615;14.660;0.613
2022;8;17;8;0;229;0.000;99658.700;26.702;2.050;0.328;20.699;390.000;0.942;386.739;47.993;191.972;66.276;265.104;977.456;17.720;20.615;14.667;0.612
2022;8;17;8;30;229;0.000;99655.900;27.352;1.624;0.281;20.573;390.000;0.902;389.869;49.629;198.516;68.535;274.142;977.456;17.720;20.615;14.719;0.611
2022;8;17;9;0;229;0.000;99637.100;28.265;2.024;0.323;20.358;390.000;0.869;397.692;65.075;174.686;89.865;241.233;977.456;17.720;20.615;14.728;0.611
2022;8;17;9;30;229;0.000;99620.200;28.673;2.202;0.355;20.022;390.000;0.845;403.146;60.041;192.652;82.914;266.043;977.456;17.720;20.615;14.763;0.612
2022;8;17;10;0;229;0.000;99583.800;29.145;2.449;0.407;19.745;390.000;0.831;400.327;53.550;214.201;73.950;295.801;977.456;17.720;20.615;14.810;0.612
2022;8;17;10;30;229;0.000;99561.500;29.947;2.162;0.432;19.205;390.000;0.828;400.707;54.243;216.973;74.907;299.629;977.456;17.720;20.615;14.847;0.612
2022;8;17;11;0;229;0.000;99537.800;29.582;2.692;0.628;19.241;390.000;0.836;401.531;83.992;147.809;115.988;204.117;977.456;17.720;20.615;14.891;0.612
2022;8;17;11;30;229;0.000;99542.500;29.153;2.381;0.505;20.176;390.000;0.855;407.579;102.656;96.121;141.763;132.739;977.456;17.720;20.615;14.923;0.611
2022;8;17;12;0;229;0.000;99541.600;28.765;2.873;0.541;19.626;390.000;0.883;409.498;107.625;66.836;148.625;92.297;977.456;17.720;20.615;14.960;0.611
2022;8;17;12;30;229;0.000;99552.700;28.015;2.534;0.591;19.495;390.000;0.919;410.905;99.539;74.823;137.458;103.328;977.456;17.720;20.615;15.006;0.611
2022;8;17;13;0;229;0.000;99533.100;27.660;2.353;0.453;19.829;390.000;0.963;409.163;101.867;20.003;140.673;27.624;977.456;17.720;20.615;15.054;0.611
2022;8;17;13;30;229;2.000;98433.600;23.105;1.686;0.393;22.072;390.000;1.013;413.286;55.481;0.000;76.616;0.000;977.456;17.720;20.615;15.076;0.611
2022;8;17;14;0;229;0.000;98110.700;22.468;0.637;0.222;22.742;390.000;1.068;401.878;74.868;0.000;103.389;0.000;977.456;17.720;20.615;15.120;0.612
2022;8;17;14;30;229;0.000;98778.700;23.010;0.886;0.224;20.838;390.000;1.127;397.943;75.342;7.293;104.044;10.072;977.456;17.720;20.615;15.154;0.611
2022;8;17;15;0;229;0.000;99630.500;23.523;1.121;0.237;20.502;390.000;1.188;396.595;66.277;9.490;91.526;13.106;977.456;17.720;20.615;15.163;0.611
2022;8;17;15;30;229;0.100;99575.200;23.349;1.407;0.348;20.146;390.000;1.250;412.245;15.841;0.000;21.876;0.000;977.456;17.720;20.615;15.167;0.611
2022;8;17;16;0;229;0.800;99621.600;20.418;1.035;0.293;21.490;390.000;1.313;398.102;43.093;0.625;59.509;0.864;977.456;17.720;20.615;15.167;0.611
2022;8;17;16;30;229;0.000;99662.400;19.949;0.873;0.169;21.737;390.000;1.376;377.108;20.481;0.000;28.283;0.000;977.456;17.720;20.615;15.167;0.611
2022;8;17;17;0;229;0.000;99688.300;19.874;0.646;0.143;21.655;390.000;1.438;392.659;8.074;0.000;11.150;0.000;977.456;17.720;20.615;15.178;0.612
2022;8;17;17;30;229;0.000;99723.900;19.653;0.456;0.101;21.506;390.000;1.498;395.105;3.538;0.000;4.886;0.000;977.456;17.720;20.615;15.198;0.612
2022;8;17;18;0;229;0.000;99743.700;19.194;0.141;0.038;21.401;390.000;1.556;391.932;0.550;0.000;0.759;0.000;977.456;17.720;20.615;15.209;0.611
2022;8;17;18;30;229;0.000;99738.200;18.589;0.362;0.039;20.922;390.000;1.610;370.211;-0.655;-0.030;-0.904;-0.042;977.456;17.720;20.615;15.222;0.611
2022;8;17;19;0;229;0.000;99766.800;17.778;0.213;0.026;19.963;390.000;1.660;372.901;-0.677;-0.066;-0.934;-0.091;977.456;17.720;20.615;15.218;0.611
2022;8;17;19;30;229;0.000;99778.600;17.346;0.513;0.034;19.513;390.000;1.706;376.654;-0.265;-0.041;-0.366;-0.056;977.456;17.720;20.615;15.229;0.611
2022;8;17;20;0;229;0.000;99801.400;16.948;0.245;0.013;19.070;390.000;1.745;384.541;-0.138;-0.030;-0.190;-0.041;977.456;17.720;20.615;15.233;0.611
2022;8;17;20;30;229;0.000;99812.000;16.798;0.282;0.019;18.922;390.000;1.779;385.199;-0.073;-0.021;-0.101;-0.029;977.456;17.720;20.615;15.233;0.611
2022;8;17;21;0;229;0.000;99815.700;16.562;0.057;0.020;18.648;390.000;1.805;379.440;-0.301;-0.110;-0.416;-0.151;977.456;17.720;20.615;15.237;0.611
2022;8;17;21;30;229;0.000;99835.700;16.108;0.087;0.019;18.108;390.000;1.824;377.121;-0.186;-0.084;-0.257;-0.116;977.456;17.720;20.615;15.229;0.611
2022;8;17;22;0;229;0.000;99838.400;15.846;0.226;0.030;17.822;390.000;1.834;374.789;-0.138;-0.076;-0.191;-0.105;977.456;17.720;20.615;15.182;0.611
2022;8;17;22;30;229;0.000;99847.900;15.867;0.213;0.030;17.816;390.000;1.837;374.773;0.276;0.184;0.382;0.254;977.456;17.720;20.615;15.181;0.612
2022;8;17;23;0;229;0.000;99856.700;15.888;0.196;0.023;17.810;390.000;1.831;374.757;0.631;0.505;0.871;0.697;977.456;17.720;20.615;15.181;0.612
2022;8;17;23;30;229;0.000;99879.100;15.910;0.163;0.030;17.802;390.000;1.817;374.741;0.925;0.885;1.278;1.222;977.456;17.720;20.615;15.181;0.612
2022;8;18;0;0;230;0.000;99891.300;15.931;0.080;0.022;17.795;390.000;1.795;374.725;1.160;1.325;1.601;1.830;992.517;18.013;20.062;15.180;0.612
2022;8;18;0;30;230;0.000;99900.200;15.952;0.025;0.021;17.789;390.000;1.766;374.709;1.334;1.825;1.842;2.521;992.517;18.013;20.062;15.180;0.612
2022;8;18;1;0;230;0.000;99905.500;11.715;0.039;0.020;13.762;390.000;1.730;344.383;1.113;1.834;1.537;2.532;992.517;18.013;20.062;14.988;0.606
2022;8;18;1;30;230;0.000;99896.600;11.507;0.029;0.034;13.469;390.000;1.688;343.342;1.140;2.279;1.574;3.148;992.517;18.013;20.062;14.984;0.606
2022;8;18;2;0;230;0.000;99892.000;11.423;0.026;0.012;13.479;390.000;1.640;345.257;1.124;2.767;1.552;3.821;992.517;18.013;20.062;14.984;0.606
2022;8;18;2;30;230;0.000;99890.900;11.350;0.299;0.036;13.403;390.000;1.588;345.338;3.259;10.074;4.501;13.911;992.517;18.013;20.062;14.979;0.606
2022;8;18;3;0;230;0.000;99906.200;11.477;0.034;0.061;13.479;390.000;1.533;345.127;4.555;18.219;6.290;25.160;992.517;18.013;20.062;14.973;0.606
2022;8;18;3;30;230;0.000;99932.500;11.700;0.118;0.033;13.602;390.000;1.474;347.895;8.284;33.137;11.440;45.761;992.517;18.013;20.062;14.970;0.606
2022;8;18;4;0;230;0.000;99946.800;13.759;0.033;0.032;15.270;390.000;1.413;351.756;13.913;46.156;19.213;63.739;992.517;18.013;20.062;14.970;0.606
2022;8;18;4;30;230;0.000;99965.700;15.711;0.086;0.043;16.660;390.000;1.351;355.592;20.688;61.568;28.569;85.023;992.517;18.013;20.062;14.974;0.606
2022;8;18;5;0;230;0.000;99987.300;17.848;0.121;0.023;18.070;390.000;1.288;357.226;27.320;77.123;37.728;106.504;992.517;18.013;20.062;14.978;0.606
2022;8;18;5;30;230;0.000;100003.300;20.371;0.281;0.053;20.137;390.000;1.225;351.594;38.826;82.376;53.617;113.757;992.517;18.013;20.062;14.994;0.606
2022;8;18;6;0;230;0.000;100013.900;21.719;0.315;0.078;20.867;390.000;1.163;350.533;48.883;89.078;67.505;123.012;992.517;18.013;20.062;14.997;0.606
2022;8;18;6;30;230;0.000;100004.000;22.027;0.235;0.072;21.653;390.000;1.104;353.945;62.341;86.242;86.090;119.096;992.517;18.013;20.062;14.969;0.606
2022;8;18;7;0;230;0.000;100011.300;21.904;0.413;0.136;22.088;390.000;1.047;353.995;73.444;85.761;101.422;118.432;992.517;18.013;20.062;14.966;0.606
2022;8;18;7;30;230;0.000;100055.300;22.085;0.508;0.175;22.770;390.000;0.994;356.190;88.465;70.503;122.167;97.361;992.517;18.013;20.062;14.965;0.606
2022;8;18;8;0;230;0.000;100041.400;22.154;0.768;0.147;23.268;390.000;0.947;356.338;99.619;59.113;137.570;81.632;992.517;18.013;20.062;14.960;0.606
2022;8;18;8;30;230;0.000;100043.900;22.337;0.734;0.192;23.528;390.000;0.907;360.064;106.191;58.206;146.645;80.380;992.517;18.013;20.062;14.965;0.606
2022;8;18;9;0;230;0.000;100036.000;22.616;1.099;0.211;23.810;390.000;0.874;360.434;110.905;59.158;153.154;81.694;992.517;18.013;20.062;14.968;0.606
2022;8;18;9;30;230;0.000;100039.300;23.181;1.007;0.097;23.775;390.000;0.850;362.796;111.196;71.848;153.557;99.219;992.517;18.013;20.062;14.962;0.606
2022;8;18;10;0;230;0.000;100050.200;23.700;1.169;0.162;23.625;390.000;0.837;366.468;108.427;87.600;149.732;120.971;992.517;18.013;20.062;14.958;0.606
2022;8;18;10;30;230;0.000;100050.800;24.447;1.122;0.214;23.889;390.000;0.834;368.106;111.255;80.050;153.638;110.546;992.517;18.013;20.062;14.963;0.606
2022;8;18;11;0;230;0.000;100060.300;25.287;1.147;0.219;24.221;390.000;0.842;370.226;111.557;75.028;154.055;103.610;992.517;18.013;20.062;14.965;0.607
2022;8;18;11;30;230;0.000;100070.400;25.503;1.022;0.172;23.784;390.000;0.860;372.648;114.992;48.461;158.799;66.922;992.517;18.013;20.062;14.967;0.607
2022;8;18;12;0;230;0.000;100042.300;26.019;0.926;0.194;23.593;390.000;0.888;368.411;112.838;27.483;155.824;37.953;992.517;18.013;20.062;14.968;0.607
2022;8;18;12;30;230;0.000;100044.400;26.148;0.785;0.138;23.402;390.000;0.925;366.533;107.678;26.035;148.698;35.953;992.517;18.013;20.062;14.970;0.607
2022;8;18;13;0;230;0.000;100035.500;26.257;0.455;0.147;23.155;390.000;0.969;369.060;101.300;25.803;139.891;35.633;992.517;18.013;20.062;14.968;0.607
2022;8;18;13;30;230;0.000;99999.200;26.407;1.138;0.216;22.464;390.000;1.019;368.073;92.846;12.542;128.216;17.320;992.517;18.013;20.062;14.969;0.607
2022;8;18;14;0;230;0.000;100009.300;26.471;1.116;0.260;22.389;390.000;1.074;366.957;81.364;2.308;112.360;3.187;992.517;18.013;20.062;14.975;0.607
2022;8;18;14;30;230;0.000;99968.900;26.250;1.107;0.209;22.676;390.000;1.132;365.046;73.151;3.440;101.018;4.750;992.517;18.013;20.062;14.986;0.607
2022;8;18;15;0;230;0.000;99982.600;25.945;1.211;0.292;23.191;390.000;1.193;363.151;64.368;5.142;88.889;7.100;992.517;18.013;20.062;14.991;0.607
2022;8;18;15;30;230;0.000;99997.300;25.620;0.848;0.189;22.820;390.000;1.255;361.545;53.522;2.769;73.912;3.824;992.517;18.013;20.062;14.998;0.607
2022;8;18;16;0;230;0.000;99968.800;25.444;0.401;0.117;23.873;390.000;1.319;358.615;42.324;0.749;58.448;1.034;992.517;18.013;20.062;15.007;0.607
2022;8;18;16;30;230;0.000;99987.000;24.803;0.257;0.059;23.050;390.000;1.382;353.963;29.383;0.000;40.577;0.000;992.517;18.013;20.062;15.013;0.607
2022;8;18;17;0;230;0.000;100008.400;23.831;0.233;0.048;22.738;390.000;1.444;353.898;15.693;0.000;21.671;0.000;992.517;18.013;20.062;15.021;0.608
2022;8;18;17;30;230;0.000;100003.200;22.288;0.290;0.043;21.365;390.000;1.504;346.322;9.320;0.000;12.871;0.000;992.517;18.013;20.062;15.026;0.608
2022;8;18;18;0;230;0.000;99999.200;21.358;0.200;0.043;21.230;390.000;1.561;342.664;1.430;1.517;1.974;2.095;992.517;18.013;20.062;15.031;0.608
2022;8;18;18;30;230;0.000;100021.100;20.012;0.241;0.028;20.425;390.000;1.616;339.010;1.383;1.564;1.910;2.160;992.517;18.013;20.062;15.039;0.608
2022;8;18;19;0;230;0.000;100036.000;19.200;0.259;0.040;20.692;390.000;1.666;339.750;1.336;1.611;1.845;2.224;992.517;18.013;20.062;15.047;0.608
2022;8;18;19;30;230;0.000;100042.500;18.577;0.198;0.026;19.606;390.000;1.711;339.021;1.290;1.657;1.781;2.289;992.517;18.013;20.062;15.049;0.608
2022;8;18;20;0;230;0.000;100075.000;17.753;0.309;0.018;18.719;390.000;1.751;340.702;1.243;1.704;1.716;2.353;992.517;18.013;20.062;15.046;0.608
2022;8;18;20;30;230;0.000;100087.700;17.232;0.234;0.029;18.303;390.000;1.784;344.607;1.196;1.751;1.652;2.418;992.517;18.013;20.062;15.054;0.608
2022;8;18;21;0;230;0.000;100077.000;16.845;0.241;0.033;17.828;390.000;1.810;344.351;1.150;1.797;1.587;2.482;992.517;18.013;20.062;15.060;0.609
2022;8;18;21;30;230;0.000;100060.400;16.495;0.281;0.041;17.464;390.000;1.829;343.234;1.103;1.844;1.523;2.547;992.517;18.013;20.062;15.058;0.609
2022;8;18;22;0;230;0.000;100054.200;16.278;0.262;0.040;17.245;390.000;1.840;344.381;1.056;1.891;1.459;2.611;992.517;18.013;20.062;15.052;0.609
2022;8;18;22;30;230;0.000;100041.500;16.259;0.120;0.018;17.080;390.000;1.842;346.493;1.010;1.937;1.394;2.676;992.517;18.013;20.062;15.055;0.609
2022;8;18;23;0;230;0.000;100008.600;16.091;0.264;0.042;17.020;390.000;1.836;347.793;0.963;1.984;1.330;2.740;992.517;18.013;20.062;15.060;0.609
2022;8;18;23;30;230;0.000;99973.900;15.666;0.224;0.031;16.777;390.000;1.822;348.065;0.916;2.031;1.265;2.805;992.517;18.013;20.062;15.059;0.609
2022;8;19;0;0;231;0.000;99978.300;14.679;0.101;0.034;15.707;390.000;1.800;348.268;0.869;2.078;1.201;2.869;1008.981;18.444;21.464;15.061;0.609
2022;8;19;0;30;231;0.000;99993.700;14.471;0.054;0.019;15.511;390.000;1.771;347.373;0.823;2.124;1.136;2.933;1008.981;18.444;21.464;15.057;0.609
2022;8;19;1;0;231;0.000;100013.100;14.130;0.033;0.015;15.216;390.000;1.735;344.383;0.776;2.171;1.072;2.998;1008.981;18.444;21.464;15.074;0.609
2022;8;19;1;30;231;0.000;100030.900;14.027;0.092;0.043;14.983;390.000;1.692;343.342;0.788;2.395;1.088;3.308;1008.981;18.444;21.464;15.075;0.609
2022;8;19;2;0;231;0.000;100043.300;14.048;0.078;0.033;15.098;390.000;1.645;345.257;0.792;2.627;1.094;3.628;1008.981;18.444;21.464;15.079;0.609
2022;8;19;2;30;231;0.000;100044.900;13.975;0.089;0.027;15.093;390.000;1.593;345.338;2.368;8.604;3.270;11.882;1008.981;18.444;21.464;15.079;0.609
2022;8;19;3;0;231;0.000;100045.000;14.102;0.119;0.026;15.258;390.000;1.537;345.127;3.705;14.820;5.117;20.466;1008.981;18.444;21.464;15.076;0.610
2022;8;19;3;30;231;0.000;100068.800;14.246;0.070;0.019;15.335;390.000;1.478;347.895;7.351;28.641;10.151;39.552;1008.981;18.444;21.464;15.078;0.610
2022;8;19;4;0;231;0.000;100123.900;16.226;0.132;0.040;17.089;390.000;1.418;351.756;18.590;34.869;25.672;48.153;1008.981;18.444;21.464;15.082;0.610
2022;8;19;4;30;231;0.000;100166.100;17.942;0.095;0.116;18.366;390.000;1.355;355.592;29.021;42.378;40.076;58.521;1008.981;18.444;21.464;15.090;0.610
2022;8;19;5;0;231;0.000;100173.400;19.842;0.537;0.139;19.628;390.000;1.292;357.226;39.132;50.205;54.040;69.331;1008.981;18.444;21.464;15.099;0.610
2022;8;19;5;30;231;0.000;100142.800;22.260;1.274;0.205;21.485;390.000;1.230;351.594;44.791;67.677;61.855;93.459;1008.981;18.444;21.464;15.111;0.610
2022;8;19;6;0;231;0.000;100132.800;23.503;1.516;0.233;21.871;390.000;1.168;350.533;49.262;86.338;68.029;119.229;1008.981;18.444;21.464;15.109;0.610
2022;8;19;6;30;231;0.000;100151.700;24.494;1.301;0.265;21.934;390.000;1.108;353.945;60.066;89.460;82.949;123.541;1008.981;18.444;21.464;15.085;0.610
2022;8;19;7;0;231;0.000;100131.600;25.054;1.326;0.254;21.623;390.000;1.052;353.995;68.957;94.496;95.226;130.495;1008.981;18.444;21.464;15.087;0.610
2022;8;19;7;30;231;0.000;100087.200;25.760;1.255;0.277;21.683;390.000;0.999;356.190;64.381;126.689;88.906;174.952;1008.981;18.444;21.464;15.094;0.610
2022;8;19;8;0;231;0.000;100143.900;26.353;1.274;0.263;21.475;390.000;0.952;356.338;55.013;163.674;75.970;226.025;1008.981;18.444;21.464;15.098;0.610
2022;8;19;8;30;231;0.000;100124.900;27.009;1.830;0.313;20.982;390.000;0.912;360.064;59.343;170.436;81.950;235.365;1008.981;18.444;21.464;15.107;0.610
2022;8;19;9;0;231;0.000;100100.100;27.760;2.002;0.341;20.364;390.000;0.879;360.434;60.091;180.782;82.983;249.652;1008.981;18.444;21.464;15.115;0.610
2022;8;19;9;30;231;0.000;100127.700;28.220;2.295;0.434;19.235;390.000;0.856;362.796;64.751;180.136;89.418;248.759;1008.981;18.444;21.464;15.122;0.610
2022;8;19;10;0;231;0.000;100124.200;28.635;2.797;0.458;17.971;390.000;0.842;366.468;65.469;183.430;90.410;253.308;1008.981;18.444;21.464;15.131;0.610
2022;8;19;10;30;231;0.000;100107.150;28.830;2.713;0.633;18.168;390.000;0.840;368.106;78.770;157.855;108.778;217.990;1008.981;18.444;21.464;15.140;0.609
2022;8;19;11;0;231;0.000;100090.100;29.120;2.630;0.476;18.424;390.000;0.848;370.226;86.999;137.352;120.142;189.676;1008.981;18.444;21.464;15.147;0.609
2022;8;19;11;30;231;0.000;100073.800;28.942;2.033;0.350;18.509;390.000;0.866;372.648;100.061;98.562;138.179;136.110;1008.981;18.444;21.464;15.152;0.609
2022;8;19;12;0;231;0.000;100076.473;29.064;1.137;0.265;18.714;390.000;0.894;368.411;105.961;66.933;146.327;92.432;1008.981;18.444;21.464;15.158;0.609
