year;month;day;hour;minute;doy;Prec;P;Tair;U;Ustar;H2O;CO2;RH;Zen;LWin;diffPar;dirPar;diffNir;dirNir;DDsum;X;Tdaily;Tsoil;SWC
2015;1;1;0;30;1;0.003;102176.000;1.076;5.107;0.693;6.141;390.000;95.003;2.575;320.336;0.000;0.000;0.000;0.000;0.338;4.675;5.338;5.357;28.501
2015;1;1;1;0;1;0.000;102280.000;3.900;5.042;0.693;7.365;390.000;93.300;2.565;333.200;0.000;0.000;0.000;0.000;0.338;4.675;5.338;4.800;31.700
2015;1;1;1;30;1;0.000;102268.000;3.950;4.976;0.693;7.313;390.000;92.299;2.538;333.300;0.000;0.000;0.000;0.000;0.338;4.675;5.338;4.833;31.733
2015;1;1;2;0;1;0.000;102244.000;4.100;4.911;0.693;7.359;390.000;91.891;2.498;333.000;0.000;0.000;0.000;0.000;0.338;4.675;5.338;4.867;31.733
2015;1;1;2;30;1;0.000;102244.000;4.300;4.845;0.693;7.447;390.000;91.691;2.448;334.300;0.000;0.000;0.000;0.000;0.338;4.675;5.338;4.867;31.733
2015;1;1;3;0;1;0.000;102242.000;4.660;4.780;0.693;7.487;390.000;89.890;2.389;336.300;0.000;0.000;0.000;0.000;0.338;4.675;5.338;4.900;31.733
2015;1;1;3;30;1;0.000;102226.000;4.770;4.810;0.783;7.530;390.000;89.699;2.324;336.900;0.000;0.000;0.000;0.000;0.338;4.675;5.338;4.900;31.767
2015;1;1;4;0;1;0.000;102197.000;5.000;5.000;0.777;7.594;390.000;88.992;2.254;338.000;0.000;0.000;0.000;0.000;0.338;4.675;5.338;4.933;31.733
2015;1;1;4;30;1;0.000;102169.000;5.260;5.190;0.772;7.743;390.000;89.088;2.182;339.200;0.000;0.000;0.000;0.000;0.338;4.675;5.338;4.933;31.733
2015;1;1;5;0;1;0.000;102135.000;5.430;5.272;0.766;7.874;390.000;89.494;2.109;340.200;0.000;0.000;0.000;0.000;0.338;4.675;5.338;4.967;31.733
2015;1;1;5;30;1;0.000;102109.000;5.510;5.353;0.760;7.973;390.000;90.095;2.035;340.600;0.000;0.000;0.000;0.000;0.338;4.675;5.338;5.000;31.733
2015;1;1;6;0;1;0.000;102112.000;5.660;5.435;0.755;7.966;390.000;89.091;1.961;341.300;0.000;0.000;0.000;0.000;0.338;4.675;5.338;5.033;31.733
2015;1;1;6;30;1;0.000;102094.000;5.730;5.517;0.749;8.051;390.000;89.591;1.888;341.900;0.000;0.000;0.000;0.000;0.338;4.675;5.338;5.067;31.733
2015;1;1;7;0;1;0.000;102096.000;5.580;5.598;0.744;8.146;390.000;91.597;1.817;341.800;0.000;0.000;0.000;0.000;0.338;4.675;5.338;5.100;31.700
2015;1;1;7;30;1;0.000;102101.000;5.540;5.680;0.738;8.238;390.000;92.899;1.749;342.000;0.000;0.000;0.000;0.000;0.338;4.675;5.338;5.100;31.733
2015;1;1;8;0;1;0.000;102039.000;5.230;5.681;0.738;8.267;390.000;95.193;1.684;341.000;0.000;0.000;0.000;0.000;0.338;4.675;5.338;5.167;31.767
2015;1;1;8;30;1;0.000;102021.000;4.930;5.683;0.738;8.277;390.000;97.304;1.624;340.000;0.000;0.000;0.000;0.000;0.338;4.675;5.338;5.167;31.767
2015;1;1;9;0;1;0.000;102030.000;4.870;5.684;0.738;8.284;390.000;97.801;1.568;339.700;0.570;0.000;0.855;0.000;0.338;4.675;5.338;5.200;31.733
2015;1;1;9;30;1;0.000;102079.000;4.880;5.686;0.738;8.311;390.000;98.104;1.517;339.800;0.280;0.000;0.420;0.000;0.338;4.675;5.338;5.233;31.733
2015;1;1;10;0;1;0.000;102073.000;5.050;5.687;0.738;8.393;390.000;97.897;1.473;340.600;2.000;0.000;3.000;0.000;0.338;4.675;5.338;5.233;31.700
2015;1;1;10;30;1;0.000;102025.000;5.100;5.689;0.739;8.426;390.000;97.893;1.436;341.100;4.600;0.000;6.900;0.000;0.338;4.675;5.338;5.267;31.700
2015;1;1;11;0;1;0.000;102009.000;5.250;5.690;0.739;8.421;390.000;96.800;1.407;342.200;9.400;0.000;14.100;0.000;0.338;4.675;5.338;5.300;31.700
2015;1;1;11;30;1;0.000;101997.000;5.060;5.691;0.739;8.371;390.000;97.499;1.386;341.600;7.640;0.000;11.460;0.000;0.338;4.675;5.338;5.333;31.700
2015;1;1;12;0;1;0.000;101987.000;4.990;5.693;0.739;8.374;390.000;98.003;1.373;341.300;8.680;0.000;13.020;0.000;0.338;4.675;5.338;5.367;31.667
2015;1;1;12;30;1;0.000;101941.000;4.840;5.694;0.739;8.324;390.000;98.400;1.370;340.600;6.480;0.000;9.720;0.000;0.338;4.675;5.338;5.400;31.667
2015;1;1;13;0;1;0.000;101905.000;4.790;5.696;0.739;8.349;390.000;98.999;1.376;340.400;8.360;0.000;12.540;0.000;0.338;4.675;5.338;5.433;31.667
2015;1;1;13;30;1;0.000;101855.000;4.880;5.697;0.739;8.414;390.000;99.098;1.391;340.900;9.360;0.000;14.040;0.000;0.338;4.675;5.338;5.467;31.667
2015;1;1;14;0;1;0.000;101839.000;4.780;5.699;0.739;8.433;390.000;100.000;1.414;340.100;7.280;0.000;10.920;0.000;0.338;4.675;5.338;5.500;31.667
2015;1;1;14;30;1;0.000;101848.000;4.730;5.700;0.739;8.403;390.000;100.000;1.446;339.600;6.000;0.000;9.000;0.000;0.338;4.675;5.338;5.500;31.667
2015;1;1;15;0;1;0.000;101835.000;4.640;5.630;0.739;8.351;390.000;100.000;1.485;338.800;4.080;0.000;6.120;0.000;0.338;4.675;5.338;5.500;31.633
2015;1;1;15;30;1;0.000;101803.000;4.660;5.560;0.739;8.365;390.000;100.000;1.531;338.700;2.040;0.000;3.060;0.000;0.338;4.675;5.338;5.567;31.600
2015;1;1;16;0;1;0.000;101769.000;4.640;5.440;0.740;8.356;390.000;100.000;1.583;338.500;0.800;0.000;1.200;0.000;0.338;4.675;5.338;5.600;31.600
2015;1;1;16;30;1;0.000;101754.000;4.430;5.200;0.740;8.236;390.000;100.000;1.641;337.400;0.040;0.000;0.060;0.000;0.338;4.675;5.338;5.600;31.567
2015;1;1;17;0;1;0.000;101716.000;4.240;5.450;0.740;8.130;390.000;100.000;1.703;336.500;0.000;0.000;0.000;0.000;0.338;4.675;5.338;5.633;31.567
2015;1;1;17;30;1;0.000;101685.000;4.230;5.760;0.740;8.127;390.000;100.000;1.769;336.300;0.000;0.000;0.000;0.000;0.338;4.675;5.338;5.633;31.533
2015;1;1;18;0;1;0.000;101633.000;4.280;5.890;0.740;8.159;390.000;100.000;1.838;336.500;0.000;0.000;0.000;0.000;0.338;4.675;5.338;5.633;31.533
2015;1;1;18;30;1;0.000;101573.000;4.270;6.180;0.740;8.158;390.000;100.000;1.909;336.500;0.000;0.000;0.000;0.000;0.338;4.675;5.338;5.667;31.500
2015;1;1;19;0;1;0.000;101502.000;4.180;6.390;0.740;8.113;390.000;100.000;1.982;336.100;0.000;0.000;0.000;0.000;0.338;4.675;5.338;5.667;31.500
2015;1;1;19;30;1;0.000;101457.000;4.130;7.010;0.740;8.088;390.000;100.000;2.056;335.900;0.000;0.000;0.000;0.000;0.338;4.675;5.338;5.700;31.467
2015;1;1;20;0;1;0.000;101437.000;3.980;6.790;0.740;8.005;390.000;100.000;2.130;335.400;0.000;0.000;0.000;0.000;0.338;4.675;5.338;5.700;31.467
2015;1;1;20;30;1;0.000;101375.000;3.950;6.600;0.740;7.993;390.000;100.000;2.203;335.400;0.000;0.000;0.000;0.000;0.338;4.675;5.338;5.733;31.467
2015;1;1;21;0;1;0.000;101308.000;3.930;7.280;0.740;7.987;390.000;100.000;2.274;335.200;0.000;0.000;0.000;0.000;0.338;4.675;5.338;5.733;31.467
2015;1;1;21;30;1;0.000;101234.000;3.970;5.520;0.741;8.015;390.000;100.000;2.343;335.400;0.000;0.000;0.000;0.000;0.338;4.675;5.338;5.733;31.467
2015;1;1;22;0;1;0.000;101166.000;4.000;8.100;0.741;8.037;390.000;100.000;2.406;335.700;0.000;0.000;0.000;0.000;0.338;4.675;5.338;5.733;31.433
2015;1;1;22;30;1;0.000;101090.000;3.990;7.995;0.741;8.038;390.000;100.000;2.463;336.000;0.000;0.000;0.000;0.000;0.338;4.675;5.338;5.733;31.433
2015;1;1;23;0;1;0.000;100997.000;3.990;7.890;0.741;7.973;390.000;99.102;2.510;336.200;0.000;0.000;0.000;0.000;0.338;4.675;5.338;5.733;31.433
2015;1;1;23;30;1;0.000;100963.000;3.900;7.785;0.741;7.805;390.000;97.597;2.546;335.800;0.000;0.000;0.000;0.000;0.338;4.675;5.338;5.767;31.433
2015;1;2;0;0;2;0.000;100877.000;3.820;7.680;0.741;7.688;390.000;96.600;2.568;335.300;0.000;0.000;0.000;0.000;0.338;4.675;5.338;5.767;31.367
2015;1;2;0;30;2;0.000;100826.000;3.620;7.575;0.741;7.561;390.000;96.299;2.574;334.100;0.000;0.000;0.000;0.000;0.338;4.675;5.338;5.767;31.333
2015;1;2;1;0;2;0.000;100717.000;3.710;7.470;0.741;7.506;390.000;94.891;2.563;334.600;0.000;0.000;0.000;0.000;0.338;4.675;5.338;5.767;31.333
2015;1;2;1;30;2;0.400;100620.000;3.710;7.490;0.741;7.672;390.000;96.900;2.537;334.400;0.000;0.000;0.000;0.000;0.338;4.675;5.338;5.767;31.267
2015;1;2;2;0;2;1.000;100524.000;3.790;8.660;0.741;7.954;390.000;99.800;2.498;334.600;0.000;0.000;0.000;0.000;0.338;4.675;5.338;5.767;31.067
2015;1;2;2;30;2;0.400;100426.000;4.140;8.750;0.741;8.152;390.000;99.696;2.447;336.200;0.000;0.000;0.000;0.000;0.338;4.675;5.338;5.767;31.167
2015;1;2;3;0;2;0.200;100346.000;4.460;8.180;0.742;8.327;390.000;99.500;2.389;337.500;0.000;0.000;0.000;0.000;0.338;4.675;5.338;5.767;31.200
2015;1;2;3;30;2;0.000;100260.000;4.630;8.370;0.742;8.433;390.000;99.494;2.324;338.500;0.000;0.000;0.000;0.000;0.338;4.675;5.338;5.767;31.267
2015;1;2;4;0;2;0.000;100193.000;4.710;8.560;0.742;8.530;390.000;100.000;2.254;338.900;0.000;0.000;0.000;0.000;0.338;4.675;5.338;5.800;31.333
2015;1;2;4;30;2;0.400;100097.000;5.000;9.930;0.742;8.695;390.000;99.805;2.182;340.100;0.000;0.000;0.000;0.000;0.338;4.675;5.338;5.833;31.300
2015;1;2;5;0;2;0.200;100021.000;5.200;8.890;0.742;8.797;390.000;99.502;2.109;341.000;0.000;0.000;0.000;0.000;0.338;4.675;5.338;5.833;31.233
2015;1;2;5;30;2;0.600;99940.000;5.240;9.930;0.742;8.838;390.000;99.605;2.035;341.300;0.000;0.000;0.000;0.000;0.338;4.675;5.338;5.833;31.167
2015;1;2;6;0;2;0.000;99877.000;5.440;9.850;0.742;8.967;390.000;99.600;1.961;342.200;0.000;0.000;0.000;0.000;0.338;4.675;5.338;5.867;31.233
2015;1;2;6;30;2;0.200;99825.000;5.850;8.720;0.742;9.230;390.000;99.600;1.888;344.000;0.000;0.000;0.000;0.000;0.338;4.675;5.338;5.933;31.267
2015;1;2;7;0;2;0.000;99769.000;6.120;8.500;0.742;9.447;390.000;100.000;1.817;345.300;0.000;0.000;0.000;0.000;0.338;4.675;5.338;5.933;31.300
2015;1;2;7;30;2;0.200;99734.000;6.540;8.410;0.742;9.728;390.000;100.000;1.749;347.100;0.000;0.000;0.000;0.000;0.338;4.675;5.338;5.933;31.300
2015;1;2;8;0;2;0.200;99711.000;7.090;8.320;0.742;10.105;390.000;100.000;1.684;349.600;0.000;0.000;0.000;0.000;0.338;4.675;5.338;5.967;31.267
2015;1;2;8;30;2;0.000;99675.000;7.590;9.420;0.743;10.451;390.000;99.904;1.623;351.900;0.000;0.000;0.000;0.000;0.338;4.675;5.338;6.000;31.267
2015;1;2;9;0;2;0.200;99665.000;8.340;9.408;0.743;10.635;390.000;96.601;1.567;354.700;1.290;0.000;1.935;0.000;0.338;4.675;5.338;6.033;31.300
2015;1;2;9;30;2;0.000;99676.000;8.610;9.396;0.743;10.392;390.000;92.689;1.517;356.000;1.360;0.000;2.040;0.000;0.338;4.675;5.338;6.067;31.300
2015;1;2;10;0;2;0.000;99712.000;8.510;9.384;0.743;9.784;390.000;87.892;1.472;354.900;3.800;0.000;5.700;0.000;0.338;4.675;5.338;6.100;31.333
2015;1;2;10;30;2;0.000;99741.000;8.340;9.372;0.743;9.240;390.000;83.988;1.435;353.700;5.080;0.000;7.620;0.000;0.338;4.675;5.338;6.167;31.367
2015;1;2;11;0;2;0.000;99780.000;8.000;9.360;0.743;9.100;390.000;84.686;1.406;352.800;6.440;0.000;9.660;0.000;0.338;4.675;5.338;6.200;31.367
2015;1;2;11;30;2;0.000;99842.000;7.690;9.348;0.743;8.789;390.000;83.587;1.385;351.700;19.600;0.000;29.400;0.000;0.338;4.675;5.338;6.233;31.400
2015;1;2;12;0;2;0.000;99893.000;7.050;9.336;0.743;8.277;390.000;82.286;1.372;347.700;35.416;12.824;53.125;19.235;0.338;4.675;5.338;6.267;31.433
2015;1;2;12;30;2;0.000;99959.000;6.940;9.324;0.743;8.090;390.000;81.089;1.369;347.700;26.187;43.013;39.281;64.519;0.338;4.675;5.338;6.267;31.433
2015;1;2;13;0;2;0.000;100021.000;6.650;9.312;0.743;7.985;390.000;81.690;1.375;347.800;34.751;14.489;52.126;21.734;0.338;4.675;5.338;6.267;31.400
2015;1;2;13;30;2;0.000;100063.000;6.490;9.300;0.743;7.816;390.000;80.888;1.389;347.000;32.629;7.891;48.943;11.837;0.338;4.675;5.338;6.267;31.433
2015;1;2;14;0;2;0.000;100108.000;6.540;9.288;0.743;7.061;390.000;72.852;1.413;344.200;28.033;11.967;42.049;17.951;0.338;4.675;5.338;6.300;31.433
2015;1;2;14;30;2;0.000;100136.000;5.810;9.276;0.744;7.220;390.000;78.365;1.444;342.300;22.678;8.202;34.017;12.303;0.338;4.675;5.338;6.300;31.433
2015;1;2;15;0;2;0.000;100177.000;5.500;9.264;0.744;7.144;390.000;79.257;1.483;340.000;14.940;9.460;22.410;14.190;0.338;4.675;5.338;6.300;31.433
2015;1;2;15;30;2;0.000;100224.000;5.080;9.252;0.744;7.182;390.000;82.086;1.529;340.100;4.120;16.480;6.180;24.720;0.338;4.675;5.338;6.300;31.433
2015;1;2;16;0;2;0.000;100279.000;5.180;9.240;0.744;7.281;390.000;82.686;1.581;339.100;1.600;5.600;2.400;8.400;0.338;4.675;5.338;6.300;31.433
2015;1;2;16;30;2;1.600;100334.000;4.330;8.710;0.744;7.331;390.000;88.392;1.639;336.700;0.313;0.967;0.469;1.451;0.338;4.675;5.338;6.267;31.233
2015;1;2;17;0;2;0.200;100372.000;4.530;9.000;0.744;7.465;390.000;88.790;1.701;335.800;0.000;0.000;0.000;0.000;0.338;4.675;5.338;6.233;31.133
2015;1;2;17;30;2;0.000;100409.000;4.970;9.290;0.744;7.167;390.000;82.695;1.766;336.300;0.000;0.000;0.000;0.000;0.338;4.675;5.338;6.233;31.233
2015;1;2;18;0;2;0.000;100434.000;4.570;9.580;0.744;7.179;390.000;85.194;1.835;334.100;0.000;0.000;0.000;0.000;0.338;4.675;5.338;6.233;31.300
2015;1;2;18;30;2;0.000;100446.000;4.430;9.870;0.744;7.141;390.000;85.597;1.907;334.300;0.000;0.000;0.000;0.000;0.338;4.675;5.338;6.200;31.333
2015;1;2;19;0;2;0.000;100466.000;4.380;10.160;0.744;7.248;390.000;87.199;1.980;335.300;0.000;0.000;0.000;0.000;0.338;4.675;5.338;6.200;31.333
2015;1;2;19;30;2;1.000;100498.000;3.920;9.320;0.744;7.256;390.000;90.192;2.054;334.400;0.000;0.000;0.000;0.000;0.338;4.675;5.338;6.200;31.267
2015;1;2;20;0;2;0.400;100494.000;3.650;9.363;0.745;7.318;390.000;92.702;2.128;332.500;0.000;0.000;0.000;0.000;0.338;4.675;5.338;6.167;31.167
2015;1;2;20;30;2;0.000;100517.000;3.850;9.405;0.745;7.083;390.000;88.491;2.201;332.400;0.000;0.000;0.000;0.000;0.338;4.675;5.338;6.133;31.300
2015;1;2;21;0;2;0.000;100558.000;4.220;9.448;0.745;6.963;390.000;84.790;2.272;333.700;0.000;0.000;0.000;0.000;0.338;4.675;5.338;6.133;31.333
2015;1;2;21;30;2;0.000;100605.000;4.210;9.491;0.745;7.070;390.000;86.197;2.340;334.800;0.000;0.000;0.000;0.000;0.338;4.675;5.338;6.133;31.367
2015;1;2;22;0;2;0.000;100630.000;3.280;9.533;0.745;6.866;390.000;89.390;2.404;329.300;0.000;0.000;0.000;0.000;0.338;4.675;5.338;6.100;31.333
2015;1;2;22;30;2;0.000;100650.000;3.140;9.576;0.745;6.896;390.000;90.696;2.461;328.400;0.000;0.000;0.000;0.000;0.338;4.675;5.338;6.067;31.367
2015;1;2;23;0;2;0.000;100659.000;3.370;9.619;0.745;6.900;390.000;89.291;2.508;329.100;0.000;0.000;0.000;0.000;0.338;4.675;5.338;6.067;31.367
2015;1;2;23;30;2;0.000;100682.000;3.970;9.661;0.745;6.696;390.000;83.091;2.544;331.200;0.000;0.000;0.000;0.000;0.338;4.675;5.338;6.033;31.400
2015;1;3;0;0;3;0.000;100694.000;3.820;9.704;0.745;6.705;390.000;84.095;2.566;331.000;0.000;0.000;0.000;0.000;0.338;4.523;3.463;5.967;31.400
2015;1;3;0;30;3;0.000;100683.000;3.700;9.747;0.745;6.665;390.000;84.287;2.573;330.600;0.000;0.000;0.000;0.000;0.338;4.523;3.463;5.967;31.433
2015;1;3;1;0;3;0.000;100702.000;3.590;9.789;0.745;6.582;390.000;83.898;2.562;329.700;0.000;0.000;0.000;0.000;0.338;4.523;3.463;5.967;31.433
2015;1;3;1;30;3;0.000;100739.000;3.260;9.832;0.746;6.718;390.000;87.691;2.536;330.000;0.000;0.000;0.000;0.000;0.338;4.523;3.463;5.967;31.400
2015;1;3;2;0;3;0.000;100760.000;2.980;9.875;0.746;6.735;390.000;89.691;2.497;327.900;0.000;0.000;0.000;0.000;0.338;4.523;3.463;5.900;31.400
2015;1;3;2;30;3;0.000;100771.000;3.170;9.917;0.746;6.773;390.000;88.995;2.447;328.700;0.000;0.000;0.000;0.000;0.338;4.523;3.463;5.867;31.400
2015;1;3;3;0;3;0.200;100807.000;3.530;9.960;0.746;6.819;390.000;87.390;2.388;331.300;0.000;0.000;0.000;0.000;0.338;4.523;3.463;5.867;31.400
2015;1;3;3;30;3;0.200;100838.000;2.740;9.407;0.746;6.787;390.000;92.001;2.323;327.700;0.000;0.000;0.000;0.000;0.338;4.523;3.463;5.867;31.200
2015;1;3;4;0;3;0.000;100824.000;3.650;8.853;0.746;6.782;390.000;86.198;2.254;330.100;0.000;0.000;0.000;0.000;0.338;4.523;3.463;5.833;31.233
2015;1;3;4;30;3;0.000;100791.000;3.730;8.300;0.746;6.784;390.000;85.699;2.182;330.100;0.000;0.000;0.000;0.000;0.338;4.523;3.463;5.800;31.267
2015;1;3;5;0;3;0.000;100752.000;3.910;7.747;0.746;6.825;390.000;85.099;2.109;330.500;0.000;0.000;0.000;0.000;0.338;4.523;3.463;5.800;31.267
2015;1;3;5;30;3;0.000;100679.000;4.070;7.193;0.746;6.891;390.000;84.898;2.034;331.800;0.000;0.000;0.000;0.000;0.338;4.523;3.463;5.800;31.267
2015;1;3;6;0;3;0.000;100637.000;4.520;6.640;0.746;7.131;390.000;85.095;1.961;336.000;0.000;0.000;0.000;0.000;0.338;4.523;3.463;5.800;31.267
2015;1;3;6;30;3;0.800;100549.000;4.070;8.990;0.746;7.460;390.000;91.801;1.888;335.100;0.000;0.000;0.000;0.000;0.338;4.523;3.463;5.800;31.067
2015;1;3;7;0;3;0.400;100499.000;4.540;8.640;0.747;7.604;390.000;90.491;1.817;336.500;0.000;0.000;0.000;0.000;0.338;4.523;3.463;5.800;31.133
2015;1;3;7;30;3;0.600;100442.000;4.590;8.270;0.747;7.745;390.000;91.799;1.749;337.400;0.000;0.000;0.000;0.000;0.338;4.523;3.463;5.800;31.233
2015;1;3;8;0;3;2.000;100540.000;2.050;6.700;0.747;6.854;390.000;97.303;1.684;326.700;0.000;0.000;0.000;0.000;0.338;4.523;3.463;5.800;31.500
2015;1;3;8;30;3;0.200;100490.000;2.010;6.150;0.747;6.922;390.000;98.499;1.623;326.100;0.000;0.000;0.000;0.000;0.338;4.523;3.463;5.800;31.633
2015;1;3;9;0;3;0.200;100474.000;2.590;6.250;0.747;7.127;390.000;97.296;1.567;328.600;1.486;0.034;2.229;0.051;0.338;4.523;3.463;5.800;31.633
2015;1;3;9;30;3;0.000;100430.000;2.810;6.580;0.747;7.153;390.000;96.094;1.516;329.500;0.560;0.000;0.840;0.000;0.338;4.523;3.463;5.767;31.600
2015;1;3;10;0;3;0.000;100410.000;2.950;6.662;0.747;7.121;390.000;94.702;1.471;329.200;5.520;0.000;8.280;0.000;0.338;4.523;3.463;5.767;31.600
2015;1;3;10;30;3;0.000;100419.000;2.850;6.744;0.747;7.115;390.000;95.305;1.434;328.800;11.600;0.000;17.400;0.000;0.338;4.523;3.463;5.767;31.600
2015;1;3;11;0;3;0.000;100393.000;3.030;6.826;0.747;7.178;390.000;94.903;1.405;330.100;22.560;0.000;33.840;0.000;0.338;4.523;3.463;5.767;31.633
2015;1;3;11;30;3;0.000;100365.000;3.360;6.908;0.747;7.295;390.000;94.198;1.383;330.800;33.320;4.360;49.980;6.540;0.338;4.523;3.463;5.733;31.633
2015;1;3;12;0;3;0.000;100349.000;3.820;6.990;0.747;7.441;390.000;93.000;1.371;334.300;28.861;35.939;43.291;53.909;0.338;4.523;3.463;5.733;31.633
2015;1;3;12;30;3;0.000;100320.000;4.060;6.950;0.748;7.464;390.000;91.697;1.367;335.700;34.870;20.570;52.305;30.855;0.338;4.523;3.463;5.733;31.633
2015;1;3;13;0;3;0.000;100276.000;4.220;6.510;0.748;7.518;390.000;91.293;1.373;335.600;35.530;9.910;53.296;14.864;0.338;4.523;3.463;5.733;31.633
2015;1;3;13;30;3;0.000;100233.000;4.210;6.070;0.748;7.516;390.000;91.299;1.387;334.600;31.655;17.745;47.483;26.617;0.338;4.523;3.463;5.767;31.633
2015;1;3;14;0;3;0.000;100203.000;5.010;5.630;0.748;7.602;390.000;87.292;1.411;339.900;17.104;68.416;25.656;102.624;0.338;4.523;3.463;5.767;31.633
2015;1;3;14;30;3;0.000;100191.000;4.760;5.190;0.748;7.464;390.000;87.197;1.442;338.500;20.098;19.502;30.147;29.253;0.338;4.523;3.463;5.800;31.633
2015;1;3;15;0;3;0.000;100180.000;4.250;4.750;0.748;7.517;390.000;90.997;1.481;335.100;12.000;0.000;18.000;0.000;0.338;4.523;3.463;5.800;31.633
2015;1;3;15;30;3;0.000;100160.000;4.110;4.877;0.749;7.633;390.000;93.300;1.527;334.300;7.911;1.649;11.866;2.474;0.338;4.523;3.463;5.833;31.667
2015;1;3;16;0;3;0.000;100152.000;4.300;5.003;0.750;7.711;390.000;92.992;1.579;336.100;5.826;1.174;8.739;1.761;0.338;4.523;3.463;5.833;31.667
2015;1;3;16;30;3;0.000;100148.000;4.090;5.130;0.752;7.427;390.000;90.896;1.636;333.300;1.473;0.287;2.210;0.430;0.338;4.523;3.463;5.833;31.667
2015;1;3;17;0;3;0.000;100166.000;3.710;5.257;0.753;7.206;390.000;90.599;1.698;330.100;0.000;0.000;0.000;0.000;0.338;4.523;3.463;5.833;31.667
2015;1;3;17;30;3;0.000;100162.000;3.430;5.383;0.754;7.065;390.000;90.590;1.764;328.400;0.000;0.000;0.000;0.000;0.338;4.523;3.463;5.833;31.667
2015;1;3;18;0;3;0.000;100153.000;3.330;5.510;0.755;7.031;390.000;90.794;1.833;328.000;0.000;0.000;0.000;0.000;0.338;4.523;3.463;5.833;31.667
2015;1;3;18;30;3;0.000;100129.000;3.290;5.637;0.756;6.936;390.000;89.799;1.904;327.800;0.000;0.000;0.000;0.000;0.338;4.523;3.463;5.833;31.667
2015;1;3;19;0;3;0.000;100140.000;3.190;5.763;0.757;6.740;390.000;87.890;1.977;326.900;0.000;0.000;0.000;0.000;0.338;4.523;3.463;5.800;31.667
2015;1;3;19;30;3;0.000;100174.000;3.140;5.890;0.759;6.784;390.000;88.801;2.051;326.900;0.000;0.000;0.000;0.000;0.338;4.523;3.463;5.800;31.633
2015;1;3;20;0;3;0.000;100179.000;2.850;6.017;0.760;6.735;390.000;89.996;2.125;325.800;0.000;0.000;0.000;0.000;0.338;4.523;3.463;5.733;31.667
2015;1;3;20;30;3;0.000;100193.000;2.880;6.143;0.761;6.733;390.000;89.791;2.199;325.800;0.000;0.000;0.000;0.000;0.338;4.523;3.463;5.733;31.633
2015;1;3;21;0;3;0.000;100198.000;2.900;6.270;0.762;6.735;390.000;89.699;2.270;326.000;0.000;0.000;0.000;0.000;0.338;4.523;3.463;5.700;31.633
2015;1;3;21;30;3;0.000;100213.000;2.810;6.251;0.763;6.706;390.000;89.901;2.338;325.400;0.000;0.000;0.000;0.000;0.338;4.523;3.463;5.700;31.600
2015;1;3;22;0;3;0.000;100240.000;2.840;6.232;0.764;6.786;390.000;90.803;2.402;325.800;0.000;0.000;0.000;0.000;0.338;4.523;3.463;5.667;31.600
2015;1;3;22;30;3;0.000;100281.000;2.640;6.213;0.766;6.724;390.000;91.294;2.458;324.900;0.000;0.000;0.000;0.000;0.338;4.523;3.463;5.633;31.600
2015;1;3;23;0;3;0.000;100332.000;2.510;6.194;0.767;6.696;390.000;91.801;2.506;324.300;0.000;0.000;0.000;0.000;0.338;4.523;3.463;5.600;31.600
2015;1;3;23;30;3;0.000;100376.000;2.350;6.175;0.768;6.638;390.000;92.094;2.542;323.100;0.000;0.000;0.000;0.000;0.338;4.523;3.463;5.600;31.600
2015;1;4;0;0;4;0.000;100416.000;2.480;6.155;0.769;6.661;390.000;91.592;2.565;323.200;0.000;0.000;0.000;0.000;0.338;4.304;2.768;5.567;31.600
2015;1;4;0;30;4;0.000;100442.000;2.610;6.136;0.770;6.648;390.000;90.597;2.571;323.900;0.000;0.000;0.000;0.000;0.338;4.304;2.768;5.533;31.600
2015;1;4;1;0;4;0.000;100503.000;2.440;6.117;0.771;6.608;390.000;91.197;2.561;323.200;0.000;0.000;0.000;0.000;0.338;4.304;2.768;5.533;31.600
2015;1;4;1;30;4;0.000;100551.000;2.490;6.098;0.773;6.556;390.000;90.202;2.535;323.400;0.000;0.000;0.000;0.000;0.338;4.304;2.768;5.500;31.600
2015;1;4;2;0;4;0.000;100603.000;2.370;6.079;0.774;6.488;390.000;90.090;2.496;322.800;0.000;0.000;0.000;0.000;0.338;4.304;2.768;5.467;31.567
2015;1;4;2;30;4;0.000;100651.000;2.220;6.060;0.775;6.360;390.000;89.300;2.446;322.000;0.000;0.000;0.000;0.000;0.338;4.304;2.768;5.467;31.633
2015;1;4;3;0;4;0.000;100704.000;2.130;6.012;0.768;6.188;390.000;87.491;2.388;321.300;0.000;0.000;0.000;0.000;0.338;4.304;2.768;5.467;31.633
2015;1;4;3;30;4;0.000;100749.000;2.440;5.964;0.762;6.035;390.000;83.493;2.323;322.300;0.000;0.000;0.000;0.000;0.338;4.304;2.768;5.400;31.667
2015;1;4;4;0;4;0.000;100783.000;2.650;5.916;0.755;5.874;390.000;80.098;2.254;323.400;0.000;0.000;0.000;0.000;0.338;4.304;2.768;5.400;31.667
2015;1;4;4;30;4;0.000;100837.000;2.640;5.868;0.748;5.718;390.000;78.067;2.182;323.500;0.000;0.000;0.000;0.000;0.338;4.304;2.768;5.400;31.633
2015;1;4;5;0;4;0.000;100886.000;2.570;5.820;0.742;5.663;390.000;77.740;2.108;323.200;0.000;0.000;0.000;0.000;0.338;4.304;2.768;5.367;31.633
