Year;Month;Day;Hour;Minute;Tair;RH;Prec;Snowdepth
2015;8;26;20;0;5.70000;88.00000;0.00000;-0.01000
2015;8;26;20;30;5.50000;90.00000;0.00000;-0.01000
2015;8;26;21;0;5.00000;90.00000;0.00000;-0.01000
2015;8;26;21;30;4.70000;91.00000;0.00000;-0.01000
2015;8;26;22;0;5.00000;93.00000;0.00000;-0.01000
2015;8;26;22;30;5.20000;93.00000;0.00000;-0.01000
2015;8;26;23;0;5.00000;92.00000;0.00000;-0.01000
2015;8;26;23;30;4.80000;93.00000;0.00000;-0.01000
2015;8;27;0;0;5.10000;93.00000;0.00000;-0.01000
2015;8;27;0;30;5.00000;93.00000;0.00000;-0.01000
2015;8;27;1;0;4.90000;94.00000;0.00000;-0.01000
2015;8;27;1;30;5.10000;94.00000;0.00000;-0.01000
2015;8;27;2;0;5.00000;94.00000;0.00000;-0.01000
2015;8;27;2;30;4.90000;94.00000;0.00000;-0.01000
2015;8;27;3;0;5.10000;94.00000;0.00000;-0.01000
2015;8;27;3;30;5.10000;94.00000;0.00000;-0.01000
2015;8;27;4;0;5.30000;94.00000;0.00000;-0.01000
2015;8;27;4;30;6.50000;91.00000;0.00000;-0.01000
2015;8;27;5;0;6.80000;92.00000;0.00000;-0.01000
2015;8;27;5;30;6.80000;92.00000;0.00000;-0.01000
2015;8;27;6;0;6.90000;93.00000;0.00000;-0.01000
2015;8;27;6;30;7.30000;93.00000;0.00000;-0.01000
2015;8;27;7;0;7.40000;93.00000;0.00000;-0.01000
2015;8;27;7;30;7.50000;93.00000;0.00000;-0.01000
2015;8;27;8;0;7.50000;94.00000;0.00000;-0.01000
2015;8;27;8;30;7.40000;95.00000;0.00000;-0.01000
2015;8;27;9;0;7.50000;95.00000;0.00000;-0.01000
2015;8;27;9;30;7.70000;96.00000;0.00000;-0.01000
2015;8;27;10;0;8.00000;96.00000;0.00000;-0.01000
2015;8;27;10;30;8.20000;97.00000;0.00000;-0.01000
2015;8;27;11;0;8.50000;97.00000;0.00000;-0.01000
2015;8;27;11;30;9.10000;97.00000;0.00000;-0.01000
2015;8;27;12;0;9.30000;97.00000;0.00000;-0.01000
2015;8;27;12;30;9.30000;97.00000;0.00000;-0.01000
2015;8;27;13;0;9.50000;97.00000;0.65000;-0.01000
2015;8;27;13;30;9.50000;97.00000;0.00000;-0.01000
2015;8;27;14;0;9.60000;97.00000;0.00000;-0.01000
2015;8;27;14;30;9.70000;96.00000;0.00000;-0.01000
2015;8;27;15;0;9.70000;96.00000;0.00000;-0.01000
2015;8;27;15;30;9.40000;96.00000;0.00000;-0.01000
2015;8;27;16;0;9.70000;95.00000;0.00000;-0.01000
2015;8;27;16;30;9.80000;93.00000;0.00000;-0.01000
2015;8;27;17;0;9.70000;93.00000;0.00000;-0.01000
2015;8;27;17;30;9.80000;91.00000;0.00000;-0.01000
2015;8;27;18;0;9.90000;90.00000;0.00000;-0.01000
2015;8;27;18;30;9.80000;91.00000;0.00000;-0.01000
2015;8;27;19;0;9.70000;92.00000;0.00000;-0.01000
2015;8;27;19;30;9.60000;92.00000;0.00000;-0.01000
2015;8;27;20;0;9.50000;92.00000;0.00000;-0.01000
2015;8;27;20;30;9.20000;92.00000;0.00000;-0.01000
2015;8;27;21;0;9.00000;91.00000;0.00000;-0.01000
2015;8;27;21;30;8.90000;91.00000;0.00000;-0.01000
2015;8;27;22;0;8.80000;91.00000;0.00000;-0.01000
2015;8;27;22;30;8.70000;91.00000;0.00000;-0.01000
2015;8;27;23;0;8.30000;94.00000;0.40000;-0.01000
2015;8;27;23;30;8.10000;95.00000;2.20000;-0.01000
2015;8;28;0;0;8.00000;96.00000;1.45000;-0.01000
2015;8;28;0;30;7.90000;96.00000;0.00000;-0.01000
2015;8;28;1;0;7.70000;96.00000;0.00000;-0.01000
2015;8;28;1;30;7.60000;95.00000;0.00000;-0.01000
2015;8;28;2;0;7.30000;94.00000;0.00000;-0.01000
2015;8;28;2;30;6.80000;94.00000;0.00000;-0.01000
2015;8;28;3;0;6.60000;93.00000;0.00000;-0.01000
2015;8;28;3;30;6.50000;93.00000;0.00000;-0.01000
2015;8;28;4;0;6.40000;93.00000;0.25000;-0.01000
2015;8;28;4;30;6.60000;90.00000;0.00000;-0.01000
2015;8;28;5;0;6.80000;88.00000;0.00000;-0.01000
2015;8;28;5;30;7.10000;88.00000;0.00000;-0.01000
2015;8;28;6;0;7.50000;85.00000;0.00000;-0.01000
2015;8;28;6;30;7.30000;86.00000;0.00000;-0.01000
2015;8;28;7;0;7.50000;87.00000;0.00000;-0.01000
2015;8;28;7;30;7.80000;86.00000;0.00000;-0.01000
2015;8;28;8;0;9.00000;83.00000;0.00000;-0.01000
2015;8;28;8;30;9.00000;83.00000;0.00000;-0.01000
2015;8;28;9;0;9.30000;81.00000;0.00000;-0.01000
2015;8;28;9;30;9.60000;79.00000;0.00000;-0.01000
2015;8;28;10;0;10.70000;78.00000;0.00000;-0.01000
2015;8;28;10;30;11.10000;75.00000;0.00000;-0.01000
2015;8;28;11;0;11.00000;75.00000;0.00000;-0.01000
2015;8;28;11;30;10.90000;75.00000;0.00000;-0.01000
2015;8;28;12;0;10.70000;78.00000;0.00000;-0.01000
2015;8;28;12;30;10.40000;80.00000;0.00000;-0.01000
2015;8;28;13;0;10.60000;78.00000;0.00000;-0.01000
2015;8;28;13;30;10.30000;79.00000;0.00000;-0.01000
2015;8;28;14;0;9.90000;79.00000;0.00000;-0.01000
2015;8;28;14;30;9.80000;78.00000;0.00000;-0.01000
2015;8;28;15;0;9.50000;77.00000;0.00000;-0.01000
2015;8;28;15;30;9.30000;77.00000;0.00000;-0.01000
2015;8;28;16;0;8.30000;78.00000;0.00000;-0.01000
2015;8;28;16;30;7.60000;79.00000;0.00000;-0.01000
2015;8;28;17;0;7.10000;79.00000;0.00000;-0.01000
2015;8;28;17;30;6.80000;80.00000;0.00000;-0.01000
2015;8;28;18;0;6.40000;81.00000;0.00000;-0.01000
2015;8;28;18;30;6.60000;81.00000;0.00000;-0.01000
2015;8;28;19;0;6.60000;82.00000;0.00000;-0.01000
2015;8;28;19;30;6.60000;83.00000;0.00000;-0.01000
2015;8;28;20;0;6.50000;85.00000;0.00000;-0.01000
2015;8;28;20;30;6.30000;87.00000;0.00000;-0.01000
2015;8;28;21;0;6.40000;87.00000;0.00000;-0.01000
2015;8;28;21;30;6.50000;88.00000;0.00000;-0.01000
2015;8;28;22;0;6.40000;90.00000;0.00000;-0.01000
2015;8;28;22;30;6.40000;93.00000;0.00000;-0.01000
2015;8;28;23;0;6.50000;93.00000;0.00000;-0.01000
2015;8;28;23;30;6.80000;92.00000;0.00000;-0.01000
2015;8;29;0;0;6.60000;93.00000;0.00000;-0.01000
2015;8;29;0;30;6.70000;93.00000;0.00000;-0.01000
2015;8;29;1;0;6.70000;92.00000;0.00000;-0.01000
2015;8;29;1;30;6.60000;92.00000;0.00000;-0.01000
2015;8;29;2;0;6.70000;92.00000;0.00000;-0.01000
2015;8;29;2;30;6.70000;92.00000;0.00000;-0.01000
2015;8;29;3;0;6.70000;92.00000;0.00000;-0.01000
2015;8;29;3;30;6.60000;92.00000;0.00000;-0.01000
2015;8;29;4;0;6.40000;95.00000;0.35000;-0.01000
2015;8;29;4;30;6.40000;96.00000;0.40000;-0.01000
2015;8;29;5;0;6.40000;96.00000;0.40000;-0.01000
2015;8;29;5;30;6.50000;96.00000;0.60000;-0.01000
2015;8;29;6;0;6.60000;97.00000;0.60000;-0.01000
2015;8;29;6;30;6.80000;97.00000;0.20000;-0.01000
2015;8;29;7;0;7.00000;97.00000;0.55000;-0.01000
2015;8;29;7;30;7.20000;97.00000;0.60000;-0.01000
2015;8;29;8;0;7.50000;97.00000;0.35000;-0.01000
2015;8;29;8;30;7.80000;97.00000;0.20000;-0.01000
2015;8;29;9;0;8.20000;96.00000;0.35000;-0.01000
2015;8;29;9;30;8.40000;94.00000;0.00000;-0.01000
2015;8;29;10;0;8.50000;94.00000;0.20000;-0.01000
2015;8;29;10;30;8.60000;93.00000;0.00000;-0.01000
2015;8;29;11;0;8.80000;91.00000;0.00000;-0.01000
2015;8;29;11;30;8.90000;90.00000;0.00000;-0.01000
2015;8;29;12;0;8.90000;89.00000;0.20000;-0.01000
2015;8;29;12;30;8.80000;88.00000;0.00000;-0.01000
2015;8;29;13;0;8.80000;89.00000;0.00000;-0.01000
2015;8;29;13;30;8.50000;89.00000;0.00000;-0.01000
2015;8;29;14;0;8.80000;90.00000;0.00000;-0.01000
2015;8;29;14;30;8.60000;90.00000;0.00000;-0.01000
2015;8;29;15;0;8.50000;91.00000;0.00000;-0.01000
2015;8;29;15;30;8.50000;91.00000;0.00000;-0.01000
2015;8;29;16;0;8.40000;91.00000;0.00000;-0.01000
2015;8;29;16;30;8.20000;91.00000;0.00000;-0.01000
2015;8;29;17;0;8.00000;92.00000;0.00000;-0.01000
2015;8;29;17;30;7.70000;94.00000;0.00000;-0.01000
2015;8;29;18;0;7.70000;95.00000;0.00000;-0.01000
2015;8;29;18;30;7.60000;95.00000;0.00000;-0.01000
2015;8;29;19;0;7.60000;95.00000;0.00000;-0.01000
2015;8;29;19;30;7.60000;95.00000;0.00000;-0.01000
2015;8;29;20;0;7.60000;95.00000;0.00000;-0.01000
2015;8;29;20;30;7.50000;95.00000;0.00000;-0.01000
2015;8;29;21;0;7.60000;96.00000;0.00000;-0.01000
2015;8;29;21;30;7.60000;96.00000;0.00000;-0.01000
2015;8;29;22;0;7.60000;96.00000;0.00000;-0.01000
2015;8;29;22;30;7.60000;96.00000;0.00000;-0.01000
2015;8;29;23;0;7.50000;96.00000;0.00000;-0.01000
2015;8;29;23;30;7.50000;96.00000;0.00000;-0.01000
2015;8;30;0;0;7.40000;97.00000;0.00000;-0.01000
2015;8;30;0;30;7.40000;97.00000;0.00000;-0.01000
2015;8;30;1;0;7.40000;97.00000;0.00000;-0.01000
2015;8;30;1;30;7.30000;97.00000;0.00000;-0.01000
2015;8;30;2;0;7.30000;97.00000;0.00000;-0.01000
2015;8;30;2;30;7.30000;97.00000;0.00000;-0.01000
2015;8;30;3;0;7.40000;97.00000;0.00000;-0.01000
2015;8;30;3;30;7.50000;97.00000;0.00000;-0.01000
2015;8;30;4;0;7.60000;97.00000;0.00000;-0.01000
2015;8;30;4;30;7.70000;97.00000;0.00000;-0.01000
2015;8;30;5;0;8.10000;96.00000;0.00000;-0.01000
2015;8;30;5;30;8.20000;95.00000;0.00000;-0.01000
2015;8;30;6;0;8.40000;94.00000;0.00000;-0.01000
2015;8;30;6;30;8.50000;94.00000;0.00000;-0.01000
2015;8;30;7;0;8.70000;94.00000;0.00000;-0.01000
2015;8;30;7;30;9.10000;93.00000;0.00000;-0.01000
2015;8;30;8;0;9.30000;91.00000;0.00000;-0.01000
2015;8;30;8;30;9.50000;90.00000;0.00000;-0.01000
2015;8;30;9;0;9.70000;89.00000;0.00000;-0.01000
2015;8;30;9;30;10.00000;88.00000;0.00000;-0.01000
2015;8;30;10;0;9.80000;89.00000;0.00000;-0.01000
2015;8;30;10;30;9.70000;89.00000;0.00000;-0.01000
2015;8;30;11;0;9.80000;88.00000;0.00000;-0.01000
2015;8;30;11;30;10.00000;87.00000;0.00000;-0.01000
2015;8;30;12;0;9.80000;88.00000;0.00000;-0.01000
2015;8;30;12;30;10.20000;87.00000;0.00000;-0.01000
2015;8;30;13;0;10.40000;84.00000;0.00000;-0.01000
2015;8;30;13;30;10.40000;84.00000;0.00000;-0.01000
2015;8;30;14;0;10.30000;86.00000;0.00000;-0.01000
2015;8;30;14;30;10.60000;84.00000;0.00000;-0.01000
2015;8;30;15;0;10.60000;83.00000;0.00000;-0.01000
2015;8;30;15;30;10.50000;84.00000;0.00000;-0.01000
2015;8;30;16;0;10.20000;86.00000;0.00000;-0.01000
2015;8;30;16;30;9.90000;87.00000;0.00000;-0.01000
2015;8;30;17;0;9.60000;88.00000;0.00000;-0.01000
2015;8;30;17;30;9.10000;90.00000;0.00000;-0.01000
2015;8;30;18;0;9.00000;92.00000;0.00000;-0.01000
2015;8;30;18;30;8.90000;92.00000;0.00000;-0.01000
2015;8;30;19;0;8.80000;93.00000;0.00000;-0.01000
2015;8;30;19;30;8.80000;93.00000;0.00000;-0.01000
2015;8;30;20;0;8.70000;94.00000;0.00000;-0.01000
2015;8;30;20;30;8.80000;94.00000;0.00000;-0.01000
2015;8;30;21;0;8.80000;94.00000;0.00000;-0.01000
2015;8;30;21;30;8.80000;94.00000;0.00000;-0.01000
2015;8;30;22;0;8.90000;94.00000;0.00000;-0.01000
2015;8;30;22;30;9.00000;94.00000;0.00000;-0.01000
2015;8;30;23;0;9.10000;94.00000;0.00000;-0.01000
2015;8;30;23;30;9.10000;94.00000;0.00000;-0.01000
2015;8;31;0;0;9.00000;94.00000;0.00000;-0.01000
2015;8;31;0;30;9.00000;95.00000;0.00000;-0.01000
2015;8;31;1;0;9.00000;95.00000;0.00000;-0.01000
2015;8;31;1;30;8.90000;95.00000;0.00000;-0.01000
2015;8;31;2;0;8.80000;95.00000;0.00000;-0.01000
2015;8;31;2;30;8.70000;96.00000;0.00000;-0.01000
2015;8;31;3;0;8.60000;96.00000;0.00000;-0.01000
2015;8;31;3;30;8.70000;96.00000;0.00000;-0.01000
2015;8;31;4;0;9.00000;96.00000;0.00000;-0.01000
2015;8;31;4;30;9.10000;96.00000;0.00000;-0.01000
2015;8;31;5;0;9.40000;96.00000;0.00000;-0.01000
2015;8;31;5;30;9.60000;96.00000;0.00000;-0.01000
2015;8;31;6;0;10.00000;93.00000;0.00000;-0.01000
2015;8;31;6;30;10.20000;91.00000;0.00000;-0.01000
2015;8;31;7;0;10.20000;89.00000;0.00000;-0.01000
2015;8;31;7;30;11.00000;88.00000;0.00000;-0.01000
2015;8;31;8;0;10.90000;86.00000;0.00000;-0.01000
2015;8;31;8;30;11.40000;84.00000;0.00000;-0.01000
2015;8;31;9;0;12.30000;78.00000;0.00000;-0.01000
2015;8;31;9;30;13.20000;74.00000;0.00000;-0.01000
2015;8;31;10;0;13.40000;69.00000;0.00000;-0.01000
2015;8;31;10;30;14.00000;68.00000;0.00000;-0.01000
2015;8;31;11;0;14.70000;65.00000;0.00000;-0.01000
2015;8;31;11;30;14.10000;68.00000;0.00000;-0.01000
2015;8;31;12;0;15.00000;63.00000;0.00000;-0.01000
2015;8;31;12;30;15.50000;58.00000;0.00000;-0.01000
2015;8;31;13;0;14.80000;59.00000;0.00000;-0.01000
2015;8;31;13;30;15.40000;59.00000;0.00000;-0.01000
2015;8;31;14;0;14.60000;61.00000;0.00000;-0.01000
2015;8;31;14;30;15.00000;59.00000;0.00000;-0.01000
2015;8;31;15;0;14.80000;59.00000;0.00000;-0.01000
2015;8;31;15;30;14.40000;60.00000;0.00000;-0.01000
2015;8;31;16;0;13.90000;62.00000;0.00000;-0.01000
2015;8;31;16;30;12.60000;68.00000;0.00000;-0.01000
2015;8;31;17;0;10.10000;90.00000;1.85000;-0.01000
2015;8;31;17;30;10.10000;89.00000;0.00000;-0.01000
2015;8;31;18;0;10.40000;88.00000;0.00000;-0.01000
2015;8;31;18;30;10.30000;89.00000;0.00000;-0.01000
2015;8;31;19;0;10.00000;90.00000;0.00000;-0.01000
2015;8;31;19;30;10.00000;90.00000;0.00000;-0.01000
2015;8;31;20;0;10.00000;91.00000;0.00000;-0.01000
2015;8;31;20;30;10.00000;91.00000;0.00000;-0.01000
2015;8;31;21;0;9.80000;93.00000;0.00000;-0.01000
2015;8;31;21;30;9.50000;94.00000;0.20000;-0.01000
2015;8;31;22;0;9.30000;95.00000;0.20000;-0.01000
2015;8;31;22;30;9.20000;96.00000;0.00000;-0.01000
2015;8;31;23;0;9.20000;96.00000;0.40000;-0.01000
2015;8;31;23;30;9.30000;96.00000;0.40000;-0.01000
2015;9;1;0;0;9.20000;96.00000;0.60000;-0.01000
2015;9;1;0;30;9.10000;96.00000;0.40000;-0.01000
2015;9;1;1;0;9.00000;96.00000;0.00000;-0.01000
2015;9;1;1;30;8.90000;96.00000;0.00000;-0.01000
2015;9;1;2;0;8.90000;96.00000;0.00000;-0.01000
2015;9;1;2;30;8.90000;96.00000;0.00000;-0.01000
2015;9;1;3;0;8.80000;96.00000;0.00000;-0.01000
2015;9;1;3;30;8.70000;96.00000;0.00000;-0.01000
2015;9;1;4;0;8.60000;96.00000;0.00000;-0.01000
2015;9;1;4;30;8.50000;96.00000;0.00000;-0.01000
2015;9;1;5;0;8.60000;96.00000;0.00000;-0.01000
2015;9;1;5;30;8.70000;96.00000;0.00000;-0.01000
2015;9;1;6;0;8.70000;96.00000;0.00000;-0.01000
2015;9;1;6;30;8.70000;96.00000;0.00000;-0.01000
2015;9;1;7;0;9.10000;95.00000;0.00000;-0.01000
2015;9;1;7;30;9.10000;93.00000;0.00000;-0.01000
2015;9;1;8;0;8.40000;90.00000;0.00000;-0.01000
2015;9;1;8;30;NaN;NaN;NaN;-0.01000
2015;9;1;9;0;8.50000;92.00000;0.00000;-0.01000
2015;9;1;9;30;NaN;NaN;NaN;-0.01000
2015;9;1;10;0;9.40000;84.00000;0.00000;-0.01000
2015;9;1;10;30;NaN;NaN;NaN;-0.01000
2015;9;1;11;0;9.50000;77.00000;0.00000;-0.01000
2015;9;1;11;30;NaN;NaN;NaN;-0.01000
2015;9;1;12;0;8.70000;83.00000;0.65000;-0.01000
2015;9;1;12;30;8.20000;87.00000;0.00000;-0.01000
2015;9;1;13;0;8.40000;87.00000;0.00000;-0.01000
2015;9;1;13;30;7.50000;86.00000;0.00000;-0.01000
2015;9;1;14;0;7.70000;84.00000;0.00000;-0.01000
2015;9;1;14;30;7.70000;83.00000;0.00000;-0.01000
2015;9;1;15;0;7.40000;82.00000;0.00000;-0.01000
2015;9;1;15;30;7.70000;80.00000;0.00000;-0.01000
2015;9;1;16;0;7.50000;80.00000;0.00000;-0.01000
2015;9;1;16;30;6.40000;88.00000;0.40000;-0.01000
2015;9;1;17;0;6.10000;87.00000;0.00000;-0.01000
2015;9;1;17;30;5.30000;88.00000;0.00000;-0.01000
2015;9;1;18;0;4.50000;89.00000;0.00000;-0.01000
2015;9;1;18;30;3.80000;90.00000;0.00000;-0.01000
2015;9;1;19;0;3.70000;90.00000;0.00000;-0.01000
2015;9;1;19;30;3.60000;91.00000;0.00000;-0.01000
2015;9;1;20;0;3.00000;90.00000;0.00000;-0.01000
2015;9;1;20;30;2.50000;92.00000;0.00000;-0.01000
2015;9;1;21;0;3.10000;93.00000;0.00000;-0.01000
2015;9;1;21;30;3.50000;92.00000;0.00000;-0.01000
2015;9;1;22;0;3.40000;90.00000;0.00000;-0.01000
2015;9;1;22;30;3.10000;90.00000;0.00000;-0.01000
2015;9;1;23;0;2.80000;91.00000;0.00000;-0.01000
2015;9;1;23;30;2.90000;92.00000;0.00000;-0.01000
2015;9;2;0;0;3.00000;91.00000;0.00000;-0.01000
2015;9;2;0;30;2.90000;92.00000;0.00000;-0.01000
2015;9;2;1;0;3.00000;93.00000;0.00000;-0.01000
2015;9;2;1;30;2.90000;92.00000;0.00000;-0.01000
2015;9;2;2;0;2.80000;91.00000;0.00000;-0.01000
2015;9;2;2;30;2.80000;92.00000;0.00000;-0.01000
2015;9;2;3;0;2.70000;90.00000;0.00000;-0.01000
2015;9;2;3;30;2.60000;91.00000;0.20000;-0.01000
2015;9;2;4;0;2.70000;91.00000;0.00000;-0.01000
2015;9;2;4;30;2.80000;89.00000;0.00000;-0.01000
2015;9;2;5;0;3.20000;89.00000;0.00000;-0.01000
2015;9;2;5;30;4.20000;85.00000;0.00000;-0.01000
2015;9;2;6;0;4.00000;80.00000;0.00000;-0.01000
2015;9;2;6;30;4.30000;79.00000;0.00000;-0.01000
2015;9;2;7;0;4.50000;77.00000;0.00000;-0.01000
2015;9;2;7;30;5.20000;78.00000;0.00000;-0.01000
2015;9;2;8;0;4.90000;74.00000;0.00000;-0.01000
2015;9;2;8;30;5.40000;72.00000;0.00000;-0.01000
2015;9;2;9;0;5.40000;70.00000;0.00000;-0.01000
2015;9;2;9;30;6.20000;66.00000;0.00000;-0.01000
2015;9;2;10;0;6.80000;68.00000;0.00000;-0.01000
2015;9;2;10;30;7.10000;64.00000;0.00000;-0.01000
2015;9;2;11;0;7.30000;63.00000;0.00000;-0.01000
2015;9;2;11;30;8.10000;59.00000;0.00000;-0.01000
2015;9;2;12;0;8.70000;57.00000;0.00000;-0.01000
2015;9;2;12;30;8.50000;56.00000;0.00000;-0.01000
2015;9;2;13;0;7.60000;61.00000;0.00000;-0.01000
2015;9;2;13;30;7.40000;62.00000;0.00000;-0.01000
2015;9;2;14;0;7.00000;64.00000;0.00000;-0.01000
2015;9;2;14;30;7.70000;59.00000;0.00000;-0.01000
2015;9;2;15;0;7.30000;65.00000;0.00000;-0.01000
2015;9;2;15;30;7.10000;68.00000;0.00000;-0.01000
2015;9;2;16;0;6.60000;72.00000;0.00000;-0.01000
2015;9;2;16;30;6.40000;74.00000;0.00000;-0.01000
2015;9;2;17;0;5.90000;76.00000;0.00000;-0.01000
2015;9;2;17;30;4.70000;78.00000;0.00000;-0.01000
2015;9;2;18;0;3.00000;83.00000;0.00000;-0.01000
2015;9;2;18;30;2.10000;88.00000;0.00000;-0.01000
2015;9;2;19;0;2.40000;90.00000;0.00000;-0.01000
2015;9;2;19;30;1.90000;88.00000;0.00000;-0.01000
2015;9;2;20;0;1.40000;90.00000;0.00000;-0.01000
2015;9;2;20;30;1.20000;91.00000;0.00000;-0.01000
2015;9;2;21;0;1.30000;92.00000;0.00000;-0.01000
2015;9;2;21;30;1.70000;92.00000;0.00000;-0.01000
2015;9;2;22;0;1.90000;92.00000;0.00000;-0.01000
2015;9;2;22;30;2.00000;92.00000;0.00000;-0.01000
2015;9;2;23;0;3.00000;92.00000;0.00000;-0.01000
2015;9;2;23;30;4.10000;82.00000;0.00000;-0.01000
2015;9;3;0;0;4.10000;81.00000;0.00000;-0.01000
2015;9;3;0;30;3.90000;83.00000;0.00000;-0.01000
2015;9;3;1;0;3.70000;84.00000;0.00000;-0.01000
2015;9;3;1;30;3.40000;85.00000;0.00000;-0.01000
2015;9;3;2;0;3.60000;82.00000;0.00000;-0.01000
2015;9;3;2;30;3.50000;83.00000;0.00000;-0.01000
2015;9;3;3;0;2.90000;86.00000;0.00000;-0.01000
2015;9;3;3;30;3.70000;83.00000;0.00000;-0.01000
2015;9;3;4;0;4.00000;80.00000;0.00000;-0.01000
2015;9;3;4;30;4.40000;79.00000;0.00000;-0.01000
2015;9;3;5;0;4.40000;80.00000;0.00000;-0.01000
2015;9;3;5;30;4.60000;79.00000;0.00000;-0.01000
2015;9;3;6;0;5.90000;75.00000;0.00000;-0.01000
2015;9;3;6;30;5.70000;77.00000;0.00000;-0.01000
2015;9;3;7;0;5.60000;78.00000;0.00000;-0.01000
2015;9;3;7;30;6.10000;77.00000;0.00000;-0.01000
2015;9;3;8;0;6.50000;75.00000;0.00000;-0.01000
2015;9;3;8;30;6.70000;73.00000;0.00000;-0.01000
2015;9;3;9;0;6.90000;72.00000;0.00000;-0.01000
2015;9;3;9;30;7.40000;67.00000;0.00000;-0.01000
2015;9;3;10;0;8.60000;65.00000;0.00000;-0.01000
2015;9;3;10;30;8.40000;67.00000;0.00000;-0.01000
2015;9;3;11;0;8.30000;64.00000;0.00000;-0.01000
2015;9;3;11;30;8.40000;67.00000;0.00000;-0.01000
2015;9;3;12;0;8.50000;66.00000;0.00000;-0.01000
2015;9;3;12;30;8.90000;66.00000;0.00000;-0.01000
2015;9;3;13;0;9.10000;64.00000;0.00000;-0.01000
2015;9;3;13;30;9.20000;67.00000;0.00000;-0.01000
2015;9;3;14;0;8.90000;68.00000;0.00000;-0.01000
2015;9;3;14;30;9.00000;69.00000;0.00000;-0.01000
2015;9;3;15;0;9.40000;69.00000;0.00000;-0.01000
2015;9;3;15;30;9.30000;70.00000;0.00000;-0.01000
2015;9;3;16;0;9.10000;72.00000;0.00000;-0.01000
2015;9;3;16;30;9.20000;73.00000;0.00000;-0.01000
2015;9;3;17;0;9.40000;74.00000;0.00000;-0.01000
2015;9;3;17;30;9.50000;74.00000;0.00000;-0.01000
2015;9;3;18;0;9.40000;75.00000;0.00000;-0.01000
2015;9;3;18;30;9.30000;77.00000;0.00000;-0.01000
2015;9;3;19;0;9.10000;79.00000;0.00000;-0.01000
2015;9;3;19;30;9.00000;81.00000;0.00000;-0.01000
2015;9;3;20;0;8.70000;82.00000;0.00000;-0.01000
2015;9;3;20;30;8.20000;84.00000;0.00000;-0.01000
2015;9;3;21;0;8.10000;85.00000;0.00000;-0.01000
2015;9;3;21;30;8.00000;86.00000;0.00000;-0.01000
2015;9;3;22;0;7.80000;87.00000;0.00000;-0.01000
2015;9;3;22;30;7.30000;89.00000;0.00000;-0.01000
2015;9;3;23;0;7.10000;90.00000;0.00000;-0.01000
2015;9;3;23;30;7.00000;91.00000;0.00000;-0.01000
2015;9;4;0;0;6.90000;91.00000;0.00000;-0.01000
2015;9;4;0;30;6.90000;92.00000;0.00000;-0.01000
2015;9;4;1;0;6.70000;93.00000;0.00000;-0.01000
2015;9;4;1;30;6.70000;93.00000;0.00000;-0.01000
2015;9;4;2;0;6.70000;94.00000;0.00000;-0.01000
2015;9;4;2;30;6.70000;94.00000;0.00000;-0.01000
2015;9;4;3;0;6.60000;94.00000;0.00000;-0.01000
2015;9;4;3;30;6.60000;94.00000;0.00000;-0.01000
2015;9;4;4;0;6.30000;94.00000;0.00000;-0.01000
2015;9;4;4;30;6.50000;94.00000;0.00000;-0.01000
2015;9;4;5;0;6.90000;93.00000;0.00000;-0.01000
2015;9;4;5;30;7.10000;90.00000;0.00000;-0.01000
2015;9;4;6;0;7.60000;87.00000;0.00000;-0.01000
2015;9;4;6;30;8.50000;81.00000;0.00000;-0.01000
2015;9;4;7;0;8.10000;78.00000;0.00000;-0.01000
2015;9;4;7;30;8.80000;77.00000;0.00000;-0.01000
2015;9;4;8;0;9.40000;73.00000;0.00000;-0.01000
2015;9;4;8;30;9.50000;71.00000;0.00000;-0.01000
2015;9;4;9;0;9.40000;69.00000;0.00000;-0.01000
2015;9;4;9;30;9.20000;71.00000;0.00000;-0.01000
2015;9;4;10;0;10.20000;65.00000;0.00000;-0.01000
2015;9;4;10;30;10.90000;61.00000;0.00000;-0.01000
2015;9;4;11;0;10.10000;65.00000;0.00000;-0.01000
2015;9;4;11;30;10.10000;65.00000;0.00000;-0.01000
2015;9;4;12;0;10.50000;65.00000;0.00000;-0.01000
2015;9;4;12;30;10.70000;61.00000;0.00000;-0.01000
2015;9;4;13;0;10.90000;59.00000;0.00000;-0.01000
2015;9;4;13;30;10.80000;64.00000;0.00000;-0.01000
2015;9;4;14;0;10.70000;63.00000;0.00000;-0.01000
2015;9;4;14;30;10.60000;66.00000;0.00000;-0.01000
2015;9;4;15;0;10.40000;66.00000;0.00000;-0.01000
2015;9;4;15;30;10.00000;68.00000;0.00000;-0.01000
2015;9;4;16;0;9.00000;72.00000;0.00000;-0.01000
2015;9;4;16;30;8.10000;76.00000;0.00000;-0.01000
2015;9;4;17;0;7.10000;78.00000;0.00000;-0.01000
2015;9;4;17;30;6.50000;79.00000;0.00000;-0.01000
2015;9;4;18;0;5.80000;81.00000;0.00000;-0.01000
2015;9;4;18;30;6.30000;81.00000;0.00000;-0.01000
2015;9;4;19;0;7.10000;78.00000;0.00000;-0.01000
2015;9;4;19;30;6.90000;79.00000;0.00000;-0.01000
2015;9;4;20;0;7.30000;82.00000;0.00000;-0.01000
2015;9;4;20;30;7.80000;89.00000;0.00000;-0.01000
2015;9;4;21;0;7.80000;93.00000;0.40000;-0.01000
2015;9;4;21;30;7.30000;93.00000;0.25000;-0.01000
