year;month;day;hour;minute;doy;NEE;GPP;Reco;H;Gflux;Rnet;Qc_NEE;Qc_H;LE;ET;NEE_1;GPP_1;GPP_2;GPP_3;GPP_4;Reco_1;Reco_2;Reco_3;Reco_4;Qc_NEE_1;Qc_ET
2018;3;1;19;0;60.792;0.279;0.000;0.279;-31.808;-4.494;NaN;1;0;1.137;0.025;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;1;19;30;60.812;0.279;0.000;0.279;-6.147;-4.490;NaN;1;0;0.273;0.006;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;1;20;0;60.833;0.279;0.000;0.279;-10.253;-4.483;NaN;1;0;0.091;0.002;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;1;20;30;60.854;0.279;0.000;0.279;-6.498;-4.475;NaN;1;0;0.364;0.008;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;1;21;0;60.875;0.279;0.000;0.279;-17.378;-4.463;NaN;1;0;0.409;0.009;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;1;21;30;60.896;0.279;0.000;0.279;-27.752;-4.455;NaN;1;0;1.502;0.033;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;1;22;0;60.917;0.279;0.000;0.279;-34.267;-4.444;NaN;1;0;1.820;0.040;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;1;22;30;60.938;0.279;0.000;0.279;-42.583;-4.431;NaN;1;0;0.774;0.017;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;1;23;0;60.958;0.279;0.000;0.279;-24.596;-4.418;NaN;1;0;-0.091;-0.002;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;1;23;30;60.979;0.279;0.000;0.279;-8.618;-4.408;NaN;1;0;-0.182;-0.004;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;2;0;0;61.000;0.279;0.000;0.279;0.154;-4.397;NaN;1;0;0.319;0.007;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;2;0;30;61.021;0.279;0.000;0.279;-14.749;-4.390;NaN;1;0;0.046;0.001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;2;1;0;61.042;0.279;0.000;0.279;-9.523;-4.381;NaN;1;0;0.546;0.012;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;2;1;30;61.062;0.279;0.000;0.279;-20.029;-4.380;NaN;1;0;-0.091;-0.002;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;2;2;0;61.083;0.278;0.000;0.278;-9.668;-4.374;NaN;1;0;0.137;0.003;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;2;2;30;61.104;0.278;0.000;0.278;-14.245;-4.371;NaN;1;0;-0.456;-0.010;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;2;3;0;61.125;0.278;0.000;0.278;-24.541;-4.371;NaN;1;1;0.592;0.013;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;2;3;30;61.146;0.278;0.000;0.278;-34.836;-4.371;NaN;1;0;0.592;0.013;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;2;4;0;61.167;0.278;0.000;0.278;-10.288;-4.371;NaN;1;0;0.137;0.003;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;2;4;30;61.188;0.278;0.000;0.278;-8.930;-4.372;NaN;1;0;0.911;0.020;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;2;5;0;61.208;0.278;0.000;0.278;-21.184;-4.380;NaN;1;0;1.459;0.032;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;2;5;30;61.229;0.278;0.000;0.278;-6.120;-4.383;NaN;1;1;3.831;0.084;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;2;6;0;61.250;0.278;0.000;0.278;8.943;-4.391;NaN;1;0;0.046;0.001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;2;6;30;61.271;0.278;0.000;0.278;-7.312;-4.396;NaN;1;0;0.456;0.010;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;2;7;0;61.292;0.278;0.000;0.278;-11.288;-4.407;NaN;1;0;0.912;0.020;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;2;7;30;61.312;0.279;0.000;0.279;1.615;-4.415;NaN;1;0;0.182;0.004;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;2;8;0;61.333;0.279;0.000;0.279;5.372;-4.426;NaN;1;0;1.049;0.023;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;2;8;30;61.354;0.279;0.000;0.279;15.770;-4.437;NaN;1;0;2.916;0.064;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;2;9;0;61.375;0.279;0.000;0.279;14.262;-4.448;NaN;1;0;3.235;0.071;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;2;9;30;61.396;0.279;0.000;0.279;44.459;-4.459;NaN;1;0;4.555;0.100;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;2;10;0;61.417;0.279;0.000;0.279;51.811;-4.470;NaN;1;1;13.243;0.291;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;2;10;30;61.438;0.279;0.000;0.279;59.163;-4.481;NaN;1;0;2.274;0.050;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;2;11;0;61.458;0.279;0.000;0.279;95.139;-4.492;NaN;1;1;14.864;0.327;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;2;11;30;61.479;0.279;0.000;0.279;131.114;-4.503;NaN;1;1;16.258;0.358;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;2;12;0;61.500;0.279;0.000;0.279;167.090;-4.510;NaN;1;0;17.068;0.376;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;2;12;30;61.521;0.279;0.000;0.279;144.653;-4.517;NaN;1;0;16.289;0.359;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;2;13;0;61.542;1.710;-1.431;0.279;78.496;-4.520;NaN;0;0;12.428;0.274;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;2;13;30;61.562;0.279;0.000;0.279;106.406;-4.527;NaN;1;0;-0.136;-0.003;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;2;14;0;61.583;1.022;-0.742;0.280;122.246;-4.527;NaN;0;0;13.279;0.293;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;2;14;30;61.604;0.280;0.000;0.280;169.354;-4.518;NaN;1;0;13.685;0.302;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;2;15;0;61.625;-0.689;0.969;0.280;92.899;-4.515;NaN;0;0;8.475;0.187;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;2;15;30;61.646;0.144;0.136;0.280;92.100;-4.505;NaN;0;0;11.829;0.261;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;2;16;0;61.667;-0.834;1.114;0.280;19.542;-4.492;NaN;0;0;7.346;0.162;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;2;16;30;61.688;0.312;-0.032;0.280;7.592;-4.473;NaN;0;0;2.313;0.051;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;2;17;0;61.708;0.280;0.000;0.280;-26.294;-4.452;NaN;1;0;1.316;0.029;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;2;17;30;61.729;0.281;0.000;0.281;-27.950;-4.429;NaN;1;0;2.450;0.054;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;2;18;0;61.750;0.281;0.000;0.281;-23.642;-4.401;NaN;1;0;0.726;0.016;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;2;18;30;61.771;0.281;0.000;0.281;-40.036;-4.372;NaN;1;0;1.044;0.023;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;2;19;0;61.792;0.281;0.000;0.281;-48.732;-4.343;NaN;1;0;0.045;0.001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;2;19;30;61.812;0.281;0.000;0.281;-46.737;-4.312;NaN;1;0;-0.863;-0.019;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;2;20;0;61.833;0.281;0.000;0.281;-30.078;-4.281;NaN;1;0;-0.818;-0.018;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;2;20;30;61.854;0.281;0.000;0.281;-31.582;-4.249;NaN;1;0;-1.319;-0.029;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;2;21;0;61.875;0.281;0.000;0.281;-36.650;-4.218;NaN;1;0;-2.502;-0.055;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;2;21;30;61.896;0.281;0.000;0.281;-34.962;-4.189;NaN;1;0;-3.732;-0.082;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;2;22;0;61.917;0.281;0.000;0.281;-42.110;-4.161;NaN;1;0;-8.605;-0.189;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;2;22;30;61.938;0.282;0.000;0.282;-49.079;-4.133;NaN;1;0;8.699;0.191;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;2;23;0;61.958;0.281;0.000;0.281;-54.334;-4.106;NaN;1;0;3.554;0.078;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;2;23;30;61.979;0.281;0.000;0.281;-49.856;-4.080;NaN;1;0;2.643;0.058;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;3;0;0;62.000;0.281;0.000;0.281;-38.304;-4.059;NaN;1;0;1.869;0.041;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;3;0;30;62.021;0.281;0.000;0.281;-30.269;-4.038;NaN;1;0;1.276;0.028;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;3;1;0;62.042;0.281;0.000;0.281;-30.683;-4.020;NaN;1;0;1.094;0.024;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;3;1;30;62.062;0.281;0.000;0.281;-38.575;-4.004;NaN;1;0;2.188;0.048;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;3;2;0;62.083;0.281;0.000;0.281;-60.353;-3.989;NaN;1;0;0.456;0.010;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;3;2;30;62.104;0.281;0.000;0.281;-80.211;-3.979;NaN;1;0;1.506;0.033;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;3;3;0;62.125;0.280;0.000;0.280;-66.360;-3.970;NaN;1;0;-0.274;-0.006;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;3;3;30;62.146;0.280;0.000;0.280;-46.143;-3.962;NaN;1;0;0.274;0.006;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;3;4;0;62.167;0.280;0.000;0.280;-33.564;-3.959;NaN;1;0;0.228;0.005;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;3;4;30;62.188;0.280;0.000;0.280;-41.406;-3.960;NaN;1;0;1.645;0.036;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;3;5;0;62.208;0.279;0.000;0.279;-50.181;-3.956;NaN;1;0;-2.240;-0.049;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;3;5;30;62.229;0.279;0.000;0.279;-52.158;-3.966;NaN;1;0;-1.143;-0.025;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;3;6;0;62.250;0.279;0.000;0.279;-51.273;-3.970;NaN;1;0;1.006;0.022;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;3;6;30;62.271;0.279;0.000;0.279;-51.896;-3.979;NaN;1;0;-0.823;-0.018;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;3;7;0;62.292;0.279;0.000;0.279;-36.364;-3.991;NaN;1;0;1.602;0.035;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;3;7;30;62.312;0.278;0.000;0.278;-19.369;-4.001;NaN;1;0;-1.281;-0.028;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;3;8;0;62.333;1.135;-0.857;0.278;-12.840;-4.016;NaN;0;0;-1.874;-0.041;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;3;8;30;62.354;0.558;-0.280;0.278;49.820;-4.030;NaN;0;0;1.553;0.034;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;3;9;0;62.375;0.900;-0.621;0.279;67.759;-4.045;NaN;0;0;2.465;0.054;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;3;9;30;62.396;0.040;0.239;0.279;72.125;-4.063;NaN;0;0;7.023;0.154;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;3;10;0;62.417;-0.215;0.494;0.279;122.353;-4.079;NaN;0;0;10.706;0.235;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;3;10;30;62.438;1.052;-0.773;0.279;156.422;-4.097;NaN;0;0;13.153;0.289;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;3;11;0;62.458;-0.308;0.588;0.280;163.163;-4.115;NaN;0;0;13.191;0.290;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;3;11;30;62.479;1.598;-1.318;0.280;175.984;-4.133;NaN;0;0;16.732;0.368;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;3;12;0;62.500;0.718;-0.439;0.279;266.508;-4.150;NaN;0;0;19.723;0.434;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;3;12;30;62.521;0.351;-0.071;0.280;214.986;-4.168;NaN;0;0;16.445;0.362;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;3;13;0;62.542;0.368;-0.089;0.279;225.602;-4.183;NaN;0;0;14.214;0.313;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;3;13;30;62.562;0.343;-0.063;0.280;197.198;-4.197;NaN;0;0;18.344;0.404;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;3;14;0;62.583;0.831;-0.551;0.280;232.768;-4.209;NaN;0;0;16.976;0.374;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;3;14;30;62.604;0.367;-0.087;0.280;211.397;-4.222;NaN;0;0;15.610;0.344;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;3;15;0;62.625;0.097;0.183;0.280;122.545;-4.233;NaN;0;0;8.167;0.180;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;3;15;30;62.646;0.279;0.001;0.280;121.532;-4.240;NaN;0;0;9.256;0.204;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;3;16;0;62.667;0.201;0.079;0.280;77.700;-4.243;NaN;0;0;7.077;0.156;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;3;16;30;62.688;-0.055;0.335;0.280;20.299;-4.243;NaN;0;0;3.404;0.075;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;3;17;0;62.708;0.280;0.000;0.280;-22.163;-4.243;NaN;1;0;0.772;0.017;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;3;17;30;62.729;0.281;0.000;0.281;-14.639;-4.243;NaN;1;1;-0.227;-0.005;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;3;18;0;62.750;0.280;0.000;0.280;-7.115;-4.233;NaN;1;0;0.136;0.003;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;3;18;30;62.771;0.281;0.000;0.281;-13.950;-4.221;NaN;1;0;-0.273;-0.006;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;3;19;0;62.792;0.281;0.000;0.281;-23.753;-4.211;NaN;1;0;0.136;0.003;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;3;19;30;62.812;0.281;0.000;0.281;-20.201;-4.200;NaN;1;0;0.364;0.008;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;3;20;0;62.833;0.281;0.000;0.281;-13.568;-4.185;NaN;1;0;0.136;0.003;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;3;20;30;62.854;0.280;0.000;0.280;-13.496;-4.170;NaN;1;0;1.001;0.022;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;3;21;0;62.875;0.281;0.000;0.281;-32.179;-4.155;NaN;1;0;-0.728;-0.016;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;3;21;30;62.896;0.280;0.000;0.280;-26.594;-4.142;NaN;1;0;2.184;0.048;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;3;22;0;62.917;0.280;0.000;0.280;-25.890;-4.128;NaN;1;0;1.775;0.039;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;3;22;30;62.938;0.280;0.000;0.280;-33.136;-4.115;NaN;1;0;0.455;0.010;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;3;23;0;62.958;0.280;0.000;0.280;-42.311;-4.104;NaN;1;0;-2.642;-0.058;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;3;23;30;62.979;0.098;0.182;0.280;-50.251;-4.097;NaN;0;0;-1.959;-0.043;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;4;0;0;63.000;0.280;0.000;0.280;-46.904;-4.088;NaN;1;0;-2.779;-0.061;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;4;0;30;63.021;0.280;0.000;0.280;-49.206;-4.086;NaN;1;0;-4.101;-0.090;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;4;1;0;63.042;0.635;-0.355;0.280;-37.399;-4.078;NaN;0;0;-1.915;-0.042;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;4;1;30;63.062;1.103;-0.823;0.280;-57.995;-4.077;NaN;0;0;-2.508;-0.055;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;4;2;0;63.083;0.591;-0.312;0.279;-51.011;-4.077;NaN;0;0;-2.691;-0.059;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;4;2;30;63.104;0.280;0.000;0.280;-35.934;-4.081;NaN;1;0;-2.053;-0.045;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;4;3;0;63.125;0.280;0.000;0.280;-39.689;-4.086;NaN;1;0;-1.918;-0.042;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;4;3;30;63.146;0.279;0.000;0.279;-41.037;-4.087;NaN;1;0;-4.111;-0.090;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;4;4;0;63.167;0.431;-0.152;0.279;-44.573;-4.093;NaN;0;0;-3.244;-0.071;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;4;4;30;63.188;0.498;-0.219;0.279;-48.159;-4.097;NaN;0;0;-4.296;-0.094;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;4;5;0;63.208;0.367;-0.088;0.279;9.031;-4.105;NaN;0;0;-2.056;-0.045;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;4;5;30;63.229;0.279;0.000;0.279;12.893;-4.111;NaN;1;1;1.097;0.024;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;4;6;0;63.250;0.279;0.000;0.279;16.756;-4.118;NaN;1;1;1.736;0.038;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;4;6;30;63.271;0.278;0.000;0.278;20.619;-4.126;NaN;1;1;2.193;0.048;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;4;7;0;63.292;0.278;0.000;0.278;24.481;-4.135;NaN;1;1;2.741;0.060;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;4;7;30;63.312;0.278;0.000;0.278;28.343;-4.143;NaN;1;1;4.110;0.090;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;4;8;0;63.333;0.278;0.000;0.278;32.206;-4.152;NaN;1;1;5.298;0.116;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;4;8;30;63.354;0.278;0.000;0.278;36.069;-4.161;NaN;1;1;6.484;0.142;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;4;9;0;63.375;2.688;-2.410;0.278;39.931;-4.173;NaN;0;0;-2.784;-0.061;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;4;9;30;63.396;2.259;-1.981;0.278;70.504;-4.182;NaN;0;0;-0.867;-0.019;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;4;10;0;63.417;2.355;-2.077;0.278;83.404;-4.194;NaN;0;0;6.155;0.135;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;4;10;30;63.438;0.521;-0.242;0.279;92.327;-4.206;NaN;0;0;16.533;0.363;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;4;11;0;63.458;1.269;-0.990;0.279;87.725;-4.220;NaN;0;0;31.259;0.687;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;4;11;30;63.479;0.278;0.001;0.279;147.674;-4.235;NaN;0;0;5.363;0.118;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;4;12;0;63.500;0.514;-0.235;0.279;178.846;-4.245;NaN;0;0;12.579;0.277;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;4;12;30;63.521;0.279;0.000;0.279;167.329;-4.261;NaN;1;1;17.521;0.386;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;4;13;0;63.542;1.881;-1.602;0.279;155.813;-4.272;NaN;0;0;12.388;0.273;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;4;13;30;63.562;1.775;-1.496;0.279;133.336;-4.282;NaN;0;0;8.210;0.181;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;4;14;0;63.583;0.260;0.019;0.279;214.309;-4.295;NaN;0;0;16.643;0.367;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;4;14;30;63.604;-0.764;1.043;0.279;110.763;-4.306;NaN;0;0;8.662;0.191;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;4;15;0;63.625;0.285;-0.006;0.279;62.856;-4.313;NaN;0;0;6.393;0.141;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;4;15;30;63.646;-0.626;0.905;0.279;35.694;-4.316;NaN;0;0;2.086;0.046;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;4;16;0;63.667;-0.977;1.256;0.279;24.864;-4.317;NaN;0;0;5.987;0.132;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;4;16;30;63.688;-0.131;0.411;0.280;6.190;-4.321;NaN;0;0;3.220;0.071;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;4;17;0;63.708;0.285;-0.006;0.279;-10.664;-4.316;NaN;0;0;1.814;0.040;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;4;17;30;63.729;0.280;0.000;0.280;-27.640;-4.308;NaN;1;0;0.545;0.012;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;4;18;0;63.750;0.280;0.000;0.280;-24.801;-4.296;NaN;1;0;-0.454;-0.010;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;4;18;30;63.771;0.280;0.000;0.280;-20.395;-4.281;NaN;1;0;-0.136;-0.003;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;3;4;19;0;63.792;0.280;0.000;0.280;-24.527;-4.263;NaN;1;0;1.363;0.030;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
