year;month;day;hour;minute;doy;NEE;GPP;Reco;H;Gflux;Rnet;Qc_NEE;Qc_H;LE;ET;NEE_1;GPP_1;GPP_2;GPP_3;GPP_4;Reco_1;Reco_2;Reco_3;Reco_4;Qc_NEE_1;Qc_ET
2018;1;1;0;0;1.000;0.626;0.047;0.673;-3.755;-2.476;NaN;0;0;6.097;0.135;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;1;0;30;1.021;0.226;0.448;0.674;-16.763;-2.473;NaN;0;0;7.813;0.173;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;1;1;0;1.042;0.186;0.488;0.674;-6.616;-2.474;NaN;0;0;5.149;0.114;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;1;1;30;1.062;0.674;0.000;0.674;-7.020;-2.473;NaN;1;0;13.955;0.309;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;1;2;0;1.083;0.511;0.163;0.674;-14.222;-2.466;NaN;0;0;16.935;0.375;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;1;2;30;1.104;0.324;0.350;0.674;-5.191;-2.465;NaN;0;0;6.322;0.140;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;1;3;0;1.125;0.264;0.410;0.674;-24.816;-2.466;NaN;0;0;14.949;0.331;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;1;3;30;1.146;1.285;-0.612;0.673;-32.109;-2.465;NaN;0;0;25.972;0.575;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;1;4;0;1.167;-0.201;0.875;0.674;-25.478;-2.465;NaN;0;0;12.829;0.284;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;1;4;30;1.188;1.239;-0.566;0.673;-23.920;-2.465;NaN;0;0;25.567;0.566;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;1;5;0;1.208;0.399;0.275;0.674;-26.443;-2.464;NaN;0;0;15.766;0.349;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;1;5;30;1.229;0.540;0.133;0.673;-26.179;-2.464;NaN;0;0;14.908;0.330;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;1;6;0;1.250;0.620;0.054;0.674;-25.650;-2.464;NaN;0;0;10.707;0.237;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;1;6;30;1.271;0.527;0.147;0.674;-20.702;-2.462;NaN;0;0;12.018;0.266;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;1;7;0;1.292;0.514;0.160;0.674;-11.842;-2.463;NaN;0;0;9.036;0.200;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;1;7;30;1.312;-0.117;0.791;0.674;-6.951;-2.459;NaN;0;0;-1.807;-0.040;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;1;8;0;1.333;0.683;-0.009;0.674;-10.322;-2.454;NaN;0;1;4.608;0.102;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;1;8;30;1.354;0.232;0.442;0.674;-13.692;-2.454;NaN;0;0;6.776;0.150;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;1;9;0;1.375;0.751;-0.077;0.674;-10.927;-2.455;NaN;0;1;9.846;0.218;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;1;9;30;1.396;0.244;0.430;0.674;-8.163;-2.454;NaN;0;1;6.774;0.150;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;1;10;0;1.417;0.407;0.267;0.674;-5.398;-2.454;NaN;0;0;5.825;0.129;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;1;10;30;1.438;0.204;0.469;0.673;-6.671;-2.454;NaN;0;0;3.341;0.074;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;1;11;0;1.458;0.622;0.052;0.674;-9.206;-2.455;NaN;0;0;8.849;0.196;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;1;11;30;1.479;0.272;0.402;0.674;-3.028;-2.454;NaN;0;0;6.004;0.133;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;1;12;0;1.500;0.628;0.045;0.673;-3.501;-2.454;NaN;0;0;4.514;0.100;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;1;12;30;1.521;0.704;-0.030;0.674;1.161;-2.454;NaN;0;0;7.719;0.171;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;1;13;0;1.542;0.046;0.628;0.674;4.483;-2.454;NaN;0;0;1.896;0.042;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;1;13;30;1.562;0.419;0.254;0.673;-1.034;-2.454;NaN;0;0;6.770;0.150;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;1;14;0;1.583;0.434;0.240;0.674;1.508;-2.453;NaN;0;0;10.425;0.231;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;1;14;30;1.604;0.090;0.584;0.674;0.281;-2.454;NaN;0;0;8.348;0.185;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;1;15;0;1.625;0.773;-0.100;0.673;3.172;-2.454;NaN;0;0;13.447;0.298;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;1;15;30;1.646;0.005;0.669;0.674;3.387;-2.449;NaN;0;0;10.107;0.224;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;1;16;0;1.667;0.340;0.333;0.673;-0.273;-2.446;NaN;0;0;8.753;0.194;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;1;16;30;1.688;0.456;0.218;0.674;-3.828;-2.447;NaN;0;0;8.121;0.180;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;1;17;0;1.708;0.417;0.257;0.674;-2.398;-2.448;NaN;0;0;6.631;0.147;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;1;17;30;1.729;0.839;-0.165;0.674;-4.329;-2.442;NaN;0;0;8.030;0.178;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;1;18;0;1.750;0.670;0.004;0.674;-6.517;-2.442;NaN;0;0;5.593;0.124;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;1;18;30;1.771;0.522;0.151;0.673;-12.431;-2.441;NaN;0;0;3.789;0.084;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;1;19;0;1.792;0.929;-0.256;0.673;-11.317;-2.440;NaN;0;0;12.088;0.268;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;1;19;30;1.812;1.038;-0.364;0.674;-12.033;-2.440;NaN;0;0;9.607;0.213;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;1;20;0;1.833;0.599;0.075;0.674;-5.832;-2.438;NaN;0;0;6.856;0.152;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;1;20;30;1.854;0.503;0.171;0.674;-6.572;-2.439;NaN;0;1;8.750;0.194;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;1;21;0;1.875;0.592;0.081;0.673;-7.311;-2.436;NaN;0;1;10.238;0.227;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;1;21;30;1.896;0.386;0.287;0.673;-8.051;-2.436;NaN;0;1;4.780;0.106;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;1;22;0;1.917;0.405;0.268;0.673;-8.791;-2.431;NaN;0;1;2.571;0.057;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;1;22;30;1.938;0.242;0.431;0.673;-9.531;-2.432;NaN;0;1;2.526;0.056;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;1;23;0;1.958;0.328;0.346;0.674;-10.270;-2.436;NaN;0;1;3.157;0.070;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;1;23;30;1.979;0.334;0.341;0.675;-11.010;-2.431;NaN;0;0;4.239;0.094;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;2;0;0;2.000;0.635;0.033;0.668;-10.402;-2.424;NaN;0;1;2.571;0.057;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;2;0;30;2.021;0.403;0.265;0.668;-9.795;-2.425;NaN;0;1;5.683;0.126;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;2;1;0;2.042;1.008;-0.340;0.668;-9.188;-2.428;NaN;0;1;5.367;0.119;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;2;1;30;2.062;0.577;0.091;0.668;-8.580;-2.426;NaN;0;0;5.547;0.123;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;2;2;0;2.083;0.609;0.059;0.668;-3.296;-2.422;NaN;0;0;-3.698;-0.082;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;2;2;30;2.104;0.599;0.069;0.668;-8.017;-2.421;NaN;0;0;-2.345;-0.052;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;2;3;0;2.125;0.684;-0.016;0.668;27.598;-2.421;NaN;0;0;10.911;0.242;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;2;3;30;2.146;2.557;-1.889;0.668;3.306;-2.421;NaN;0;0;17.402;0.386;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;2;4;0;2.167;0.669;0.000;0.669;-6.511;-2.419;NaN;1;1;10.549;0.234;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;2;4;30;2.188;0.668;0.000;0.668;-16.328;-2.418;NaN;1;1;10.277;0.228;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;2;5;0;2.208;0.669;0.000;0.669;-26.146;-2.417;NaN;1;1;9.555;0.212;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;2;5;30;2.229;0.668;0.000;0.668;-35.963;-2.418;NaN;1;0;-14.782;-0.328;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;2;6;0;2.250;0.669;0.000;0.669;-8.729;-2.417;NaN;1;0;-6.489;-0.144;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;2;6;30;2.271;0.668;0.000;0.668;-12.116;-2.416;NaN;1;0;-7.075;-0.157;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;2;7;0;2.292;0.668;0.000;0.668;-11.382;-2.416;NaN;1;0;-6.895;-0.153;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;2;7;30;2.312;0.668;0.000;0.668;-8.362;-2.416;NaN;1;0;-4.011;-0.089;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;2;8;0;2.333;0.668;0.000;0.668;-19.870;-2.416;NaN;1;0;4.957;0.110;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;2;8;30;2.354;0.669;0.000;0.669;-14.444;-2.416;NaN;1;0;4.867;0.108;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;2;9;0;2.375;0.665;0.003;0.668;-6.557;-2.416;NaN;1;1;10.138;0.225;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;2;9;30;2.396;0.602;0.067;0.669;1.330;-2.416;NaN;1;0;0.586;0.013;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;2;10;0;2.417;0.545;0.123;0.668;-3.580;-2.416;NaN;1;1;10.679;0.237;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;2;10;30;2.438;1.938;-1.269;0.669;-8.490;-2.417;NaN;0;0;1.667;0.037;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;2;11;0;2.458;3.714;-3.045;0.669;18.338;-2.415;NaN;0;0;-4.913;-0.109;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;2;11;30;2.479;0.963;-0.295;0.668;9.210;-2.415;NaN;0;0;3.697;0.082;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;2;12;0;2.500;0.416;0.254;0.670;7.621;-2.415;NaN;0;0;21.733;0.482;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;2;12;30;2.521;0.180;0.489;0.669;6.316;-2.412;NaN;0;0;31.748;0.704;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;2;13;0;2.542;0.537;0.133;0.670;0.549;-2.406;NaN;0;0;27.784;0.616;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;2;13;30;2.562;0.886;-0.216;0.670;-1.132;-2.406;NaN;0;0;29.774;0.660;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;2;14;0;2.583;0.935;-0.266;0.669;1.182;-2.406;NaN;0;0;15.880;0.352;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;2;14;30;2.604;1.533;-0.863;0.670;-3.550;-2.411;NaN;0;0;13.443;0.298;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;2;15;0;2.625;3.065;-2.395;0.670;-10.755;-2.418;NaN;0;0;27.287;0.605;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;2;15;30;2.646;1.001;-0.331;0.670;-19.199;-2.416;NaN;0;0;6.721;0.149;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;2;16;0;2.667;1.376;-0.707;0.669;-4.769;-2.417;NaN;0;0;-1.714;-0.038;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;2;16;30;2.688;0.669;0.000;0.669;-8.741;-2.420;NaN;1;0;5.592;0.124;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;2;17;0;2.708;0.669;0.000;0.669;-2.295;-2.424;NaN;1;0;1.037;0.023;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;2;17;30;2.729;0.669;0.000;0.669;-3.210;-2.418;NaN;1;0;-4.374;-0.097;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;2;18;0;2.750;0.642;0.027;0.669;-0.966;-2.419;NaN;0;0;-1.893;-0.042;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;2;18;30;2.771;0.552;0.118;0.670;-3.233;-2.420;NaN;0;0;-2.524;-0.056;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;2;19;0;2.792;0.226;0.443;0.669;-5.560;-2.425;NaN;0;0;8.880;0.197;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;2;19;30;2.812;0.525;0.144;0.669;-14.996;-2.421;NaN;0;0;8.789;0.195;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;2;20;0;2.833;0.446;0.223;0.669;-17.804;-2.421;NaN;0;1;5.228;0.116;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;2;20;30;2.854;1.415;-0.745;0.670;-20.611;-2.423;NaN;0;1;5.543;0.123;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;2;21;0;2.875;0.780;-0.110;0.670;-23.419;-2.425;NaN;0;0;-3.200;-0.071;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;2;21;30;2.896;0.436;0.233;0.669;-20.157;-2.424;NaN;0;0;-3.921;-0.087;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;2;22;0;2.917;0.325;0.344;0.669;-12.246;-2.424;NaN;0;0;-12.076;-0.268;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;2;22;30;2.938;0.996;-0.327;0.669;-30.526;-2.425;NaN;0;0;9.732;0.216;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;2;23;0;2.958;0.136;0.533;0.669;-22.232;-2.425;NaN;0;0;3.604;0.080;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;2;23;30;2.979;0.492;0.178;0.670;-38.747;-2.425;NaN;0;0;-3.965;-0.088;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;3;0;0;3.000;0.444;0.207;0.651;-42.656;-2.425;NaN;0;0;1.532;0.034;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;3;0;30;3.021;0.580;0.070;0.650;-40.640;-2.425;NaN;0;0;3.514;0.078;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;3;1;0;3.042;0.354;0.296;0.650;-29.601;-2.425;NaN;0;0;4.460;0.099;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;3;1;30;3.062;0.285;0.366;0.651;-26.496;-2.425;NaN;0;0;4.505;0.100;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;3;2;0;3.083;0.552;0.099;0.651;-36.287;-2.426;NaN;0;0;7.388;0.164;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;3;2;30;3.104;0.404;0.246;0.650;-37.858;-2.425;NaN;0;0;3.288;0.073;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;3;3;0;3.125;0.511;0.139;0.650;-34.847;-2.426;NaN;0;0;5.720;0.127;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;3;3;30;3.146;0.650;0.000;0.650;-33.508;-2.426;NaN;1;0;12.745;0.283;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;3;4;0;3.167;0.450;0.200;0.650;-39.392;-2.426;NaN;0;0;12.745;0.283;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;3;4;30;3.188;0.750;-0.099;0.651;-50.627;-2.425;NaN;0;0;4.278;0.095;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;3;5;0;3.208;0.249;0.402;0.651;-48.495;-2.425;NaN;0;0;3.197;0.071;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;3;5;30;3.229;0.596;0.054;0.650;-39.068;-2.425;NaN;0;0;5.856;0.130;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;3;6;0;3.250;0.650;0.000;0.650;-22.702;-2.429;NaN;1;0;4.461;0.099;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;3;6;30;3.271;0.629;0.021;0.650;-17.639;-2.439;NaN;0;0;6.939;0.154;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;3;7;0;3.292;0.601;0.050;0.651;-12.133;-2.455;NaN;0;0;3.604;0.080;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;3;7;30;3.312;0.673;-0.023;0.650;-31.888;-2.468;NaN;0;0;-0.405;-0.009;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;3;8;0;3.333;0.355;0.295;0.650;-25.741;-2.489;NaN;0;0;5.000;0.111;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;3;8;30;3.354;0.507;0.143;0.650;-22.717;-2.518;NaN;0;0;8.694;0.193;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;3;9;0;3.375;0.477;0.173;0.650;-22.716;-2.558;NaN;0;0;5.315;0.118;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;3;9;30;3.396;0.561;0.089;0.650;-12.848;-2.597;NaN;0;0;5.181;0.115;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;3;10;0;3.417;0.612;0.037;0.649;-22.597;-2.626;NaN;0;0;7.388;0.164;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;3;10;30;3.438;0.286;0.364;0.650;-18.665;-2.652;NaN;1;0;5.541;0.123;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;3;11;0;3.458;0.245;0.405;0.650;-21.169;-2.678;NaN;0;0;8.829;0.196;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;3;11;30;3.479;-0.168;0.817;0.649;-21.703;-2.698;NaN;0;0;4.054;0.090;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;3;12;0;3.500;-0.212;0.862;0.650;-13.308;-2.710;NaN;0;0;2.883;0.064;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;3;12;30;3.521;-0.131;0.781;0.650;-10.621;-2.719;NaN;0;0;6.217;0.138;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;3;13;0;3.542;-0.202;0.852;0.650;-14.881;-2.719;NaN;0;0;9.100;0.202;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;3;13;30;3.562;0.149;0.501;0.650;-9.564;-2.719;NaN;1;0;-3.289;-0.073;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;3;14;0;3.583;0.392;0.258;0.650;-9.166;-2.713;NaN;1;0;-9.326;-0.207;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;3;14;30;3.604;0.497;0.153;0.650;-10.253;-2.714;NaN;1;1;9.912;0.220;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;3;15;0;3.625;0.616;0.034;0.650;-11.340;-2.708;NaN;0;0;-6.487;-0.144;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;3;15;30;3.646;0.544;0.106;0.650;-11.904;-2.702;NaN;0;0;4.144;0.092;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;3;16;0;3.667;0.467;0.183;0.650;-8.404;-2.693;NaN;0;0;3.424;0.076;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;3;16;30;3.688;0.420;0.231;0.651;-9.783;-2.686;NaN;0;0;3.920;0.087;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;3;17;0;3.708;0.446;0.204;0.650;-4.112;-2.680;NaN;0;0;2.658;0.059;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;3;17;30;3.729;0.649;0.001;0.650;-3.360;-2.673;NaN;0;0;-5.362;-0.119;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;3;18;0;3.750;0.649;0.000;0.649;-3.820;-2.665;NaN;1;0;-6.939;-0.154;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;3;18;30;3.771;0.831;-0.181;0.650;-7.849;-2.661;NaN;0;0;5.362;0.119;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;3;19;0;3.792;0.817;-0.168;0.649;-8.524;-2.654;NaN;0;0;6.038;0.134;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;3;19;30;3.812;0.791;-0.141;0.650;-9.573;-2.650;NaN;0;0;-6.669;-0.148;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;3;20;0;3.833;0.525;0.125;0.650;-10.167;-2.646;NaN;0;0;2.929;0.065;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;3;20;30;3.854;1.275;-0.625;0.650;-12.163;-2.635;NaN;0;0;7.209;0.160;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;3;21;0;3.875;0.769;-0.119;0.650;-10.884;-2.632;NaN;0;0;4.596;0.102;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;3;21;30;3.896;1.851;-1.201;0.650;-8.647;-2.627;NaN;0;0;3.965;0.088;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;3;22;0;3.917;0.160;0.490;0.650;-4.867;-2.624;NaN;0;0;-3.289;-0.073;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;3;22;30;3.938;0.527;0.123;0.650;-8.437;-2.617;NaN;0;0;5.407;0.120;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;3;23;0;3.958;0.642;0.008;0.650;-9.340;-2.608;NaN;0;0;6.759;0.150;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;3;23;30;3.979;0.816;-0.166;0.650;-6.759;-2.603;NaN;0;0;9.102;0.202;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
2018;1;4;0;0;4.000;0.722;-0.091;0.631;-9.981;-2.603;NaN;0;0;10.860;0.241;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
